min_abs_slope_pct,block_body_band,block_sunday,sl_loss_usdt,breakeven_usdt,lock_profit_activate_usdt,lock_profit_usdt,trail_activate_usdt,trail_start_usdt,trail_distance_usdt,blofin_n,blofin_wins,blofin_losses,blofin_win_rate,blofin_net_pnl,blofin_gross_win,blofin_gross_loss,blofin_profit_factor,blofin_avg_win,blofin_avg_loss,blofin_avg_trade,blofin_max_dd,blofin_max_dd_pct_of_capital,blofin_largest_loss_streak,blofin_largest_loss_run_usdt,blofin_is_net_pnl,blofin_is_pf,blofin_oos_net_pnl,blofin_oos_pf,blofin_oos_n,lighter_n,lighter_wins,lighter_losses,lighter_win_rate,lighter_net_pnl,lighter_gross_win,lighter_gross_loss,lighter_profit_factor,lighter_avg_win,lighter_avg_loss,lighter_avg_trade,lighter_max_dd,lighter_max_dd_pct_of_capital,lighter_largest_loss_streak,lighter_largest_loss_run_usdt,lighter_is_net_pnl,lighter_is_pf,lighter_oos_net_pnl,lighter_oos_pf,lighter_oos_n,score_lighter,score_blofin
0.12,"(0.3, 0.6)",True,80,15,25,20,45,50,10,520,362,158,0.6962,5066.27,9831.74,4765.47,2.063,27.16,-30.16,9.743,-287.6,-14.38,5,-214.1,4426.1,2.441,640.17,1.378,156,520,383,137,0.7365,9747.39,13206.27,3458.87,3.818,34.48,-25.25,18.745,-188.92,-9.45,4,-178.0,7703.18,4.435,2044.22,2.681,156,93.79,87.86
0.12,"(0.3, 0.6)",True,80,15,25,20,45,50,15,520,362,158,0.6962,4328.86,9096.86,4767.99,1.908,25.13,-30.18,8.325,-295.15,-14.76,5,-214.1,3871.12,2.259,457.75,1.27,156,520,383,137,0.7365,9009.89,12471.29,3461.4,3.603,32.56,-25.27,17.327,-193.98,-9.7,4,-178.0,7148.11,4.184,1861.78,2.531,156,93.56,81.17
0.12,"(0.3, 0.6)",True,80,15,25,20,45,50,20,520,362,158,0.6962,3609.61,8380.13,4770.52,1.757,23.15,-30.19,6.942,-302.71,-15.14,5,-214.1,3339.55,2.086,270.06,1.159,156,520,383,137,0.7365,8290.54,11754.46,3463.92,3.393,30.69,-25.28,15.943,-199.04,-9.95,4,-178.0,6616.47,3.944,1674.07,2.376,156,93.22,72.34
0.12,"(0.3, 0.6)",True,80,18,28,23,38,43,10,519,357,162,0.6879,5230.75,10727.72,5496.97,1.952,30.05,-33.93,10.079,-332.65,-16.63,4,-202.6,4530.31,2.238,700.44,1.381,156,519,372,147,0.7168,9902.88,14046.75,4143.87,3.39,37.76,-28.19,19.081,-242.42,-12.12,4,-173.5,7798.35,3.818,2104.53,2.529,156,93.92,87.33
0.12,"(0.3, 0.6)",True,80,18,28,23,38,43,15,519,357,162,0.6879,4294.05,9793.54,5499.49,1.781,27.43,-33.95,8.274,-342.71,-17.14,4,-202.6,3812.11,2.041,481.94,1.262,156,519,372,147,0.7168,8966.08,13112.48,4146.4,3.162,35.25,-28.21,17.276,-252.48,-12.62,4,-173.5,7080.06,3.556,1886.02,2.37,156,93.74,78.77
0.12,"(0.3, 0.6)",True,80,18,28,23,38,43,20,519,354,165,0.6821,3350.82,8857.9,5507.08,1.608,25.02,-33.38,6.456,-400.64,-20.03,4,-202.6,3089.57,1.842,261.25,1.142,156,519,372,147,0.7168,8022.75,12171.66,4148.92,2.934,32.72,-28.22,15.458,-262.54,-13.13,4,-173.5,6357.42,3.293,1665.32,2.21,156,93.51,67.92
0.12,"(0.3, 0.6)",True,80,18,28,23,43,48,10,519,355,164,0.684,4905.51,10406.47,5500.97,1.892,29.31,-33.54,9.452,-342.65,-17.13,4,-202.6,4279.72,2.168,625.79,1.341,156,519,372,147,0.7168,9577.66,13721.53,4143.87,3.311,36.89,-28.19,18.454,-252.42,-12.62,4,-173.5,7547.76,3.727,2029.9,2.475,156,93.87,85.17
0.12,"(0.3, 0.6)",True,80,18,28,23,43,48,15,519,355,164,0.684,4143.04,9646.53,5503.49,1.753,27.17,-33.56,7.983,-348.7,-17.43,4,-202.6,3705.07,2.01,437.97,1.239,156,519,372,147,0.7168,8815.09,12961.48,4146.4,3.126,34.84,-28.21,16.985,-257.48,-12.87,4,-173.5,6973.02,3.517,1842.07,2.338,156,93.64,76.98
0.12,"(0.3, 0.6)",True,80,18,28,23,43,48,20,519,355,164,0.684,3405.28,8911.29,5506.01,1.618,25.1,-33.57,6.561,-395.41,-19.77,4,-202.6,3130.81,1.853,274.48,1.149,156,519,372,147,0.7168,8077.21,12226.13,4148.92,2.947,32.87,-28.22,15.563,-262.54,-13.13,4,-173.5,6398.67,3.308,1678.54,2.22,156,93.53,68.6
0.12,"(0.3, 0.6)",True,80,18,28,23,48,53,10,519,354,165,0.6821,4661.33,10164.3,5502.96,1.847,28.71,-33.35,8.981,-348.64,-17.43,4,-202.6,4083.46,2.114,577.88,1.315,156,519,372,147,0.7168,9333.43,13477.31,4143.87,3.252,36.23,-28.19,17.983,-252.42,-12.62,4,-173.5,7351.46,3.656,1981.98,2.44,156,93.89,82.76
0.12,"(0.3, 0.6)",True,80,18,28,23,48,53,15,519,354,165,0.6821,3937.49,9442.98,5505.49,1.715,26.68,-33.37,7.587,-353.7,-17.68,4,-202.6,3517.21,1.959,420.28,1.229,156,519,372,147,0.7168,8609.51,12755.91,4146.4,3.076,34.29,-28.21,16.589,-257.48,-12.87,4,-173.5,6785.15,3.449,1824.37,2.325,156,93.83,75.21
0.12,"(0.3, 0.6)",True,80,18,28,23,48,53,20,519,354,165,0.6821,3366.94,8874.95,5508.01,1.611,25.07,-33.38,6.487,-400.66,-20.03,4,-202.6,3093.13,1.842,273.81,1.149,156,519,372,147,0.7168,8038.87,12187.79,4148.92,2.938,32.76,-28.22,15.489,-262.54,-13.13,4,-173.5,6360.99,3.294,1677.88,2.219,156,93.59,68.29
0.12,"(0.3, 0.6)",True,80,22,32,27,42,47,10,516,348,168,0.6744,4847.97,11157.66,6309.69,1.768,32.06,-37.56,9.395,-450.39,-22.52,6,-213.9,4330.62,2.044,517.35,1.239,155,516,354,162,0.686,9493.3,14344.67,4851.37,2.957,40.52,-29.95,18.398,-289.52,-14.48,6,-178.0,7580.69,3.366,1912.61,2.161,155,93.13,80.79
0.12,"(0.3, 0.6)",True,80,22,32,27,42,47,15,516,348,168,0.6744,4096.97,10409.18,6312.21,1.649,29.91,-37.57,7.94,-497.56,-24.88,6,-213.9,3746.53,1.903,350.44,1.162,155,516,354,162,0.686,8742.22,13596.12,4853.9,2.801,38.41,-29.96,16.942,-297.09,-14.85,6,-178.0,6996.54,3.182,1745.68,2.059,155,92.97,72.95
0.12,"(0.3, 0.6)",True,80,22,32,27,42,47,20,516,348,168,0.6744,3302.22,9616.96,6314.74,1.523,27.63,-37.59,6.4,-545.41,-27.27,6,-213.9,3173.58,1.764,128.65,1.06,155,516,354,162,0.686,7947.37,12803.79,4856.42,2.636,36.17,-29.98,15.402,-304.67,-15.23,6,-178.0,6423.51,3.002,1523.86,1.925,155,92.4,62.92
0.12,"(0.3, 0.6)",True,80,22,32,27,47,52,10,516,348,168,0.6744,4784.26,11093.95,6309.69,1.758,31.88,-37.56,9.272,-456.47,-22.82,6,-213.9,4262.55,2.027,521.71,1.241,155,516,354,162,0.686,9429.61,14280.98,4851.37,2.944,40.34,-29.95,18.274,-287.42,-14.37,6,-178.0,7512.64,3.345,1916.97,2.163,155,93.25,80.4
0.12,"(0.3, 0.6)",True,80,22,32,27,47,52,15,516,348,168,0.6744,4014.89,10327.1,6312.21,1.636,29.68,-37.57,7.781,-499.33,-24.97,6,-213.9,3653.09,1.88,361.8,1.167,155,516,354,162,0.686,8660.15,13514.04,4853.9,2.784,38.18,-29.96,16.783,-294.98,-14.75,6,-178.0,6903.11,3.153,1757.04,2.066,155,93.19,72.56
0.12,"(0.3, 0.6)",True,80,22,32,27,47,52,20,516,348,168,0.6744,3383.03,9697.77,6314.74,1.536,27.87,-37.59,6.556,-541.24,-27.06,6,-213.9,3219.41,1.775,163.62,1.076,155,516,354,162,0.686,8028.2,12884.62,4856.42,2.653,36.4,-29.98,15.559,-302.54,-15.13,6,-178.0,6469.36,3.016,1558.85,1.946,155,92.57,64.26
0.12,"(0.3, 0.6)",True,80,22,32,27,52,57,10,516,348,168,0.6744,4541.59,10851.29,6309.69,1.72,31.18,-37.56,8.802,-459.0,-22.95,6,-213.9,4174.21,2.006,367.39,1.17,155,516,354,162,0.686,9186.89,14038.26,4851.37,2.894,39.66,-29.95,17.804,-294.92,-14.75,6,-178.0,7424.24,3.318,1762.64,2.07,155,92.47,76.49
0.12,"(0.3, 0.6)",True,80,22,32,27,52,57,15,516,348,168,0.6744,3917.93,10230.14,6312.21,1.621,29.4,-37.57,7.593,-495.23,-24.76,6,-213.9,3642.71,1.877,275.22,1.127,155,516,354,162,0.686,8563.15,13417.04,4853.9,2.764,37.9,-29.96,16.595,-299.98,-15.0,6,-178.0,6892.68,3.15,1670.46,2.014,155,92.65,70.43
0.12,"(0.3, 0.6)",True,80,22,32,27,52,57,20,516,348,168,0.6744,3343.71,9658.45,6314.74,1.53,27.75,-37.59,6.48,-535.04,-26.75,6,-213.9,3220.96,1.775,122.75,1.057,155,516,354,162,0.686,7988.86,12845.28,4856.42,2.645,36.29,-29.98,15.482,-305.04,-15.25,6,-178.0,6470.89,3.017,1517.97,1.921,155,92.29,63.17
0.12,"(0.3, 0.6)",True,100,8,18,13,28,33,10,523,305,218,0.5832,6194.05,9743.17,3549.12,2.745,31.94,-16.28,11.843,-362.81,-18.14,7,-254.12,5248.16,3.364,945.88,1.712,157,523,417,106,0.7973,10902.14,13360.5,2458.36,5.435,32.04,-23.19,20.845,-248.92,-12.45,4,-218.0,8543.14,6.522,2359.0,3.588,157,94.2,89.59
0.12,"(0.3, 0.6)",True,100,8,18,13,28,33,15,522,305,217,0.5843,5059.7,8612.83,3553.12,2.424,28.24,-16.37,9.693,-369.73,-18.49,7,-254.12,4361.41,2.949,698.3,1.531,157,522,417,105,0.7989,9758.72,12212.58,2453.86,4.977,29.29,-23.37,18.695,-253.98,-12.7,4,-218.0,7647.31,5.943,2111.41,3.328,157,94.16,88.47
0.12,"(0.3, 0.6)",True,100,8,18,13,28,33,20,522,275,247,0.5268,3984.01,7564.46,3580.45,2.113,27.51,-14.5,7.632,-454.01,-22.7,8,-254.12,3562.82,2.578,421.19,1.319,157,522,417,105,0.7989,8682.95,11136.81,2453.86,4.538,26.71,-23.37,16.634,-260.06,-13.0,4,-218.0,6848.63,5.427,1834.32,3.023,157,93.78,80.83
0.12,"(0.3, 0.6)",True,100,8,18,13,33,38,10,523,279,244,0.5335,6013.26,9598.78,3585.52,2.677,34.4,-14.69,11.498,-362.81,-18.14,8,-254.12,5101.34,3.266,911.92,1.684,157,523,417,106,0.7973,10721.37,13179.73,2458.36,5.361,31.61,-23.19,20.5,-248.92,-12.45,4,-218.0,8396.31,6.427,2325.06,3.551,157,94.23,89.51
0.12,"(0.3, 0.6)",True,100,8,18,13,33,38,15,523,277,246,0.5296,5024.9,8614.43,3589.52,2.4,31.1,-14.59,9.608,-369.73,-18.49,8,-254.12,4344.8,2.926,680.1,1.51,157,523,417,106,0.7973,9732.94,12191.3,2458.36,4.959,29.24,-23.19,18.61,-253.98,-12.7,4,-218.0,7639.69,5.938,2093.25,3.297,157,94.08,88.29
0.12,"(0.3, 0.6)",True,100,8,18,13,33,38,20,522,276,246,0.5287,4067.07,7649.2,3582.13,2.135,27.71,-14.56,7.791,-441.08,-22.05,8,-254.12,3621.54,2.602,445.54,1.337,157,522,417,105,0.7989,8766.02,11219.88,2453.86,4.572,26.91,-23.37,16.793,-260.06,-13.0,4,-218.0,6907.35,5.465,1858.67,3.05,157,93.84,81.55
