min_abs_slope_pct,block_body_band,block_sunday,sl_loss_usdt,breakeven_usdt,lock_profit_activate_usdt,lock_profit_usdt,trail_activate_usdt,trail_start_usdt,trail_distance_usdt,blofin_n,blofin_wins,blofin_losses,blofin_win_rate,blofin_net_pnl,blofin_gross_win,blofin_gross_loss,blofin_profit_factor,blofin_avg_win,blofin_avg_loss,blofin_avg_trade,blofin_max_dd,blofin_max_dd_pct_of_capital,blofin_largest_loss_streak,blofin_largest_loss_run_usdt,blofin_is_net_pnl,blofin_is_pf,blofin_oos_net_pnl,blofin_oos_pf,blofin_oos_n,lighter_n,lighter_wins,lighter_losses,lighter_win_rate,lighter_net_pnl,lighter_gross_win,lighter_gross_loss,lighter_profit_factor,lighter_avg_win,lighter_avg_loss,lighter_avg_trade,lighter_max_dd,lighter_max_dd_pct_of_capital,lighter_largest_loss_streak,lighter_largest_loss_run_usdt,lighter_is_net_pnl,lighter_is_pf,lighter_oos_net_pnl,lighter_oos_pf,lighter_oos_n,score_lighter,score_blofin
0.12,"(0.3, 0.6)",True,80,15,25,20,40,45,15,1150,867,283,0.7539,19948.51,28089.17,8140.66,3.45,32.4,-28.77,17.347,-268.07,-13.4,5,-200.5,14954.12,3.648,4994.39,3.003,345,1150,898,252,0.7809,30299.55,36063.55,5764.0,6.257,40.16,-22.87,26.347,-173.5,-8.67,4,-173.5,22199.35,6.424,8100.21,5.846,345,97.77,96.56
0.12,"(0.3, 0.6)",True,80,15,25,20,40,45,20,1150,861,289,0.7487,17941.84,26088.29,8146.45,3.202,30.3,-28.19,15.602,-288.11,-14.41,5,-200.5,13403.56,3.371,4538.28,2.82,345,1150,898,252,0.7809,28292.9,34056.9,5764.0,5.909,37.93,-22.87,24.603,-174.24,-8.71,4,-173.5,20648.83,6.046,7644.07,5.573,345,97.95,96.7
0.12,"(0.3, 0.6)",True,80,15,25,20,45,50,10,1150,862,288,0.7496,21436.52,29594.67,8158.15,3.628,34.33,-28.33,18.64,-244.38,-12.22,5,-200.5,15976.78,3.822,5459.73,3.187,345,1150,898,252,0.7809,31787.61,37551.61,5764.0,6.515,41.82,-22.87,27.641,-173.5,-8.67,4,-173.5,23221.99,6.674,8565.63,6.125,345,97.91,96.87
0.12,"(0.3, 0.6)",True,80,15,25,20,45,50,15,1150,862,288,0.7496,19538.8,27696.95,8158.15,3.395,32.13,-28.33,16.99,-261.95,-13.1,5,-200.5,14638.19,3.586,4900.61,2.963,345,1150,898,252,0.7809,29889.87,35653.87,5764.0,6.186,39.7,-22.87,25.991,-173.5,-8.68,4,-173.5,21883.42,6.347,8006.45,5.79,345,97.8,96.59
0.12,"(0.3, 0.6)",True,80,15,25,20,45,50,20,1150,862,288,0.7496,17746.34,25904.49,8158.15,3.175,30.05,-28.33,15.432,-279.52,-13.98,5,-200.5,13213.56,3.334,4532.77,2.816,345,1150,898,252,0.7809,28097.42,33861.42,5764.0,5.875,37.71,-22.87,24.433,-174.24,-8.71,4,-173.5,20458.83,5.999,7638.59,5.57,345,98.06,96.87
0.12,"(0.3, 0.6)",True,80,18,28,23,38,43,10,1144,860,284,0.7517,22041.31,31605.02,9563.71,3.305,36.75,-33.68,19.267,-321.44,-16.07,4,-200.5,16225.75,3.383,5815.57,3.11,344,1144,886,258,0.7745,32338.27,39527.77,7189.5,5.498,44.61,-27.87,28.268,-263.45,-13.17,4,-173.5,23425.91,5.495,8912.36,5.506,344,98.29,97.44
0.12,"(0.3, 0.6)",True,80,18,28,23,38,43,15,1144,860,284,0.7517,19717.4,29281.11,9563.71,3.062,34.05,-33.68,17.235,-325.54,-16.28,4,-200.5,14610.47,3.146,5106.93,2.853,344,1144,886,258,0.7745,30014.34,37203.84,7189.5,5.175,41.99,-27.87,26.236,-267.55,-13.38,4,-173.5,21810.64,5.185,8203.7,5.147,344,98.13,97.1
0.12,"(0.3, 0.6)",True,80,18,28,23,38,43,20,1144,850,294,0.743,17572.85,27152.44,9579.6,2.834,31.94,-32.58,15.361,-333.48,-16.67,4,-201.62,12967.62,2.903,4605.23,2.666,344,1144,886,258,0.7745,27869.76,35059.26,7189.5,4.876,39.57,-27.87,24.362,-275.49,-13.77,4,-173.5,20167.8,4.87,7701.96,4.894,344,98.32,97.28
0.12,"(0.3, 0.6)",True,80,18,28,23,43,48,10,1144,855,289,0.7474,21735.42,31309.13,9573.7,3.27,36.62,-33.13,18.999,-321.44,-16.07,4,-200.5,16076.8,3.36,5658.62,3.05,344,1144,886,258,0.7745,32032.44,39221.94,7189.5,5.455,44.27,-27.87,28.0,-263.45,-13.17,4,-173.5,23276.96,5.466,8755.48,5.426,344,98.14,97.21
0.12,"(0.3, 0.6)",True,80,18,28,23,43,48,15,1144,855,289,0.7474,19643.05,29216.76,9573.7,3.052,34.17,-33.13,17.171,-325.54,-16.28,4,-200.5,14569.34,3.138,5073.71,2.838,344,1144,886,258,0.7745,29940.04,37129.54,7189.5,5.164,41.91,-27.87,26.171,-267.55,-13.38,4,-173.5,21769.53,5.177,8170.52,5.131,344,98.1,97.05
