id,symbol,side,bar_time,outcome,ema9,slope_pct,body_atr_ratio,detected_at
727,XRP,long,"2026-06-12 13:30:00+00:00",detected,,0.00209122717072785,,2026-06-12T13:45:40.871239+00:00
729,XRP,long,"2026-06-12 13:45:00+00:00",fired,,,,2026-06-12T14:00:39.474944+00:00
735,XRP,long,"2026-06-12 15:45:00+00:00",detected,,0.0015825116922159,,2026-06-12T16:00:30.281353+00:00
738,XRP,long,"2026-06-12 16:00:00+00:00",fired,,,,2026-06-12T16:15:37.371472+00:00
756,XRP,short,"2026-06-13 00:00:00+00:00",detected,,-1.67972367906e-05,,2026-06-13T00:15:11.193146+00:00
761,XRP,short,"2026-06-13 00:15:00+00:00",fired,,,,2026-06-13T00:30:59.768406+00:00
801,XRP,long,"2026-06-13 16:00:00+00:00",detected,,0.0033727780181112,,2026-06-13T16:15:46.197229+00:00
806,XRP,long,"2026-06-13 16:15:00+00:00",fired,,,,2026-06-13T16:31:28.305483+00:00
808,XRP,long,"2026-06-13 16:45:00+00:00",detected,,0.0032792458248776,,2026-06-13T17:00:47.027508+00:00
809,XRP,long,"2026-06-13 17:00:00+00:00",fired,,,,2026-06-13T17:15:25.758672+00:00
812,XRP,long,"2026-06-13 17:15:00+00:00",detected,,0.00317249978740586,,2026-06-13T17:30:41.474101+00:00
813,XRP,long,"2026-06-13 17:30:00+00:00",fired,,,,2026-06-13T17:45:12.872387+00:00
863,XRP,long,"2026-06-14 04:15:00+00:00",detected,,0.00215666796848546,,2026-06-14T04:31:35.358591+00:00
865,XRP,long,"2026-06-14 04:30:00+00:00",fired,,,,2026-06-14T04:45:25.159835+00:00
869,XRP,long,"2026-06-14 05:15:00+00:00",detected,,0.00195930790828647,,2026-06-14T05:30:15.777503+00:00
874,XRP,long,"2026-06-14 05:30:00+00:00",fired,,,,2026-06-14T05:45:48.975389+00:00
876,XRP,long,"2026-06-14 06:45:00+00:00",detected,,0.00169134623941725,,2026-06-14T07:00:12.873848+00:00
877,XRP,long,"2026-06-14 07:00:00+00:00",fired,,,,2026-06-14T07:15:23.277638+00:00
887,XRP,long,"2026-06-14 12:30:00+00:00",detected,,0.000357848736685762,,2026-06-14T12:46:12.474942+00:00
892,XRP,long,"2026-06-14 12:45:00+00:00",fired,,,,2026-06-14T13:01:05.870665+00:00
4,ZEC,short,"2026-06-05 00:00:00+00:00",detected,,-15.6665481809895,,2026-06-05T00:15:42.663630+00:00
10,ZEC,short,"2026-06-05 00:15:00+00:00",fired,,,,2026-06-05T00:30:56.766388+00:00
12,ZEC,short,"2026-06-05 00:30:00+00:00",detected,,-16.9957098714232,,2026-06-05T00:46:08.874515+00:00
18,ZEC,short,"2026-06-05 00:30:00+00:00",entry_unfilled,,,,2026-06-05T01:30:21.072927+00:00
42,ZEC,short,"2026-06-05 14:45:00+00:00",detected,,-32.3567651253006,,2026-06-05T15:00:53.473395+00:00
43,ZEC,short,"2026-06-05 15:00:00+00:00",fired,,,,2026-06-05T15:15:38.792750+00:00
47,ZEC,short,"2026-06-05 16:45:00+00:00",detected,,-28.8312862516593,,2026-06-05T17:00:42.769064+00:00
49,ZEC,short,"2026-06-05 17:00:00+00:00",fired,,,,2026-06-05T17:15:19.174641+00:00
54,ZEC,short,"2026-06-05 20:00:00+00:00",detected,,-23.590205318508,,2026-06-05T20:15:41.085647+00:00
56,ZEC,short,"2026-06-05 20:15:00+00:00",fired,,,,2026-06-05T20:31:24.283384+00:00
73,ZEC,short,"2026-06-05 23:45:00+00:00",detected,,-14.9393568304113,,2026-06-06T00:00:52.964017+00:00
74,ZEC,short,"2026-06-06 00:00:00+00:00",fired,,,,2026-06-06T00:15:03.367355+00:00
103,ZEC,short,"2026-06-06 07:15:00+00:00",detected,,-10.2132101344628,,2026-06-06T07:30:00.673388+00:00
111,ZEC,short,"2026-06-06 07:15:00+00:00",entry_unfilled,,,,2026-06-06T08:15:25.182970+00:00
142,ZEC,short,"2026-06-06 23:00:00+00:00",detected,,-7.89880952566347,,2026-06-06T23:16:00.285348+00:00
143,ZEC,short,"2026-06-06 23:15:00+00:00",fired,,,,2026-06-06T23:30:31.780991+00:00
148,ZEC,short,"2026-06-06 23:45:00+00:00",detected,,-7.63447742096105,,2026-06-07T00:00:27.097356+00:00
153,ZEC,short,"2026-06-07 00:00:00+00:00",fired,,,,2026-06-07T00:15:27.669108+00:00
172,ZEC,short,"2026-06-07 01:00:00+00:00",detected,,-6.49298478160597,,2026-06-07T01:15:54.567414+00:00
178,ZEC,short,"2026-06-07 01:15:00+00:00",fired,,,,2026-06-07T01:30:08.756471+00:00
203,ZEC,short,"2026-06-07 05:30:00+00:00",detected,,-1.36253209803397,,2026-06-07T05:45:06.668146+00:00
207,ZEC,short,"2026-06-07 05:45:00+00:00",fired,,,,2026-06-07T06:00:39.080889+00:00
208,ZEC,short,"2026-06-07 06:00:00+00:00",detected,,-0.768784327473213,,2026-06-07T06:16:29.588051+00:00
213,ZEC,short,"2026-06-07 06:15:00+00:00",fired,,,,2026-06-07T06:31:45.177100+00:00
253,ZEC,long,"2026-06-07 18:45:00+00:00",detected,,5.51625832769304,,2026-06-07T19:00:50.874750+00:00
255,ZEC,long,"2026-06-07 19:00:00+00:00",fired,,,,2026-06-07T19:15:44.368556+00:00
265,ZEC,long,"2026-06-07 19:45:00+00:00",detected,,4.70429366266711,,2026-06-07T20:00:16.560572+00:00
270,ZEC,long,"2026-06-07 19:45:00+00:00",entry_unfilled,,,,2026-06-07T20:46:34.694089+00:00
278,ZEC,long,"2026-06-08 00:00:00+00:00",detected,,5.71054609386317,,2026-06-08T00:15:43.073262+00:00
279,ZEC,long,"2026-06-08 00:15:00+00:00",fired,,,,2026-06-08T00:31:18.978629+00:00
280,ZEC,long,"2026-06-08 00:30:00+00:00",detected,,6.12531095426039,,2026-06-08T00:45:11.070408+00:00
281,ZEC,long,"2026-06-08 00:45:00+00:00",fired,,,,2026-06-08T01:00:41.560493+00:00
294,ZEC,long,"2026-06-08 12:00:00+00:00",detected,,3.68955809105603,,2026-06-08T12:16:42.275927+00:00
295,ZEC,long,"2026-06-08 12:15:00+00:00",fired,,,,2026-06-08T12:30:41.393116+00:00
331,ZEC,long,"2026-06-09 00:00:00+00:00",detected,,7.55474851450157,,2026-06-09T00:15:35.574126+00:00
337,ZEC,long,"2026-06-09 00:15:00+00:00",fired,,,,2026-06-09T00:30:37.971210+00:00
388,ZEC,long,"2026-06-09 13:15:00+00:00",detected,,6.61651463330446,,2026-06-09T13:30:10.787798+00:00
398,ZEC,long,"2026-06-09 14:00:00+00:00",fired,,,,2026-06-09T14:15:55.276729+00:00
411,ZEC,long,"2026-06-09 15:15:00+00:00",detected,,5.04621716493688,,2026-06-09T15:31:32.966781+00:00
414,ZEC,long,"2026-06-09 15:30:00+00:00",fired,,,,2026-06-09T15:45:41.366291+00:00
415,ZEC,long,"2026-06-09 16:15:00+00:00",detected,,3.51362997487973,,2026-06-09T16:31:09.583155+00:00
418,ZEC,long,"2026-06-09 16:30:00+00:00",fired,,,,2026-06-09T16:46:33.784078+00:00
431,ZEC,long,"2026-06-09 22:45:00+00:00",detected,,0.311242106324016,,2026-06-09T23:00:44.060611+00:00
434,ZEC,long,"2026-06-09 22:45:00+00:00",entry_unfilled,,,,2026-06-09T23:45:50.785344+00:00
441,ZEC,short,"2026-06-10 00:00:00+00:00",detected,,-0.632640800179956,,2026-06-10T00:16:25.277369+00:00
442,ZEC,short,"2026-06-10 00:15:00+00:00",fired,,,,2026-06-10T00:31:14.973161+00:00
446,ZEC,short,"2026-06-10 00:45:00+00:00",detected,,-0.947085941454077,,2026-06-10T01:00:51.165726+00:00
455,ZEC,short,"2026-06-10 01:00:00+00:00",fired,,,,2026-06-10T01:16:08.866684+00:00
506,ZEC,short,"2026-06-10 13:30:00+00:00",detected,,-3.18281892198092,,2026-06-10T13:45:14.367710+00:00
521,ZEC,short,"2026-06-10 13:30:00+00:00",entry_unfilled,,,,2026-06-10T14:30:30.979157+00:00
542,ZEC,short,"2026-06-11 00:00:00+00:00",detected,,-4.371211928121,,2026-06-11T00:15:50.231454+00:00
550,ZEC,short,"2026-06-11 00:15:00+00:00",fired,,,,2026-06-11T00:30:34.748731+00:00
552,ZEC,short,"2026-06-11 00:30:00+00:00",detected,,-4.49449675912768,,2026-06-11T00:45:21.275245+00:00
556,ZEC,short,"2026-06-11 00:45:00+00:00",fired,,,,2026-06-11T01:00:29.980406+00:00
560,ZEC,short,"2026-06-11 01:00:00+00:00",detected,,-4.48649910047317,,2026-06-11T01:15:59.171612+00:00
562,ZEC,short,"2026-06-11 01:15:00+00:00",fired,,,,2026-06-11T01:30:25.969936+00:00
588,ZEC,short,"2026-06-11 03:45:00+00:00",detected,,-3.16445156541693,,2026-06-11T04:01:12.587245+00:00
591,ZEC,short,"2026-06-11 03:45:00+00:00",entry_unfilled,,,,2026-06-11T04:45:35.962154+00:00
595,ZEC,short,"2026-06-11 08:30:00+00:00",detected,,-0.881163096207786,,2026-06-11T08:45:30.968635+00:00
596,ZEC,short,"2026-06-11 08:45:00+00:00",fired,,,,2026-06-11T09:01:20.670299+00:00
612,ZEC,long,"2026-06-11 13:15:00+00:00",detected,,0.200314748677897,,2026-06-11T13:31:47.058241+00:00
614,ZEC,long,"2026-06-11 13:30:00+00:00",fired,,,,2026-06-11T13:46:06.563453+00:00
648,ZEC,short,"2026-06-11 17:45:00+00:00",detected,,-1.0766698162717,,2026-06-11T18:00:54.478191+00:00
654,ZEC,short,"2026-06-11 17:45:00+00:00",entry_unfilled,,,,2026-06-11T18:45:50.766998+00:00
655,ZEC,short,"2026-06-11 18:45:00+00:00",detected,,-0.653343981496732,,2026-06-11T19:00:20.994113+00:00
657,ZEC,short,"2026-06-11 19:15:00+00:00",fired,,,,2026-06-11T19:31:35.868630+00:00
665,ZEC,long,"2026-06-12 00:00:00+00:00",detected,,1.47040418959818,,2026-06-12T00:16:35.596496+00:00
668,ZEC,long,"2026-06-12 00:15:00+00:00",fired,,,,2026-06-12T00:30:20.287497+00:00
680,ZEC,long,"2026-06-12 00:30:00+00:00",detected,,1.27002876939383,,2026-06-12T00:46:28.265019+00:00
689,ZEC,long,"2026-06-12 01:00:00+00:00",fired,,,,2026-06-12T01:16:02.379415+00:00
702,ZEC,long,"2026-06-12 05:30:00+00:00",detected,,0.48269312617964,,2026-06-12T05:46:21.572030+00:00
703,ZEC,long,"2026-06-12 05:45:00+00:00",fired,,,,2026-06-12T06:00:02.388711+00:00
713,ZEC,long,"2026-06-12 06:30:00+00:00",detected,,0.303525329271679,,2026-06-12T06:46:10.379778+00:00
719,ZEC,long,"2026-06-12 06:30:00+00:00",entry_unfilled,,,,2026-06-12T07:31:15.779218+00:00
724,ZEC,short,"2026-06-12 09:15:00+00:00",detected,,-0.195502070362068,,2026-06-12T09:31:36.466016+00:00
725,ZEC,short,"2026-06-12 09:30:00+00:00",fired,,,,2026-06-12T09:46:11.474306+00:00
730,ZEC,long,"2026-06-12 14:30:00+00:00",detected,,0.853197127873329,,2026-06-12T14:45:27.360344+00:00
731,ZEC,long,"2026-06-12 14:45:00+00:00",fired,,,,2026-06-12T15:00:38.674931+00:00
732,ZEC,long,"2026-06-12 15:15:00+00:00",detected,,0.548324041622266,,2026-06-12T15:30:48.879981+00:00
733,ZEC,long,"2026-06-12 15:30:00+00:00",fired,,,,2026-06-12T15:45:11.680341+00:00
757,ZEC,short,"2026-06-13 00:00:00+00:00",detected,,-2.87162654413964,,2026-06-13T00:15:14.984634+00:00
760,ZEC,short,"2026-06-13 00:15:00+00:00",fired,,,,2026-06-13T00:30:01.872430+00:00
768,ZEC,short,"2026-06-13 01:30:00+00:00",detected,,-2.61832491630918,,2026-06-13T01:45:24.772968+00:00
771,ZEC,short,"2026-06-13 01:30:00+00:00",entry_unfilled,,,,2026-06-13T02:30:37.855156+00:00
782,ZEC,short,"2026-06-13 08:00:00+00:00",detected,,-1.90236752231914,,2026-06-13T08:16:40.228977+00:00
785,ZEC,short,"2026-06-13 08:00:00+00:00",entry_unfilled,,,,2026-06-13T09:00:57.969074+00:00
788,ZEC,short,"2026-06-13 11:15:00+00:00",detected,,-1.59347276611146,,2026-06-13T11:30:15.781405+00:00
789,ZEC,short,"2026-06-13 11:15:00+00:00",entry_unfilled,,,,2026-06-13T12:16:15.062064+00:00
791,ZEC,short,"2026-06-13 12:45:00+00:00",detected,,-1.43110731469409,,2026-06-13T13:01:02.864687+00:00
793,ZEC,short,"2026-06-13 12:45:00+00:00",entry_unfilled,,,,2026-06-13T13:45:56.783306+00:00
800,ZEC,short,"2026-06-13 15:15:00+00:00",detected,,-1.2839291299436,,2026-06-13T15:30:20.270682+00:00
802,ZEC,short,"2026-06-13 15:15:00+00:00",entry_unfilled,,,,2026-06-13T16:15:58.001419+00:00
822,ZEC,short,"2026-06-13 21:15:00+00:00",detected,,-1.24290132758938,,2026-06-13T21:30:05.474043+00:00
823,ZEC,short,"2026-06-13 21:30:00+00:00",fired,,,,2026-06-13T21:45:36.463866+00:00
884,ZEC,long,"2026-06-14 11:45:00+00:00",detected,,0.969921528138116,,2026-06-14T12:00:55.266100+00:00
888,ZEC,long,"2026-06-14 12:30:00+00:00",fired,,,,2026-06-14T12:46:38.074068+00:00
