sl_loss_usdt,min_abs_slope_pct,block_body_band,block_sunday,blofin_n,blofin_wins,blofin_losses,blofin_win_rate,blofin_net_pnl,blofin_gross_win,blofin_gross_loss,blofin_profit_factor,blofin_avg_win,blofin_avg_loss,blofin_avg_trade,blofin_max_dd,blofin_max_dd_pct_of_capital,blofin_largest_loss_streak,blofin_largest_loss_run_usdt,blofin_is_net_pnl,blofin_is_pf,blofin_oos_net_pnl,blofin_oos_pf,blofin_oos_n,lighter_n,lighter_wins,lighter_losses,lighter_win_rate,lighter_net_pnl,lighter_gross_win,lighter_gross_loss,lighter_profit_factor,lighter_avg_win,lighter_avg_loss,lighter_avg_trade,lighter_max_dd,lighter_max_dd_pct_of_capital,lighter_largest_loss_streak,lighter_largest_loss_run_usdt,lighter_is_net_pnl,lighter_is_pf,lighter_oos_net_pnl,lighter_oos_pf,lighter_oos_n,score_lighter,score_blofin
65.0,0.18,None,True,244,161,83,0.6598,2773.34,5779.12,3005.79,1.923,35.9,-36.21,11.366,-259.93,-13.0,4,-157.08,2077.57,2.004,695.77,1.743,74,244,161,83,0.6598,4970.1,7228.6,2258.5,3.201,44.9,-27.21,20.369,-170.38,-8.52,4,-139.0,3608.23,3.318,1361.87,2.94,74,97.78,83.11
65.0,0.18,None,False,276,179,97,0.6486,2898.4,6483.27,3584.87,1.809,36.22,-36.96,10.501,-310.93,-15.55,4,-157.08,2343.14,1.982,555.26,1.463,83,276,179,97,0.6486,5383.2,8094.7,2711.5,2.985,45.22,-27.95,19.504,-170.38,-8.52,4,-139.0,4080.83,3.277,1302.37,2.416,83,95.81,77.37
65.0,0.18,"(0.3, 0.5)",True,210,145,65,0.6905,3172.58,5285.28,2112.7,2.502,36.45,-32.5,15.108,-157.08,-7.85,4,-157.08,2773.06,3.209,399.52,1.466,63,210,145,65,0.6905,5063.27,6590.77,1527.5,4.315,45.45,-23.5,24.111,-139.0,-6.95,4,-139.0,4096.7,5.577,966.57,2.528,63,92.45,78.76
65.0,0.18,"(0.3, 0.5)",False,237,161,76,0.6793,3311.6,5897.93,2586.33,2.28,36.63,-34.03,13.973,-188.46,-9.42,4,-157.08,2828.76,2.815,482.84,1.47,72,237,161,76,0.6793,5445.31,7347.31,1902.0,3.863,45.64,-25.03,22.976,-139.0,-6.95,4,-139.0,4314.34,4.832,1130.96,2.457,72,93.59,80.71
65.0,0.18,"(0.2, 0.5)",True,192,136,56,0.7083,3093.97,5020.14,1926.17,2.606,36.91,-34.4,16.114,-157.34,-7.87,3,-157.08,2701.95,3.436,392.02,1.48,58,192,136,56,0.7083,4822.59,6244.59,1422.0,4.391,45.92,-25.39,25.118,-139.0,-6.95,3,-139.0,3908.52,5.867,914.07,2.477,58,91.46,78.41
65.0,0.18,"(0.2, 0.5)",False,218,152,66,0.6972,3311.53,5632.78,2321.25,2.427,37.06,-35.17,15.191,-212.44,-10.62,3,-157.08,2757.65,2.953,553.88,1.609,66,218,152,66,0.6972,5274.13,7001.13,1727.0,4.054,46.06,-26.17,24.193,-139.0,-6.95,3,-139.0,4126.17,4.99,1147.96,2.657,66,94.25,82.07
65.0,0.18,"(0.3, 0.6)",True,200,140,60,0.7,3231.76,5146.88,1915.12,2.687,36.76,-31.92,16.159,-157.08,-7.85,3,-157.08,2726.7,3.344,505.06,1.672,60,200,140,60,0.7,5032.35,6407.35,1375.0,4.66,45.77,-22.92,25.162,-139.0,-6.95,3,-139.0,3987.28,5.857,1045.07,2.886,60,93.57,81.09
65.0,0.18,"(0.3, 0.6)",False,225,154,71,0.6844,3282.15,5670.9,2388.75,2.374,36.82,-33.64,14.587,-188.46,-9.42,3,-157.08,2720.07,2.855,562.09,1.609,68,225,154,71,0.6844,5307.81,7057.31,1749.5,4.034,45.83,-24.64,23.59,-139.0,-6.95,3,-139.0,4133.62,4.929,1174.19,2.683,68,94.49,82.25
65.0,0.21,None,True,154,107,47,0.6948,2468.27,4012.85,1544.58,2.598,37.5,-32.86,16.028,-258.45,-12.92,3,-157.0,1897.5,2.776,570.77,2.199,47,154,107,47,0.6948,3854.64,4976.14,1121.5,4.437,46.51,-23.86,25.03,-195.45,-9.77,3,-139.0,2860.79,4.624,993.85,3.994,47,90.95,81.71
65.0,0.21,None,False,172,115,57,0.6686,2333.89,4338.59,2004.7,2.164,37.73,-35.17,13.569,-258.45,-12.92,4,-184.01,1871.49,2.392,462.4,1.7,52,172,115,57,0.6686,3882.38,5373.88,1491.5,3.603,46.73,-26.17,22.572,-195.45,-9.77,4,-148.0,2951.81,3.918,930.57,2.939,52,89.89,78.77
65.0,0.21,"(0.3, 0.5)",True,135,95,40,0.7037,2325.89,3645.97,1320.08,2.762,38.38,-33.0,17.229,-220.69,-11.03,3,-170.5,1911.01,3.264,414.88,1.871,41,135,95,40,0.7037,3541.32,4501.32,960.0,4.689,47.38,-24.0,26.232,-171.38,-8.57,3,-143.5,2757.4,5.391,783.93,3.361,41,86.98,77.57
65.0,0.21,"(0.3, 0.5)",False,151,102,49,0.6755,2181.03,3947.74,1766.7,2.235,38.7,-36.06,14.444,-220.69,-11.03,4,-184.01,1897.45,2.694,283.58,1.439,46,151,102,49,0.6755,3540.56,4866.06,1325.5,3.671,47.71,-27.05,23.447,-171.38,-8.57,4,-148.0,2842.87,4.345,697.69,2.467,46,85.36,73.56
65.0,0.21,"(0.2, 0.5)",True,125,91,34,0.728,2375.93,3549.97,1174.04,3.024,39.01,-34.53,19.007,-220.69,-11.03,3,-170.5,2055.96,3.89,319.97,1.692,38,125,91,34,0.728,3501.32,4369.32,868.0,5.034,48.01,-25.53,28.011,-171.38,-8.57,3,-143.5,2839.35,6.253,661.98,3.021,38,84.62,74.93
65.0,0.21,"(0.2, 0.5)",False,140,98,42,0.7,2309.61,3851.74,1542.12,2.498,39.3,-36.72,16.497,-220.69,-11.03,5,-197.51,2005.48,3.031,304.13,1.548,42,140,98,42,0.7,3570.06,4734.06,1164.0,4.067,48.31,-27.71,25.5,-171.38,-8.57,5,-152.5,2887.81,4.787,682.26,2.699,42,85.11,74.37
65.0,0.21,"(0.3, 0.6)",True,127,91,36,0.7165,2409.81,3545.81,1136.0,3.121,38.96,-31.56,18.975,-220.69,-11.03,3,-170.5,1865.41,3.437,544.4,2.469,39,127,91,36,0.7165,3553.16,4365.16,812.0,5.376,47.97,-22.56,27.978,-171.38,-8.57,3,-143.5,2657.73,5.759,895.43,4.532,39,89.08,81.19
65.0,0.21,"(0.3, 0.6)",False,142,97,45,0.6831,2222.82,3805.44,1582.62,2.405,39.23,-35.17,15.654,-220.69,-11.03,4,-184.01,1791.43,2.72,431.39,1.797,43,142,97,45,0.6831,3501.29,4678.79,1177.5,3.973,48.23,-26.17,24.657,-171.38,-8.57,4,-148.0,2682.75,4.437,818.54,3.062,43,87.6,78.06
70.0,0.09,None,True,987,562,425,0.5694,-265.82,17317.38,17583.2,0.985,30.81,-41.37,-0.269,-1278.75,-63.94,8,-290.96,-604.49,0.952,338.67,1.069,297,987,562,425,0.5694,8617.45,22376.2,13758.75,1.626,39.82,-32.37,8.731,-350.69,-17.53,8,-237.0,5605.82,1.562,3011.64,1.796,297,92.11,15.0
70.0,0.09,None,False,1135,638,497,0.5621,-541.29,20253.82,20795.12,0.974,31.75,-41.84,-0.477,-1417.59,-70.88,9,-331.46,-541.41,0.963,0.12,1.0,341,1135,638,497,0.5621,9673.72,25996.47,16322.75,1.593,40.75,-32.84,8.523,-475.69,-23.78,9,-250.5,6604.73,1.569,3068.99,1.65,341,91.37,15.0
70.0,0.09,"(0.3, 0.5)",True,837,475,362,0.5675,460.58,14883.5,14422.92,1.032,31.33,-39.84,0.55,-939.97,-47.0,11,-358.46,138.75,1.013,321.83,1.079,252,837,475,362,0.5675,7994.32,19159.57,11165.25,1.716,40.34,-30.84,9.551,-446.51,-22.33,11,-259.5,5404.22,1.673,2590.1,1.826,252,93.76,37.94
70.0,0.09,"(0.3, 0.5)",False,967,540,427,0.5584,91.48,17421.85,17330.38,1.005,32.26,-40.59,0.095,-1190.88,-59.54,11,-358.46,238.89,1.02,-147.42,0.972,291,967,540,427,0.5584,8794.87,22282.62,13487.75,1.652,41.26,-31.59,9.095,-547.51,-27.38,11,-259.5,6323.14,1.672,2471.73,1.606,291,91.15,15.56
70.0,0.09,"(0.2, 0.5)",True,749,432,317,0.5768,1374.28,13719.59,12345.32,1.111,31.76,-38.94,1.835,-888.94,-44.45,8,-248.01,1364.66,1.161,9.61,1.002,225,749,432,317,0.5768,8115.95,17608.7,9492.75,1.855,40.76,-29.95,10.836,-520.01,-26.0,8,-176.0,6081.14,1.932,2034.81,1.685,225,93.17,38.09
70.0,0.09,"(0.2, 0.5)",False,868,494,374,0.5691,1291.21,16155.9,14864.69,1.087,32.7,-39.75,1.488,-1075.44,-53.77,9,-331.46,1526.67,1.152,-235.45,0.951,261,868,494,374,0.5691,9103.4,20602.65,11499.25,1.792,41.71,-30.75,10.488,-625.51,-31.28,9,-250.5,6989.76,1.902,2113.65,1.563,261,90.63,34.87
70.0,0.09,"(0.3, 0.6)",True,788,449,339,0.5698,837.94,14180.52,13342.57,1.063,31.58,-39.36,1.063,-780.52,-39.03,11,-358.46,321.63,1.033,516.31,1.139,237,788,449,339,0.5698,7930.75,18222.5,10291.75,1.771,40.58,-30.36,10.064,-373.83,-18.69,11,-259.5,5281.1,1.707,2649.65,1.939,237,94.95,51.13
70.0,0.09,"(0.3, 0.6)",False,906,513,393,0.5662,983.08,16804.7,15821.62,1.062,32.76,-40.26,1.085,-926.53,-46.33,11,-358.46,443.21,1.039,539.87,1.121,272,906,513,393,0.5662,9137.67,21422.42,12284.75,1.744,41.76,-31.26,10.086,-503.65,-25.18,11,-259.5,6149.45,1.696,2988.22,1.865,272,94.33,51.73
70.0,0.12,None,True,629,376,253,0.5978,1785.61,12146.83,10361.22,1.172,32.31,-40.95,2.839,-650.59,-32.53,9,-331.47,1463.79,1.2,321.82,1.106,189,629,376,253,0.5978,7447.5,15532.25,8084.75,1.921,41.31,-31.96,11.84,-398.68,-19.93,9,-250.5,5424.34,1.941,2023.16,1.872,189,96.0,55.74
70.0,0.12,None,False,722,423,299,0.5859,1413.31,13795.53,12382.22,1.114,32.61,-41.41,1.957,-807.11,-40.36,8,-387.92,1450.25,1.169,-36.95,0.99,217,722,423,299,0.5859,7912.0,17603.75,9691.75,1.816,41.62,-32.41,10.958,-519.18,-25.96,8,-316.0,5995.74,1.889,1916.26,1.65,217,91.81,38.64
70.0,0.12,"(0.3, 0.5)",True,539,326,213,0.6048,2295.78,10717.37,8421.59,1.273,32.88,-39.54,4.259,-674.61,-33.73,9,-331.45,1937.95,1.332,357.83,1.138,162,539,326,213,0.6048,7147.95,13652.7,6504.75,2.099,41.88,-30.54,13.262,-431.68,-21.58,9,-250.5,5331.51,2.179,1816.44,1.917,162,96.34,59.39
70.0,0.12,"(0.3, 0.5)",False,618,367,251,0.5939,2040.57,12165.21,10124.64,1.202,33.15,-40.34,3.302,-842.73,-42.14,10,-414.92,2105.74,1.31,-65.17,0.98,186,618,367,251,0.5939,7603.53,15469.28,7865.75,1.967,42.15,-31.34,12.303,-590.87,-29.54,10,-325.0,5994.2,2.139,1609.33,1.618,186,92.67,45.11
70.0,0.12,"(0.2, 0.5)",True,482,296,186,0.6141,2675.77,9822.83,7147.06,1.374,33.19,-38.43,5.551,-636.17,-31.81,7,-304.46,2380.96,1.492,294.81,1.128,145,482,296,186,0.6141,7014.87,12488.12,5473.25,2.282,42.19,-29.43,14.554,-447.18,-22.36,7,-241.5,5414.54,2.454,1600.34,1.915,145,94.57,60.83
70.0,0.12,"(0.2, 0.5)",False,555,337,218,0.6072,2767.39,11396.41,8629.01,1.321,33.82,-39.58,4.986,-904.0,-45.2,9,-401.41,2761.02,1.486,6.38,1.002,167,555,337,218,0.6072,7763.17,14430.42,6667.25,2.164,42.82,-30.58,13.988,-567.68,-28.38,9,-320.5,6253.45,2.428,1509.72,1.66,167,92.23,52.14
70.0,0.12,"(0.3, 0.6)",True,504,307,197,0.6091,2329.69,10185.42,7855.73,1.297,33.18,-39.88,4.622,-577.68,-28.88,9,-331.45,1708.19,1.306,621.49,1.273,152,504,307,197,0.6091,6867.0,12949.75,6082.75,2.129,42.18,-30.88,13.625,-415.87,-20.79,9,-250.5,4876.84,2.123,1990.16,2.144,152,98.72,67.89
70.0,0.12,"(0.3, 0.6)",False,575,345,230,0.6,2106.02,11527.34,9421.32,1.224,33.41,-40.96,3.663,-890.77,-44.54,9,-401.42,1865.87,1.288,240.15,1.082,173,575,345,230,0.6,7282.2,14633.45,7351.25,1.991,42.42,-31.96,12.665,-656.87,-32.84,9,-320.5,5484.37,2.082,1797.83,1.787,173,95.38,53.38
70.0,0.15,None,True,394,246,148,0.6244,3022.44,8660.79,5638.35,1.536,35.21,-38.1,7.671,-486.1,-24.3,6,-277.54,2520.44,1.658,501.99,1.278,119,394,246,148,0.6244,6569.64,10875.64,4306.0,2.526,44.21,-29.09,16.674,-240.03,-12.0,6,-232.5,4996.22,2.69,1573.43,2.166,119,95.6,70.3
70.0,0.15,None,False,447,275,172,0.6152,2815.28,9617.73,6802.44,1.414,34.97,-39.55,6.298,-715.91,-35.8,6,-277.54,2382.6,1.516,432.68,1.198,135,447,275,172,0.6152,6839.49,12093.49,5254.0,2.302,43.98,-30.55,15.301,-403.71,-20.19,6,-232.5,5191.28,2.445,1648.21,1.992,135,95.48,65.06
70.0,0.15,"(0.3, 0.5)",True,337,215,122,0.638,3316.17,7763.44,4447.27,1.746,36.11,-36.45,9.84,-364.8,-18.24,7,-277.45,2656.17,1.89,660.0,1.451,102,337,215,122,0.638,6350.39,9699.39,3349.0,2.896,45.11,-27.45,18.844,-232.5,-11.63,7,-232.5,4771.92,3.117,1578.46,2.442,102,96.2,78.67
70.0,0.15,"(0.3, 0.5)",False,383,243,140,0.6345,3332.5,8652.9,5320.4,1.626,35.61,-38.0,8.701,-604.86,-30.24,7,-277.45,2706.31,1.759,626.19,1.357,115,383,243,140,0.6345,6780.68,10840.68,4060.0,2.67,44.61,-29.0,17.704,-424.87,-21.24,7,-232.5,5118.92,2.876,1661.75,2.248,115,95.71,74.89
70.0,0.15,"(0.2, 0.5)",True,301,198,103,0.6578,3531.45,7302.05,3770.59,1.937,36.88,-36.61,11.732,-388.78,-19.44,7,-277.45,2975.84,2.231,555.62,1.411,91,301,198,103,0.6578,6241.38,9084.88,2843.5,3.195,45.88,-27.61,20.735,-262.87,-13.14,7,-232.5,4866.39,3.656,1374.99,2.36,91,94.27,80.79
70.0,0.15,"(0.2, 0.5)",False,346,226,120,0.6532,3631.32,8191.51,4560.18,1.796,36.25,-38.0,10.495,-628.84,-31.44,7,-277.45,2978.98,1.993,652.34,1.418,104,346,226,120,0.6532,6746.17,10226.17,3480.0,2.939,45.25,-29.0,19.498,-457.87,-22.89,7,-232.5,5157.42,3.236,1588.75,2.354,104,95.02,79.32
70.0,0.15,"(0.3, 0.6)",True,319,205,114,0.6426,3322.96,7452.19,4129.23,1.805,36.35,-36.22,10.417,-364.8,-18.24,7,-234.5,2517.0,1.88,805.96,1.635,96,319,205,114,0.6426,6195.13,9298.13,3103.0,2.996,45.36,-27.22,19.42,-229.87,-11.49,7,-171.5,4524.66,3.088,1670.46,2.784,96,97.61,82.79
70.0,0.15,"(0.3, 0.6)",False,361,230,131,0.6371,3240.17,8229.04,4988.87,1.649,35.78,-38.08,8.976,-604.86,-30.24,6,-264.05,2645.54,1.808,594.63,1.347,109,361,230,131,0.6371,6490.34,10299.84,3809.5,2.704,44.78,-29.08,17.979,-424.87,-21.24,6,-228.0,4914.09,2.972,1576.25,2.196,109,95.54,74.55
70.0,0.18,None,True,244,161,83,0.6598,2628.31,5779.12,3150.81,1.834,35.9,-37.96,10.772,-284.94,-14.25,4,-167.09,1977.55,1.911,650.76,1.663,74,244,161,83,0.6598,4825.1,7228.6,2403.5,3.008,44.9,-28.96,19.775,-190.38,-9.52,4,-149.0,3508.23,3.118,1316.87,2.763,74,96.93,80.24
70.0,0.18,None,False,276,179,97,0.6486,2723.37,6483.27,3759.9,1.724,36.22,-38.76,9.867,-340.93,-17.05,4,-167.09,2228.12,1.891,495.25,1.393,83,276,179,97,0.6486,5208.2,8094.7,2886.5,2.804,45.22,-29.76,18.87,-190.38,-9.52,4,-149.0,3965.83,3.08,1242.37,2.268,83,95.54,73.97
70.0,0.18,"(0.3, 0.5)",True,210,145,65,0.6905,3077.56,5285.28,2207.72,2.394,36.45,-33.96,14.655,-167.09,-8.35,4,-167.09,2718.05,3.075,359.51,1.401,63,210,145,65,0.6905,4968.27,6590.77,1622.5,4.062,45.45,-24.96,23.658,-149.0,-7.45,4,-149.0,4041.7,5.254,926.57,2.378,63,91.97,77.63
70.0,0.18,"(0.3, 0.5)",False,237,161,76,0.6793,3191.58,5897.93,2706.35,2.179,36.63,-35.61,13.467,-203.46,-10.17,4,-167.09,2758.75,2.694,432.82,1.401,72,237,161,76,0.6793,5325.31,7347.31,2022.0,3.634,45.64,-26.61,22.47,-149.0,-7.45,4,-149.0,4244.34,4.549,1080.96,2.309,72,93.25,79.36
70.0,0.18,"(0.2, 0.5)",True,192,136,56,0.7083,3003.96,5020.14,2016.18,2.49,36.91,-36.0,15.646,-182.34,-9.12,3,-167.09,2651.94,3.288,352.01,1.411,58,192,136,56,0.7083,4732.59,6244.59,1512.0,4.13,45.92,-27.0,24.649,-149.0,-7.45,3,-149.0,3858.52,5.523,874.07,2.326,58,90.66,77.22
70.0,0.18,"(0.2, 0.5)",False,218,152,66,0.6972,3201.51,5632.78,2431.27,2.317,37.06,-36.84,14.686,-227.44,-11.37,3,-167.09,2692.64,2.823,508.87,1.533,66,218,152,66,0.6972,5164.13,7001.13,1837.0,3.811,46.06,-27.83,23.689,-149.0,-7.45,3,-149.0,4061.17,4.695,1102.96,2.495,66,93.95,80.89
70.0,0.18,"(0.3, 0.6)",True,200,140,60,0.7,3146.75,5146.88,2000.13,2.573,36.76,-33.34,15.734,-167.09,-8.35,3,-167.09,2676.7,3.207,470.06,1.597,60,200,140,60,0.7,4947.35,6407.35,1460.0,4.389,45.77,-24.33,24.737,-149.0,-7.45,3,-149.0,3937.28,5.52,1010.07,2.715,60,93.05,80.16
70.0,0.18,"(0.3, 0.6)",False,225,154,71,0.6844,3172.13,5670.9,2498.77,2.269,36.82,-35.19,14.098,-203.46,-10.17,3,-167.09,2655.06,2.734,517.08,1.534,68,225,154,71,0.6844,5197.81,7057.31,1859.5,3.795,45.83,-26.19,23.101,-149.0,-7.45,3,-149.0,4068.62,4.642,1129.19,2.521,68,94.2,81.09
70.0,0.21,None,True,154,107,47,0.6948,2398.26,4012.85,1614.59,2.485,37.5,-34.35,15.573,-278.45,-13.92,3,-167.0,1847.5,2.652,550.76,2.11,47,154,107,47,0.6948,3784.64,4976.14,1191.5,4.176,46.51,-25.35,24.576,-215.45,-10.77,3,-149.0,2810.79,4.348,973.85,3.767,47,90.51,81.14
70.0,0.21,None,False,172,115,57,0.6686,2238.88,4338.59,2099.72,2.066,37.73,-36.84,13.017,-278.45,-13.92,4,-194.01,1806.49,2.282,432.39,1.626,52,172,115,57,0.6686,3787.38,5373.88,1586.5,3.387,46.73,-27.83,22.02,-215.45,-10.77,4,-158.0,2886.81,3.682,900.57,2.766,52,89.22,77.83
70.0,0.21,"(0.3, 0.5)",True,135,95,40,0.7037,2265.89,3645.97,1380.09,2.642,38.38,-34.5,16.784,-240.68,-12.03,3,-180.5,1871.01,3.117,394.87,1.796,41,135,95,40,0.7037,3481.32,4501.32,1020.0,4.413,47.38,-25.5,25.788,-186.38,-9.32,3,-153.5,2717.4,5.068,763.93,3.17,41,86.5,76.89
70.0,0.21,"(0.3, 0.5)",False,151,102,49,0.6755,2096.02,3947.74,1851.72,2.132,38.7,-37.79,13.881,-240.68,-12.03,4,-194.01,1842.45,2.568,253.57,1.375,46,151,102,49,0.6755,3455.56,4866.06,1410.5,3.45,47.71,-28.79,22.885,-186.38,-9.32,4,-158.0,2787.87,4.081,667.69,2.321,46,84.62,72.4
70.0,0.21,"(0.2, 0.5)",True,125,91,34,0.728,2320.93,3549.97,1229.05,2.888,39.01,-36.15,18.567,-240.68,-12.03,3,-180.5,2020.97,3.707,299.96,1.622,38,125,91,34,0.728,3446.32,4369.32,923.0,4.734,48.01,-27.15,27.571,-186.38,-9.32,3,-153.5,2804.35,5.873,641.98,2.847,38,84.11,74.18
70.0,0.21,"(0.2, 0.5)",False,140,98,42,0.7,2234.61,3851.74,1617.13,2.382,39.3,-38.5,15.961,-240.68,-12.03,5,-207.51,1955.48,2.885,279.12,1.482,42,140,98,42,0.7,3495.06,4734.06,1239.0,3.821,48.31,-29.5,24.965,-186.38,-9.32,5,-162.5,2837.81,4.493,657.26,2.541,42,84.48,73.42
70.0,0.21,"(0.3, 0.6)",True,127,91,36,0.7165,2359.81,3545.81,1186.0,2.99,38.96,-32.94,18.581,-240.68,-12.03,3,-180.5,1830.41,3.287,529.4,2.373,39,127,91,36,0.7165,3503.16,4365.16,862.0,5.064,47.97,-23.94,27.584,-186.38,-9.32,3,-153.5,2622.73,5.419,880.43,4.279,39,88.74,80.74
70.0,0.21,"(0.3, 0.6)",False,142,97,45,0.6831,2147.82,3805.44,1657.63,2.296,39.23,-36.84,15.125,-240.68,-12.03,4,-194.01,1741.43,2.595,406.38,1.718,43,142,97,45,0.6831,3426.29,4678.79,1252.5,3.736,48.23,-27.83,24.129,-186.38,-9.32,4,-158.0,2632.75,4.17,793.54,2.88,43,87.03,77.23
75.0,0.09,None,True,976,559,417,0.5727,-768.17,17198.25,17966.41,0.957,30.77,-43.08,-0.787,-1610.65,-80.53,7,-305.95,-1123.44,0.914,355.27,1.072,293,976,559,417,0.5727,8016.08,22230.08,14214.0,1.564,39.77,-34.09,8.213,-381.19,-19.06,7,-252.0,5023.94,1.484,2992.14,1.779,293,90.8,15.0
75.0,0.09,None,False,1122,636,486,0.5668,-1064.07,20158.71,21222.78,0.95,31.7,-43.67,-0.948,-1423.79,-71.19,7,-305.95,-1117.97,0.926,53.9,1.009,337,1122,636,486,0.5668,9033.85,25883.35,16849.5,1.536,40.7,-34.67,8.052,-507.19,-25.36,7,-252.0,5947.08,1.495,3086.76,1.639,337,90.16,15.0
75.0,0.09,"(0.3, 0.5)",True,831,473,358,0.5692,9.1,14835.54,14826.45,1.001,31.36,-41.41,0.011,-1059.98,-53.0,11,-373.45,-262.32,0.975,271.42,1.065,250,831,473,358,0.5692,7488.82,19093.57,11604.75,1.645,40.37,-32.42,9.012,-358.01,-17.9,11,-274.5,4967.22,1.594,2521.6,1.779,250,92.42,35.07
75.0,0.09,"(0.3, 0.5)",False,959,539,420,0.562,-365.44,17397.91,17763.36,0.979,32.28,-42.29,-0.381,-1330.9,-66.54,11,-373.45,-348.3,0.972,-17.14,0.997,288,959,539,420,0.562,8265.87,22249.62,13983.75,1.591,41.28,-33.29,8.619,-481.93,-24.1,11,-274.5,5690.91,1.579,2574.97,1.621,288,91.24,15.0
75.0,0.09,"(0.2, 0.5)",True,744,431,313,0.5793,976.83,13695.61,12718.79,1.077,31.78,-40.64,1.313,-920.97,-46.05,8,-258.01,977.48,1.111,-0.65,1.0,224,744,431,313,0.5793,7673.45,17575.7,9902.25,1.775,40.78,-31.64,10.314,-416.51,-20.83,8,-186.0,5657.93,1.827,2015.51,1.658,224,92.47,32.0
75.0,0.09,"(0.2, 0.5)",False,862,493,369,0.5719,857.32,16131.92,15274.6,1.056,32.72,-41.39,0.995,-1091.04,-54.55,8,-258.01,1183.22,1.114,-325.9,0.934,259,862,493,369,0.5719,8615.4,20569.65,11954.25,1.721,41.72,-32.4,9.995,-532.01,-26.6,8,-186.0,6610.26,1.82,2005.15,1.515,259,89.32,27.68
75.0,0.09,"(0.3, 0.6)",True,783,447,336,0.5709,427.95,14132.56,13704.61,1.031,31.62,-40.79,0.547,-794.71,-39.74,11,-373.45,-210.09,0.979,638.04,1.173,235,783,447,336,0.5709,7475.75,18156.5,10680.75,1.7,40.62,-31.79,9.548,-357.75,-17.89,11,-274.5,4722.36,1.601,2753.38,1.974,235,93.52,39.19
75.0,0.09,"(0.3, 0.6)",False,901,512,389,0.5683,560.64,16780.76,16220.11,1.035,32.77,-41.7,0.622,-964.91,-48.25,11,-373.45,98.73,1.008,461.91,1.101,271,901,512,389,0.5683,8670.17,21389.42,12719.25,1.682,41.78,-32.7,9.623,-404.65,-20.23,11,-274.5,5768.88,1.631,2901.28,1.811,271,93.17,41.29
75.0,0.12,None,True,625,375,250,0.6,1529.62,12122.85,10593.23,1.144,32.33,-42.37,2.447,-643.45,-32.17,9,-346.46,1146.78,1.151,382.84,1.127,188,625,375,250,0.6,7155.5,15499.25,8343.75,1.858,41.33,-33.38,11.449,-315.0,-15.75,9,-265.5,5080.34,1.841,2075.16,1.902,188,96.05,58.01
75.0,0.12,None,False,717,423,294,0.59,1183.38,13795.57,12612.19,1.094,32.61,-42.9,1.65,-786.38,-39.32,7,-319.55,1199.3,1.136,-15.93,0.996,216,717,423,294,0.59,7637.0,17603.75,9966.75,1.766,41.62,-33.9,10.651,-450.0,-22.5,7,-256.5,5708.74,1.816,1928.26,1.65,216,91.56,36.15
75.0,0.12,"(0.3, 0.5)",True,536,325,211,0.6063,2126.26,10693.39,8567.13,1.248,32.9,-40.6,3.967,-600.11,-30.01,9,-346.45,1724.95,1.286,401.31,1.158,161,536,325,211,0.6063,6951.45,13619.7,6668.25,2.042,41.91,-31.6,12.969,-348.0,-17.4,9,-265.5,5100.51,2.08,1850.94,1.951,161,97.25,60.35
75.0,0.12,"(0.3, 0.5)",False,614,367,247,0.5977,1912.11,12165.25,10253.13,1.186,33.15,-41.51,3.114,-710.2,-35.51,9,-346.46,1936.31,1.279,-24.2,0.993,185,614,367,247,0.5977,7439.03,15469.28,8030.25,1.926,42.15,-32.51,12.116,-483.0,-24.15,9,-265.5,5797.7,2.069,1641.33,1.63,185,92.58,44.57
75.0,0.12,"(0.2, 0.5)",True,480,296,184,0.6167,2520.28,9822.83,7302.55,1.345,33.19,-39.69,5.251,-529.06,-26.45,6,-292.45,2129.47,1.42,390.82,1.175,144,480,296,184,0.6167,6841.37,12488.12,5646.75,2.212,42.19,-30.69,14.253,-358.5,-17.93,6,-247.5,5154.04,2.304,1687.34,1.995,144,95.92,62.74
75.0,0.12,"(0.2, 0.5)",False,553,338,215,0.6112,2649.47,11420.43,8770.95,1.302,33.79,-40.8,4.791,-837.01,-41.85,8,-332.95,2619.61,1.448,29.87,1.01,166,553,338,215,0.6112,7627.17,14463.42,6836.25,2.116,42.79,-31.8,13.792,-493.5,-24.67,8,-261.0,6102.95,2.338,1524.22,1.67,166,92.68,51.88
75.0,0.12,"(0.3, 0.6)",True,501,306,195,0.6108,2185.16,10161.44,7976.28,1.274,33.21,-40.9,4.362,-537.71,-26.89,9,-346.45,1505.19,1.262,679.97,1.306,151,501,306,195,0.6108,6695.5,12916.75,6221.25,2.076,42.21,-31.9,13.364,-375.87,-18.79,9,-265.5,4655.84,2.028,2039.66,2.207,151,99.44,68.95
75.0,0.12,"(0.3, 0.6)",False,572,345,227,0.6031,1994.05,11527.38,9533.33,1.209,33.41,-42.0,3.486,-758.24,-37.91,9,-346.45,1654.97,1.249,339.08,1.117,172,572,345,227,0.6031,7143.2,14633.45,7490.25,1.954,42.42,-33.0,12.488,-524.37,-26.22,9,-265.5,5255.46,2.006,1887.74,1.833,172,95.96,56.68
