sl_loss_usdt,min_abs_slope_pct,block_body_band,block_sunday,zec_score,zec_net_pnl,zec_pf,zec_n,zec_dd,zec_wr,sol_score,sol_net_pnl,sol_pf,sol_n,sol_dd,sol_wr,combined_score,combined_net,both_profitable,pnl_spread
100.0,0.15,"(0.2, 0.5)",False,97.08,22984.32,3.022,952,-385.0,0.6922,94.48,6251.16,2.561,339,-382.87,0.6696,95.78,29235.48,True,16733.16
70.0,0.18,"(0.3, 0.6)",False,97.36,20213.12,3.932,720,-270.06,0.7028,94.2,5197.81,3.795,225,-149.0,0.6844,95.78,25410.93,True,15015.309999999998
60.0,0.12,,False,95.06,30653.03,2.47,1721,-372.0,0.6287,96.48,8822.09,1.972,735,-415.18,0.581,95.77000000000001,39475.119999999995,True,21830.94
110.0,0.15,"(0.3, 0.5)",True,96.31,20094.13,2.724,912,-479.73,0.693,95.2,6077.13,2.645,325,-389.87,0.6554,95.755,26171.260000000002,True,14017.0
60.0,0.15,"(0.2, 0.5)",True,96.56,20714.41,3.311,852,-316.22,0.6678,94.95,6245.22,3.269,301,-229.5,0.6512,95.755,26959.63,True,14469.189999999999
65.0,0.15,,True,95.65,23457.59,2.859,1123,-300.5,0.6527,95.82,6829.64,2.688,394,-217.5,0.6244,95.735,30287.23,True,16627.95
82.5,0.18,,False,96.29,23142.38,3.305,935,-309.4,0.692,95.14,4977.7,2.58,275,-240.38,0.6545,95.715,28120.08,True,18164.68
70.0,0.15,"(0.2, 0.5)",True,97.16,20524.54,3.198,846,-243.09,0.6749,94.27,6241.38,3.195,301,-262.87,0.6578,95.715,26765.920000000002,True,14283.16
100.0,0.18,,True,96.9,19429.09,3.026,815,-329.74,0.7031,94.52,4502.09,2.634,241,-313.76,0.6722,95.71000000000001,23931.18,True,14927.0
65.0,0.15,"(0.2, 0.5)",False,96.18,24153.01,3.35,978,-287.34,0.6687,95.22,6989.17,3.137,347,-389.87,0.6542,95.7,31142.18,True,17163.839999999997
110.0,0.15,"(0.2, 0.5)",True,96.69,19463.07,2.913,818,-475.23,0.7017,94.71,5767.98,2.757,292,-422.87,0.6781,95.69999999999999,25231.05,True,13695.09
95.0,0.15,"(0.3, 0.5)",False,96.54,24020.89,2.894,1061,-365.0,0.6814,94.85,6390.32,2.363,379,-471.87,0.6464,95.695,30411.21,True,17630.57
60.0,0.12,"(0.3, 0.5)",False,96.05,28041.85,2.646,1446,-354.0,0.6376,95.32,8100.74,2.075,627,-509.25,0.5869,95.685,36142.59,True,19941.11
60.0,0.15,,False,95.46,27811.87,2.993,1297,-315.46,0.6515,95.91,7316.45,2.523,449,-280.71,0.6125,95.685,35128.32,True,20495.42
80.0,0.12,"(0.3, 0.6)",False,97.74,26428.51,2.736,1281,-389.5,0.6698,93.61,6667.44,1.842,570,-569.37,0.6035,95.675,33095.95,True,19761.07
60.0,0.18,"(0.2, 0.5)",False,96.99,21157.23,4.07,747,-252.84,0.6934,94.36,5166.63,3.868,218,-133.5,0.6927,95.675,26323.86,True,15990.599999999999
75.0,0.15,,False,95.69,27065.67,2.836,1282,-358.96,0.6615,95.66,6715.99,2.241,445,-336.21,0.6202,95.675,33781.659999999996,True,20349.68
110.0,0.15,"(0.2, 0.5)",False,96.29,22547.97,2.931,944,-425.0,0.6981,95.04,6619.77,2.803,336,-422.87,0.6815,95.665,29167.74,True,15928.2
70.0,0.15,,False,95.84,26909.13,2.825,1283,-323.96,0.6563,95.48,6839.49,2.302,447,-403.71,0.6152,95.66,33748.62,True,20069.64
60.0,0.15,,True,95.44,23957.9,2.956,1130,-315.46,0.6522,95.88,6898.11,2.737,394,-202.5,0.6218,95.66,30856.010000000002,True,17059.79
65.0,0.15,,False,95.56,27294.07,2.899,1290,-300.5,0.6527,95.75,7192.49,2.458,448,-325.71,0.6161,95.655,34486.56,True,20101.58
90.0,0.18,"(0.3, 0.5)",False,97.89,21414.15,3.596,792,-288.0,0.7058,93.41,5152.81,3.313,237,-165.0,0.6835,95.65,26566.960000000003,True,16261.34
85.0,0.15,,False,95.27,26196.57,2.694,1271,-424.46,0.6664,96.01,6100.34,2.027,442,-416.21,0.6199,95.64,32296.91,True,20096.23
82.5,0.18,"(0.3, 0.6)",False,97.27,20166.94,3.866,716,-262.56,0.7109,94.01,5125.31,3.608,225,-145.5,0.6889,95.64,25292.25,True,15041.629999999997
65.0,0.15,"(0.2, 0.5)",True,96.73,20562.5,3.259,847,-226.5,0.6694,94.54,6411.38,3.398,301,-242.87,0.6578,95.635,26973.88,True,14151.119999999999
80.0,0.18,,True,96.13,20716.47,3.383,829,-270.68,0.696,95.11,4619.6,2.771,243,-230.38,0.6626,95.62,25336.07,True,16096.87
120.0,0.15,"(0.2, 0.5)",False,95.89,22537.96,2.897,940,-498.0,0.7021,95.35,6792.52,2.898,334,-462.87,0.6946,95.62,29330.48,True,15745.439999999999
120.0,0.18,"(0.3, 0.6)",True,97.72,16915.11,3.385,619,-476.19,0.7367,93.51,4754.09,3.802,199,-202.26,0.7136,95.61500000000001,21669.2,True,12161.02
90.0,0.18,,True,97.54,20272.32,3.248,820,-289.74,0.7024,93.65,4467.1,2.599,243,-270.38,0.6667,95.595,24739.42,True,15805.22
95.0,0.12,"(0.3, 0.6)",False,98.67,24728.67,2.518,1258,-464.5,0.6741,92.4,6560.33,1.791,565,-704.37,0.6159,95.535,31289.0,True,18168.339999999997
70.0,0.09,"(0.3, 0.5)",True,97.31,23263.01,1.996,1593,-830.23,0.6164,93.76,7994.32,1.716,837,-446.51,0.5675,95.535,31257.329999999998,True,15268.689999999999
80.0,0.18,"(0.3, 0.6)",False,96.91,20222.94,3.897,718,-253.5,0.7089,94.15,5175.31,3.703,225,-140.5,0.6889,95.53,25398.25,True,15047.629999999997
85.0,0.18,,True,96.73,20306.38,3.271,825,-273.0,0.6982,94.3,4479.6,2.63,243,-250.38,0.6626,95.515,24785.980000000003,True,15826.78
82.5,0.18,,True,96.32,20612.97,3.343,827,-283.18,0.6977,94.71,4549.6,2.698,243,-240.38,0.6626,95.51499999999999,25162.57,True,16063.37
65.0,0.18,"(0.2, 0.5)",False,96.77,20935.07,3.954,744,-282.84,0.6922,94.25,5274.13,4.054,218,-139.0,0.6972,95.50999999999999,26209.2,True,15660.939999999999
85.0,0.15,,True,95.32,22753.47,2.695,1107,-424.46,0.6685,95.69,5855.14,2.174,390,-330.03,0.6282,95.505,28608.61,True,16898.33
90.0,0.15,,True,95.9,22538.3,2.652,1100,-454.96,0.6718,95.11,5727.64,2.113,390,-360.03,0.6308,95.505,28265.94,True,16810.66
100.0,0.18,"(0.3, 0.6)",True,98.13,17514.25,3.711,624,-356.19,0.7292,92.87,4637.84,3.627,199,-142.26,0.7035,95.5,22152.09,True,12876.41
90.0,0.12,"(0.3, 0.6)",False,98.59,25343.82,2.594,1264,-439.5,0.6733,92.41,6334.19,1.765,566,-659.37,0.6113,95.5,31678.01,True,19009.63
82.5,0.15,"(0.3, 0.5)",False,96.18,24925.76,3.048,1076,-315.0,0.6757,94.77,6351.18,2.415,379,-392.37,0.6412,95.475,31276.94,True,18574.579999999998
95.0,0.18,,False,96.97,22268.25,3.107,925,-359.4,0.6973,93.94,4935.05,2.555,273,-290.38,0.6593,95.455,27203.3,True,17333.2
80.0,0.15,,True,95.13,23474.88,2.826,1110,-389.46,0.6685,95.78,6138.64,2.296,392,-300.03,0.6276,95.455,29613.52,True,17336.24
80.0,0.15,"(0.3, 0.5)",False,96.04,25079.32,3.094,1077,-305.0,0.675,94.83,6497.18,2.485,381,-377.37,0.6404,95.435,31576.5,True,18582.14
82.5,0.15,,True,95.05,23209.31,2.763,1110,-406.96,0.6685,95.8,5982.64,2.231,390,-315.03,0.6282,95.425,29191.95,True,17226.670000000002
95.0,0.18,"(0.3, 0.5)",False,97.69,20874.42,3.442,789,-307.5,0.706,93.14,5047.81,3.164,237,-175.0,0.6835,95.41499999999999,25922.23,True,15826.609999999997
65.0,0.09,"(0.3, 0.5)",True,97.07,24317.58,2.084,1606,-704.73,0.6146,93.75,7940.7,1.711,847,-375.07,0.562,95.41,32258.280000000002,True,16376.880000000001
70.0,0.18,"(0.2, 0.5)",False,96.86,20737.59,3.799,744,-312.84,0.6949,93.95,5164.13,3.811,218,-149.0,0.6972,95.405,25901.72,True,15573.46
100.0,0.12,,True,94.76,22308.56,2.066,1412,-491.95,0.6565,96.03,7084.55,1.83,606,-400.29,0.6205,95.39500000000001,29393.11,True,15224.010000000002
60.0,0.18,"(0.3, 0.5)",False,97.02,21888.64,3.893,806,-251.72,0.6873,93.72,5347.81,3.719,237,-133.5,0.6751,95.37,27236.45,True,16540.829999999998
75.0,0.18,"(0.2, 0.5)",False,96.57,20845.75,3.809,744,-267.84,0.6989,94.16,5241.63,3.924,218,-130.5,0.7018,95.365,26087.38,True,15604.119999999999
85.0,0.18,"(0.3, 0.5)",False,97.07,21263.08,3.562,796,-281.4,0.6997,93.66,5257.81,3.477,237,-155.0,0.6835,95.365,26520.890000000003,True,16005.27
80.0,0.09,"(0.3, 0.6)",True,99.02,23533.87,2.197,1416,-479.16,0.6455,91.54,6787.74,1.606,776,-394.15,0.5709,95.28,30321.61,True,16746.129999999997
80.0,0.15,,False,95.2,26942.97,2.812,1274,-389.46,0.6664,95.36,6405.99,2.12,445,-376.21,0.6202,95.28,33348.96,True,20536.980000000003
80.0,0.09,"(0.3, 0.6)",False,99.42,26748.28,2.153,1651,-412.85,0.6396,91.1,7795.55,1.584,893,-454.65,0.5677,95.25999999999999,34543.83,True,18952.73
100.0,0.18,"(0.2, 0.5)",False,96.95,19945.02,3.481,729,-322.5,0.7133,93.55,4842.12,3.213,217,-225.76,0.7051,95.25,24787.14,True,15102.900000000001
90.0,0.18,"(0.2, 0.5)",False,97.44,20738.24,3.758,734,-288.0,0.7125,93.05,4941.63,3.362,218,-160.5,0.7018,95.245,25679.870000000003,True,15796.61
120.0,0.18,,True,96.08,19020.04,2.871,806,-432.65,0.7122,94.36,4558.34,2.66,241,-413.76,0.6805,95.22,23578.38,True,14461.7
65.0,0.18,"(0.3, 0.5)",False,96.81,21618.98,3.769,803,-240.06,0.6862,93.59,5445.31,3.863,237,-139.0,0.6793,95.2,27064.29,True,16173.669999999998
82.5,0.15,"(0.2, 0.5)",False,96.35,24205.56,3.272,970,-315.0,0.6856,94.03,6437.17,2.684,343,-425.37,0.6618,95.19,30642.730000000003,True,17768.39
95.0,0.12,,True,94.38,22600.65,2.098,1416,-518.45,0.6532,95.96,7136.06,1.834,611,-374.0,0.6187,95.16999999999999,29736.710000000003,True,15464.59
82.5,0.15,,False,95.02,26704.91,2.762,1274,-406.96,0.6664,95.32,6222.49,2.06,443,-396.21,0.6208,95.16999999999999,32927.4,True,20482.42
70.0,0.18,"(0.3, 0.5)",False,97.05,21444.0,3.645,803,-270.06,0.6887,93.25,5325.31,3.634,237,-149.0,0.6793,95.15,26769.31,True,16118.689999999999
90.0,0.15,,False,95.67,25985.14,2.656,1264,-454.96,0.6701,94.63,5918.34,1.961,443,-460.71,0.6208,95.15,31903.48,True,20066.8
95.0,0.18,,True,97.19,19787.59,3.136,817,-309.74,0.7026,93.1,4526.6,2.655,242,-290.38,0.6694,95.145,24314.190000000002,True,15260.99
110.0,0.18,,False,96.36,21514.51,2.916,915,-419.4,0.7038,93.92,4978.04,2.576,272,-363.76,0.6654,95.14,26492.55,True,16536.469999999998
75.0,0.18,"(0.3, 0.6)",True,96.63,18033.78,3.955,636,-252.0,0.7154,93.65,4937.35,4.359,200,-106.1,0.7,95.14,22971.129999999997,True,13096.429999999998
82.5,0.18,"(0.2, 0.5)",False,96.51,20910.78,3.821,739,-309.19,0.7064,93.76,5091.63,3.621,218,-145.5,0.7018,95.135,26002.41,True,15819.149999999998
85.0,0.15,"(0.2, 0.5)",False,96.4,23727.72,3.17,968,-325.0,0.6849,93.86,6337.17,2.616,343,-440.37,0.6618,95.13,30064.89,True,17390.550000000003
65.0,0.18,"(0.3, 0.6)",True,96.68,18195.01,4.164,636,-222.0,0.7091,93.57,5032.35,4.66,200,-139.0,0.7,95.125,23227.36,True,13162.659999999998
85.0,0.18,"(0.2, 0.5)",False,96.61,20519.18,3.698,737,-324.19,0.7056,93.63,5041.63,3.53,218,-150.5,0.7018,95.12,25560.81,True,15477.55
60.0,0.09,"(0.3, 0.5)",True,96.97,24356.09,2.09,1626,-715.2,0.6076,93.26,7940.61,1.697,862,-536.23,0.5557,95.11500000000001,32296.7,True,16415.48
82.5,0.09,"(0.3, 0.6)",True,99.02,23751.27,2.214,1410,-504.16,0.6482,91.21,6629.03,1.592,767,-416.65,0.5724,95.115,30380.3,True,17122.24
80.0,0.15,"(0.2, 0.5)",False,96.06,24359.12,3.329,971,-305.0,0.6849,94.16,6532.67,2.753,344,-410.37,0.6599,95.11,30891.79,True,17826.449999999997
120.0,0.18,,False,95.77,21487.19,2.866,912,-459.4,0.7083,94.44,5024.29,2.59,272,-413.76,0.6728,95.10499999999999,26511.48,True,16462.899999999998
75.0,0.18,"(0.3, 0.5)",False,96.76,21509.65,3.636,803,-252.0,0.6924,93.42,5392.81,3.713,237,-135.0,0.6835,95.09,26902.460000000003,True,16116.84
82.5,0.12,,True,94.66,24624.33,2.253,1450,-465.0,0.649,95.45,6867.39,1.796,620,-324.0,0.6065,95.055,31491.72,True,17756.940000000002
82.5,0.09,"(0.3, 0.6)",False,99.5,26943.79,2.166,1643,-460.5,0.6421,90.6,7541.34,1.562,883,-479.65,0.5685,95.05,34485.130000000005,True,19402.45
90.0,0.18,"(0.3, 0.6)",True,98.26,18209.95,4.043,628,-283.5,0.7293,91.82,4697.35,3.747,200,-136.1,0.7,95.03999999999999,22907.300000000003,True,13512.6
60.0,0.12,"(0.2, 0.5)",False,95.95,26717.98,2.76,1305,-354.0,0.6437,94.12,8123.89,2.255,561,-542.25,0.6025,95.035,34841.87,True,18594.09
70.0,0.18,"(0.3, 0.6)",True,96.97,18155.03,4.069,636,-237.0,0.7123,93.05,4947.35,4.389,200,-149.0,0.7,95.00999999999999,23102.379999999997,True,13207.679999999998
60.0,0.18,"(0.3, 0.6)",True,96.89,18377.02,4.294,637,-207.0,0.7111,93.11,4899.85,4.323,200,-129.0,0.695,95.0,23276.870000000003,True,13477.17
80.0,0.18,"(0.2, 0.5)",False,96.09,21016.78,3.877,741,-294.19,0.7045,93.9,5141.63,3.717,218,-140.5,0.7018,94.995,26158.41,True,15875.149999999998
65.0,0.12,"(0.3, 0.5)",False,95.8,27864.79,2.607,1437,-384.0,0.6423,94.17,7943.53,2.046,623,-507.37,0.5923,94.985,35808.32,True,19921.260000000002
90.0,0.12,,True,94.93,23603.65,2.164,1432,-510.0,0.6522,95.02,6772.92,1.777,613,-354.0,0.615,94.975,30376.57,True,16830.730000000003
100.0,0.09,"(0.3, 0.6)",False,99.73,25349.53,2.053,1599,-686.97,0.6548,90.17,7510.14,1.557,857,-725.59,0.5811,94.95,32859.67,True,17839.39
70.0,0.09,"(0.2, 0.5)",True,96.72,22444.12,2.097,1427,-893.1,0.623,93.17,8115.95,1.855,749,-520.01,0.5768,94.945,30560.07,True,14328.169999999998
85.0,0.09,"(0.3, 0.6)",False,99.82,26565.97,2.137,1636,-475.5,0.6436,90.07,7324.59,1.538,882,-504.65,0.568,94.945,33890.56,True,19241.38
95.0,0.15,"(0.2, 0.5)",False,96.69,23301.7,3.087,957,-365.0,0.6907,93.2,6065.17,2.435,344,-504.87,0.6628,94.945,29366.870000000003,True,17236.53
100.0,0.15,,False,95.39,25238.1,2.591,1244,-444.46,0.6752,94.45,6521.97,2.14,435,-348.53,0.6322,94.92,31760.07,True,18716.129999999997
120.0,0.18,"(0.3, 0.5)",False,96.33,20370.36,3.199,778,-480.69,0.7185,93.49,5217.05,3.33,236,-225.0,0.6992,94.91,25587.41,True,15153.310000000001
82.5,0.18,"(0.3, 0.5)",False,96.79,21552.18,3.636,798,-266.4,0.6992,92.96,5227.81,3.429,237,-150.0,0.6835,94.875,26779.99,True,16324.369999999999
85.0,0.09,"(0.3, 0.6)",True,99.44,23468.45,2.19,1403,-529.16,0.65,90.26,6302.28,1.548,766,-439.15,0.5718,94.85,29770.73,True,17166.170000000002
80.0,0.12,,True,94.78,25100.39,2.309,1451,-450.0,0.6492,94.91,6742.73,1.771,624,-345.0,0.601,94.845,31843.12,True,18357.66
110.0,0.18,,True,96.29,19322.84,2.982,810,-372.65,0.7099,93.35,4482.09,2.615,241,-363.76,0.6722,94.82,23804.93,True,14840.75
100.0,0.09,"(0.3, 0.6)",True,99.67,22360.52,2.096,1373,-733.28,0.6606,89.93,6306.05,1.545,748,-612.57,0.5829,94.80000000000001,28666.57,True,16054.470000000001
95.0,0.15,,False,94.85,25655.98,2.648,1250,-480.96,0.6736,94.75,6348.99,2.065,441,-500.71,0.6281,94.8,32004.97,True,19306.989999999998
75.0,0.09,"(0.3, 0.5)",True,97.17,23472.35,2.006,1586,-847.73,0.6248,92.42,7488.82,1.645,831,-358.01,0.5692,94.795,30961.17,True,15983.529999999999
85.0,0.18,"(0.3, 0.6)",True,97.14,18019.63,3.975,631,-268.5,0.7227,92.44,4777.35,3.931,200,-126.1,0.7,94.78999999999999,22796.980000000003,True,13242.28
100.0,0.15,,True,95.92,21815.25,2.578,1083,-458.3,0.6768,93.64,6080.28,2.233,385,-420.03,0.6364,94.78,27895.53,True,15734.970000000001
120.0,0.15,,True,95.03,21165.87,2.456,1070,-598.3,0.6841,94.52,6358.14,2.362,378,-448.53,0.6534,94.775,27524.01,True,14807.73
120.0,0.18,"(0.2, 0.5)",False,95.79,19904.46,3.39,720,-382.5,0.7264,93.75,5035.87,3.428,217,-236.76,0.7189,94.77000000000001,24940.329999999998,True,14868.59
110.0,0.18,"(0.3, 0.5)",False,96.56,20181.18,3.206,780,-420.69,0.7128,92.94,5100.8,3.21,236,-205.0,0.6907,94.75,25281.98,True,15080.380000000001
90.0,0.09,"(0.3, 0.6)",False,99.78,26120.77,2.106,1619,-571.47,0.6479,89.69,7211.21,1.523,878,-554.65,0.5729,94.735,33331.98,True,18909.56
80.0,0.18,"(0.3, 0.6)",True,96.41,18279.73,4.067,635,-253.5,0.7197,93.05,4857.35,4.134,200,-116.1,0.7,94.72999999999999,23137.08,True,13422.38
95.0,0.18,"(0.2, 0.5)",False,97.21,20233.52,3.599,731,-307.5,0.7127,92.25,4841.63,3.208,218,-170.5,0.7018,94.72999999999999,25075.15,True,15391.89
65.0,0.18,"(0.3, 0.5)",True,96.98,19092.49,3.778,709,-222.0,0.6925,92.45,5063.27,4.315,210,-139.0,0.6905,94.715,24155.760000000002,True,14029.220000000001
82.5,0.18,"(0.3, 0.6)",True,96.68,18251.23,4.047,633,-261.0,0.722,92.74,4817.35,4.03,200,-121.1,0.7,94.71000000000001,23068.58,True,13433.88
80.0,0.18,"(0.3, 0.5)",False,96.31,21638.18,3.675,800,-258.0,0.6975,93.11,5282.81,3.519,237,-145.0,0.6835,94.71000000000001,26920.99,True,16355.369999999999
95.0,0.09,"(0.3, 0.6)",False,99.76,25916.74,2.098,1607,-626.97,0.6515,89.65,7234.65,1.525,868,-613.29,0.5749,94.70500000000001,33151.39,True,18682.090000000004
90.0,0.15,"(0.2, 0.5)",False,96.91,23826.28,3.18,964,-345.0,0.6898,92.47,6132.67,2.486,344,-474.87,0.6599,94.69,29958.949999999997,True,17693.61
110.0,0.18,"(0.3, 0.6)",True,97.36,17344.0,3.597,621,-416.19,0.7359,92.01,4597.84,3.547,199,-172.26,0.7035,94.685,21941.84,True,12746.16
85.0,0.12,,True,94.54,24122.73,2.212,1443,-480.0,0.65,94.76,6693.67,1.763,618,-334.0,0.6068,94.65,30816.4,True,17429.059999999998
60.0,0.18,"(0.3, 0.5)",True,97.08,19302.15,3.884,712,-251.72,0.6938,92.21,4940.77,4.056,210,-129.0,0.6857,94.645,24242.920000000002,True,14361.380000000001
95.0,0.09,"(0.3, 0.6)",True,99.7,22767.23,2.134,1380,-678.28,0.6572,89.58,6144.56,1.522,757,-529.15,0.5773,94.64,28911.79,True,16622.67
95.0,0.18,"(0.3, 0.6)",True,98.05,17865.25,3.893,626,-303.0,0.73,91.2,4617.35,3.58,200,-146.1,0.7,94.625,22482.6,True,13247.9
100.0,0.21,,False,99.35,17986.32,3.479,660,-418.0,0.7121,89.89,3555.37,2.924,171,-335.45,0.6784,94.62,21541.69,True,14430.95
70.0,0.18,"(0.3, 0.5)",True,97.26,18977.51,3.668,709,-237.0,0.6953,91.97,4968.27,4.062,210,-149.0,0.6905,94.61500000000001,23945.78,True,14009.239999999998
75.0,0.09,"(0.2, 0.5)",True,96.74,22533.99,2.099,1419,-905.6,0.6307,92.47,7673.45,1.775,744,-416.51,0.5793,94.60499999999999,30207.440000000002,True,14860.54
75.0,0.18,"(0.3, 0.5)",True,96.71,19028.17,3.649,709,-252.0,0.6996,92.48,4948.27,4.013,210,-106.1,0.6905,94.595,23976.44,True,14079.899999999998
65.0,0.12,,False,94.78,30129.95,2.407,1709,-402.0,0.6331,94.37,8400.0,1.903,728,-468.68,0.5852,94.575,38529.95,True,21729.95
90.0,0.09,"(0.3, 0.6)",True,99.73,23177.02,2.165,1389,-627.78,0.6544,89.41,6010.28,1.511,762,-484.15,0.5748,94.57,29187.3,True,17166.74
60.0,0.09,"(0.3, 0.5)",False,97.24,28299.8,2.092,1893,-628.88,0.6027,91.79,9103.17,1.675,996,-540.73,0.5502,94.515,37402.97,True,19196.629999999997
120.0,0.15,,False,94.59,24797.22,2.508,1228,-605.11,0.6849,94.38,6974.84,2.304,428,-448.53,0.6519,94.485,31772.06,True,17822.38
75.0,0.12,"(0.3, 0.5)",False,96.39,27699.57,2.55,1431,-444.0,0.6527,92.58,7439.03,1.926,614,-483.0,0.5977,94.485,35138.6,True,20260.54
110.0,0.12,"(0.3, 0.5)",False,95.11,25471.1,2.325,1370,-478.65,0.6752,93.83,7465.36,1.914,589,-553.63,0.6265,94.47,32936.46,True,18005.739999999998
70.0,0.21,,True,98.4,16938.05,4.069,590,-302.5,0.7068,90.51,3784.64,4.176,154,-215.45,0.6948,94.45500000000001,20722.69,True,13153.41
65.0,0.21,,True,97.91,17117.76,4.22,592,-282.5,0.7044,90.95,3854.64,4.437,154,-195.45,0.6948,94.43,20972.399999999998,True,13263.119999999999
70.0,0.12,"(0.3, 0.5)",False,96.16,27485.03,2.541,1431,-414.0,0.6464,92.67,7603.53,1.967,618,-590.87,0.5939,94.41499999999999,35088.56,True,19881.5
110.0,0.18,"(0.2, 0.5)",False,96.02,19645.28,3.373,722,-361.15,0.7202,92.79,4909.62,3.28,217,-200.5,0.7097,94.405,24554.899999999998,True,14735.66
100.0,0.21,,True,98.91,15991.2,3.569,578,-322.5,0.7215,89.89,3465.13,3.299,153,-335.45,0.6993,94.4,19456.33,True,12526.07
65.0,0.21,,False,98.89,19247.12,4.089,675,-282.5,0.6963,89.89,3882.38,3.603,172,-195.45,0.6686,94.39,23129.5,True,15364.739999999998
75.0,0.09,"(0.3, 0.5)",False,97.54,27159.94,1.999,1847,-776.42,0.6199,91.24,8265.87,1.591,959,-481.93,0.562,94.39,35425.81,True,18894.07
65.0,0.09,"(0.2, 0.5)",True,96.44,23265.39,2.183,1437,-772.6,0.62,92.31,7900.33,1.823,755,-479.24,0.5709,94.375,31165.72,True,15365.06
110.0,0.12,,True,93.08,21584.7,2.007,1400,-654.92,0.6607,95.62,7074.95,1.831,599,-451.32,0.6277,94.35,28659.65,True,14509.75
60.0,0.09,"(0.2, 0.5)",True,96.81,23298.61,2.19,1453,-778.6,0.6132,91.86,7766.74,1.783,768,-500.23,0.5638,94.33500000000001,31065.35,True,15531.87
75.0,0.12,"(0.2, 0.5)",False,95.97,26674.75,2.674,1295,-444.0,0.6602,92.68,7627.17,2.116,553,-493.5,0.6112,94.325,34301.92,True,19047.58
95.0,0.15,,True,95.26,22143.13,2.627,1089,-480.96,0.6749,93.38,6071.29,2.212,389,-390.03,0.635,94.32,28214.420000000002,True,16071.84
120.0,0.12,"(0.3, 0.5)",False,95.44,25719.75,2.342,1358,-598.65,0.6826,93.2,7273.61,1.861,588,-504.88,0.6327,94.32,32993.36,True,18446.14
60.0,0.21,,False,99.15,19478.26,4.226,678,-262.5,0.6962,89.46,3912.88,3.678,173,-175.45,0.6647,94.305,23391.14,True,15565.379999999997
82.5,0.12,"(0.2, 0.5)",False,95.56,26906.53,2.701,1282,-489.0,0.6685,93.04,7307.91,2.021,549,-432.0,0.6175,94.30000000000001,34214.44,True,19598.62
65.0,0.12,"(0.2, 0.5)",False,95.6,26675.74,2.73,1298,-384.0,0.6487,93.0,8037.17,2.244,558,-517.68,0.6075,94.3,34712.91,True,18638.57
100.0,0.21,"(0.3, 0.6)",True,99.76,14133.6,4.27,446,-342.25,0.7399,88.83,3303.65,4.124,126,-279.76,0.7222,94.295,17437.25,True,10829.95
100.0,0.18,"(0.3, 0.5)",True,97.44,18300.57,3.379,694,-360.69,0.7147,91.15,4598.76,3.313,209,-142.26,0.6938,94.295,22899.33,True,13701.81
70.0,0.09,"(0.3, 0.5)",False,97.42,27119.84,2.003,1855,-753.92,0.6129,91.15,8794.87,1.652,967,-547.51,0.5584,94.285,35914.71,True,18324.97
60.0,0.21,,True,98.08,17288.9,4.336,595,-262.5,0.7042,90.32,3864.64,4.477,154,-175.45,0.6948,94.19999999999999,21153.54,True,13424.260000000002
110.0,0.21,,False,99.36,17718.07,3.349,656,-461.71,0.718,89.02,3542.87,2.872,171,-375.45,0.6842,94.19,21260.94,True,14175.2
65.0,0.18,"(0.2, 0.5)",True,96.87,18405.87,3.954,655,-222.0,0.6977,91.46,4822.59,4.391,192,-139.0,0.7083,94.16499999999999,23228.46,True,13583.279999999999
100.0,0.21,"(0.3, 0.6)",False,99.73,15722.5,4.006,512,-418.0,0.7266,88.55,3314.28,3.378,141,-279.76,0.695,94.14,19036.78,True,12408.22
110.0,0.12,"(0.2, 0.5)",False,95.01,24940.87,2.476,1242,-461.52,0.6836,93.23,7227.55,1.992,536,-506.09,0.6381,94.12,32168.42,True,17713.32
80.0,0.18,"(0.3, 0.5)",True,96.42,19286.58,3.733,707,-258.0,0.7058,91.77,4858.27,3.804,210,-116.1,0.6905,94.095,24144.850000000002,True,14428.310000000001
90.0,0.18,"(0.3, 0.5)",True,97.85,19063.79,3.648,699,-288.0,0.7139,90.31,4678.27,3.446,210,-136.1,0.6905,94.08,23742.06,True,14385.52
110.0,0.15,,True,94.88,21330.64,2.497,1076,-528.3,0.6812,93.24,6150.89,2.282,381,-398.53,0.6404,94.06,27481.53,True,15179.75
75.0,0.21,,True,98.06,16953.68,4.046,589,-322.5,0.7114,90.06,3714.64,3.945,154,-235.45,0.6948,94.06,20668.32,True,13239.04
70.0,0.21,,False,98.87,19007.41,3.927,673,-302.5,0.6984,89.22,3787.38,3.387,172,-215.45,0.6686,94.045,22794.79,True,15220.029999999999
80.0,0.21,,True,98.47,17130.22,4.113,587,-342.5,0.7189,89.6,3644.64,3.737,154,-255.45,0.6948,94.035,20774.86,True,13485.580000000002
85.0,0.18,"(0.3, 0.5)",True,96.98,18966.48,3.63,703,-273.0,0.7084,91.04,4768.27,3.616,210,-126.1,0.6905,94.01,23734.75,True,14198.21
85.0,0.21,,False,99.11,18704.98,3.774,667,-362.5,0.7076,88.9,3709.88,3.186,172,-275.45,0.6744,94.005,22414.86,True,14995.099999999999
100.0,0.12,"(0.3, 0.5)",False,96.09,25907.73,2.362,1386,-594.0,0.6681,91.87,7019.15,1.822,596,-474.37,0.6141,93.98,32926.88,True,18888.58
65.0,0.09,"(0.3, 0.5)",False,97.33,28178.59,2.079,1870,-623.42,0.6102,90.63,8920.25,1.665,980,-453.24,0.5551,93.97999999999999,37098.84,True,19258.34
