sl_loss_usdt,min_abs_slope_pct,block_body_band,block_sunday,zec_score,zec_net_pnl,zec_pf,zec_n,zec_dd,zec_wr,sol_score,sol_net_pnl,sol_pf,sol_n,sol_dd,sol_wr,combined_score,combined_net,both_profitable,pnl_spread
70.0,0.12,"(0.2, 0.5)",False,95.72,26361.79,2.655,1295,-414.0,0.6533,92.23,7763.17,2.164,555,-567.68,0.6072,93.975,34124.96,True,18598.620000000003
110.0,0.21,"(0.3, 0.6)",True,99.62,14001.35,4.133,444,-382.25,0.7455,88.33,3213.65,3.801,126,-319.76,0.7222,93.975,17215.0,True,10787.7
82.5,0.18,"(0.3, 0.5)",True,96.54,19228.08,3.703,705,-265.5,0.7078,91.41,4813.27,3.708,210,-121.1,0.6905,93.975,24041.350000000002,True,14414.810000000001
120.0,0.12,,True,93.15,21025.64,1.958,1383,-712.7,0.6645,94.79,6853.2,1.777,598,-511.32,0.6338,93.97,27878.84,True,14172.439999999999
90.0,0.21,,False,99.59,18586.55,3.696,664,-382.94,0.7108,88.32,3624.88,3.034,172,-295.45,0.6744,93.955,22211.43,True,14961.669999999998
120.0,0.18,"(0.3, 0.5)",True,96.42,18033.51,3.207,687,-480.69,0.7249,91.46,4675.01,3.386,209,-202.26,0.7033,93.94,22708.519999999997,True,13358.499999999998
60.0,0.18,"(0.2, 0.5)",True,96.95,18573.03,4.049,658,-251.72,0.6991,90.9,4695.09,4.096,192,-129.0,0.7031,93.92500000000001,23268.12,True,13877.939999999999
90.0,0.21,,True,99.16,16501.43,3.772,582,-382.94,0.7199,88.68,3504.64,3.382,154,-295.45,0.6948,93.92,20006.07,True,12996.79
82.5,0.21,,True,98.45,17022.72,4.034,587,-352.5,0.7189,89.38,3609.64,3.642,154,-265.45,0.6948,93.91499999999999,20632.36,True,13413.080000000002
80.0,0.12,"(0.2, 0.5)",False,95.36,27200.09,2.757,1283,-474.0,0.668,92.46,7191.41,1.995,551,-528.5,0.6116,93.91,34391.5,True,20008.68
110.0,0.21,,True,98.53,15841.45,3.465,576,-369.33,0.7274,89.21,3335.13,3.037,153,-375.45,0.6993,93.87,19176.58,True,12506.32
85.0,0.21,,True,98.51,16678.62,3.897,585,-362.5,0.7179,89.15,3574.64,3.551,154,-275.45,0.6948,93.83000000000001,20253.26,True,13103.98
70.0,0.18,"(0.2, 0.5)",True,96.98,18263.39,3.811,655,-237.0,0.7008,90.66,4732.59,4.13,192,-149.0,0.7083,93.82,22995.98,True,13530.8
75.0,0.18,"(0.2, 0.5)",True,96.42,18351.55,3.81,655,-252.0,0.7053,91.21,4717.59,4.089,192,-106.1,0.7083,93.815,23069.14,True,13633.96
100.0,0.09,"(0.2, 0.5)",True,96.92,21763.56,2.038,1362,-855.43,0.6549,90.68,6698.95,1.622,720,-599.59,0.5972,93.80000000000001,28462.510000000002,True,15064.61
60.0,0.09,"(0.2, 0.5)",False,96.95,27498.1,2.22,1693,-687.78,0.6108,90.63,9103.2,1.78,890,-548.87,0.5596,93.78999999999999,36601.3,True,18394.899999999998
110.0,0.21,"(0.3, 0.6)",False,99.68,15481.75,3.84,508,-494.71,0.7323,87.83,3341.78,3.389,141,-319.76,0.7021,93.755,18823.53,True,12139.97
82.5,0.12,"(0.3, 0.5)",False,95.82,27960.55,2.571,1417,-489.0,0.6613,91.67,6981.77,1.826,609,-525.87,0.6026,93.745,34942.32,True,20978.78
85.0,0.12,"(0.2, 0.5)",False,95.31,26481.93,2.649,1279,-504.0,0.6693,92.16,7119.16,1.969,549,-447.0,0.6175,93.735,33601.09,True,19362.77
75.0,0.21,,False,98.76,19038.05,3.918,672,-322.5,0.7024,88.66,3804.88,3.375,172,-235.45,0.6744,93.71000000000001,22842.93,True,15233.169999999998
120.0,0.21,"(0.3, 0.6)",True,99.59,13608.35,3.818,443,-432.05,0.7449,87.82,3123.65,3.524,126,-359.76,0.7222,93.705,16732.0,True,10484.7
85.0,0.12,"(0.3, 0.5)",False,95.9,27539.95,2.53,1412,-504.0,0.6622,91.49,6843.02,1.796,609,-548.37,0.6026,93.695,34382.97,True,20696.93
80.0,0.09,"(0.3, 0.5)",True,96.82,24092.76,2.056,1565,-611.45,0.6351,90.45,6750.31,1.554,823,-423.01,0.5699,93.63499999999999,30843.07,True,17342.449999999997
70.0,0.09,"(0.2, 0.5)",False,96.6,26557.98,2.129,1662,-812.28,0.6215,90.63,9103.4,1.792,868,-625.51,0.5691,93.615,35661.38,True,17454.58
95.0,0.09,"(0.3, 0.5)",True,98.7,22879.32,1.975,1519,-732.56,0.6471,88.52,6174.13,1.486,803,-742.59,0.5778,93.61,29053.45,True,16705.19
95.0,0.21,,True,98.98,16166.7,3.673,579,-307.5,0.7202,88.22,3434.64,3.228,154,-315.45,0.6948,93.6,19601.34,True,12732.060000000001
70.0,0.12,,False,95.37,29142.03,2.318,1697,-432.0,0.6358,91.81,7912.0,1.816,722,-519.18,0.5859,93.59,37054.03,True,21230.03
95.0,0.18,"(0.3, 0.5)",True,97.61,18574.07,3.493,696,-307.5,0.7141,89.56,4588.27,3.291,210,-146.1,0.6905,93.58500000000001,23162.34,True,13985.8
70.0,0.21,"(0.3, 0.6)",True,98.42,14874.25,4.957,454,-223.5,0.7269,88.74,3503.16,5.064,127,-186.38,0.7165,93.58,18377.41,True,11371.09
95.0,0.21,,False,99.4,18206.82,3.588,661,-398.0,0.711,87.73,3539.88,2.896,172,-315.45,0.6744,93.565,21746.7,True,14666.939999999999
82.5,0.09,"(0.3, 0.5)",True,96.74,24297.6,2.066,1560,-661.45,0.6378,90.36,6684.1,1.552,814,-455.51,0.5725,93.55,30981.699999999997,True,17613.5
90.0,0.21,"(0.3, 0.6)",True,99.74,14606.29,4.619,449,-297.75,0.7394,87.33,3303.16,4.11,127,-246.38,0.7165,93.535,17909.45,True,11303.130000000001
85.0,0.12,,False,94.39,28315.95,2.231,1671,-504.0,0.6487,92.66,7018.02,1.669,709,-456.0,0.5952,93.525,35333.97,True,21297.93
65.0,0.09,"(0.2, 0.5)",False,96.6,27343.44,2.202,1674,-686.78,0.6177,90.45,9078.78,1.791,876,-574.74,0.5651,93.525,36422.22,True,18264.659999999996
75.0,0.12,,False,95.47,29020.57,2.294,1695,-462.0,0.6407,91.56,7637.0,1.766,717,-450.0,0.59,93.515,36657.57,True,21383.57
82.5,0.12,,False,94.47,28897.54,2.275,1678,-489.0,0.6478,92.53,7206.4,1.693,712,-441.0,0.5955,93.5,36103.94,True,21691.14
120.0,0.09,"(0.2, 0.5)",True,95.47,20923.01,1.969,1327,-908.47,0.6684,91.51,7046.01,1.685,697,-667.55,0.6184,93.49000000000001,27969.019999999997,True,13876.999999999998
100.0,0.12,"(0.2, 0.5)",False,95.65,25103.48,2.487,1256,-594.0,0.6752,91.3,6971.15,1.929,541,-502.59,0.6285,93.475,32074.629999999997,True,18132.33
120.0,0.12,"(0.2, 0.5)",False,94.13,24696.96,2.441,1229,-529.16,0.6892,92.81,7105.8,1.949,535,-408.59,0.6449,93.47,31802.76,True,17591.16
80.0,0.21,,False,98.97,19126.58,3.935,669,-342.5,0.7085,87.97,3714.88,3.196,172,-255.45,0.6744,93.47,22841.460000000003,True,15411.7
65.0,0.21,"(0.3, 0.6)",True,97.85,14844.23,5.05,454,-208.5,0.7225,89.08,3553.16,5.376,127,-171.38,0.7165,93.465,18397.39,True,11291.07
120.0,0.21,,False,98.81,17646.16,3.27,653,-414.83,0.7228,88.09,3392.87,2.661,171,-415.45,0.6842,93.45,21039.03,True,14253.29
80.0,0.21,"(0.3, 0.6)",True,98.82,15012.08,4.976,453,-257.75,0.7373,88.04,3403.16,4.538,127,-216.38,0.7165,93.43,18415.239999999998,True,11608.92
120.0,0.09,"(0.3, 0.5)",True,95.32,21213.44,1.857,1474,-895.6,0.6621,91.51,7202.5,1.625,764,-711.09,0.6073,93.41499999999999,28415.94,True,14010.939999999999
120.0,0.21,"(0.3, 0.6)",False,99.72,15323.75,3.716,507,-432.05,0.7357,87.09,3231.78,3.142,141,-359.76,0.7021,93.405,18555.53,True,12091.97
85.0,0.21,"(0.3, 0.6)",True,99.06,14655.48,4.724,451,-277.75,0.7361,87.69,3353.16,4.313,127,-231.38,0.7165,93.375,18008.64,True,11302.32
95.0,0.21,"(0.3, 0.6)",True,99.78,14356.6,4.474,447,-322.25,0.7405,86.97,3253.16,3.926,127,-261.38,0.7165,93.375,17609.760000000002,True,11103.44
110.0,0.18,"(0.3, 0.5)",True,96.63,18139.82,3.295,690,-420.69,0.7217,90.08,4538.76,3.216,209,-172.26,0.6938,93.35499999999999,22678.58,True,13601.06
100.0,0.18,"(0.2, 0.5)",True,96.94,17656.94,3.52,641,-322.5,0.7207,89.76,4393.08,3.378,191,-221.26,0.712,93.35,22050.019999999997,True,13263.859999999999
85.0,0.09,"(0.3, 0.5)",True,97.2,23996.78,2.045,1552,-607.7,0.6398,89.48,6421.85,1.52,812,-592.59,0.5727,93.34,30418.629999999997,True,17574.93
120.0,0.21,,True,98.16,15544.55,3.28,573,-414.83,0.7295,88.52,3205.13,2.814,153,-415.45,0.6993,93.34,18749.68,True,12339.419999999998
85.0,0.21,"(0.3, 0.6)",False,99.59,16260.63,4.378,517,-358.0,0.7215,87.08,3408.79,3.616,142,-231.38,0.6901,93.33500000000001,19669.42,True,12851.84
82.5,0.21,"(0.3, 0.6)",True,98.79,14952.08,4.898,453,-267.75,0.7373,87.86,3378.16,4.423,127,-223.88,0.7165,93.325,18330.239999999998,True,11573.92
75.0,0.21,"(0.3, 0.6)",True,98.24,14813.0,4.811,454,-238.5,0.7313,88.39,3453.16,4.786,127,-201.38,0.7165,93.315,18266.16,True,11359.84
110.0,0.15,,False,94.75,24579.01,2.503,1233,-504.46,0.6796,91.87,6817.59,2.256,431,-398.53,0.6404,93.31,31396.6,True,17761.42
100.0,0.09,"(0.3, 0.5)",True,97.8,22447.61,1.942,1512,-822.56,0.6508,88.75,6357.62,1.51,793,-922.09,0.5826,93.275,28805.23,True,16089.990000000002
85.0,0.09,"(0.3, 0.5)",False,97.91,27539.1,2.024,1808,-565.0,0.6338,88.6,7071.8,1.479,938,-693.09,0.564,93.255,34610.9,True,20467.3
82.5,0.21,,False,98.88,19074.08,3.903,669,-352.5,0.7085,87.62,3669.88,3.113,172,-265.45,0.6744,93.25,22743.960000000003,True,15404.2
60.0,0.21,"(0.3, 0.6)",True,98.15,14848.74,5.081,455,-193.5,0.7231,88.28,3543.16,5.31,127,-156.38,0.7165,93.215,18391.9,True,11305.58
80.0,0.09,"(0.3, 0.5)",False,97.21,27766.96,2.042,1823,-545.13,0.6297,89.22,7320.76,1.498,950,-544.01,0.5621,93.215,35087.72,True,20446.199999999997
80.0,0.18,"(0.2, 0.5)",True,95.94,18647.46,3.929,653,-258.0,0.7121,90.49,4632.59,3.874,192,-116.1,0.7083,93.215,23280.05,True,14014.869999999999
82.5,0.18,"(0.2, 0.5)",True,96.27,18566.46,3.88,651,-265.5,0.7143,90.13,4590.09,3.774,192,-121.1,0.7083,93.19999999999999,23156.55,True,13976.369999999999
90.0,0.21,"(0.3, 0.6)",False,99.77,16275.19,4.346,515,-378.0,0.7262,86.6,3343.79,3.444,142,-246.38,0.6901,93.185,19618.98,True,12931.400000000001
90.0,0.12,"(0.2, 0.5)",False,95.93,26302.35,2.63,1269,-534.0,0.673,90.43,7008.66,1.934,548,-477.0,0.6223,93.18,33311.009999999995,True,19293.69
85.0,0.09,"(0.2, 0.5)",True,96.24,23283.4,2.163,1394,-655.56,0.6463,90.1,7020.82,1.672,731,-480.83,0.5869,93.16999999999999,30304.22,True,16262.580000000002
65.0,0.09,,True,93.91,25643.0,1.943,1896,-819.96,0.6028,92.42,8761.84,1.644,998,-402.67,0.5651,93.16499999999999,34404.84,True,16881.16
90.0,0.09,"(0.3, 0.5)",True,97.75,23726.35,2.027,1535,-751.31,0.645,88.57,6117.85,1.483,809,-667.59,0.576,93.16,29844.199999999997,True,17608.5
90.0,0.09,"(0.3, 0.5)",False,98.2,27099.9,1.998,1788,-695.0,0.6387,88.12,6931.41,1.462,935,-778.09,0.569,93.16,34031.31,True,20168.49
90.0,0.18,"(0.2, 0.5)",True,97.26,18360.17,3.793,646,-288.0,0.7198,89.02,4462.59,3.504,192,-136.1,0.7083,93.14,22822.76,True,13897.579999999998
100.0,0.12,,False,93.91,26277.01,2.087,1635,-594.0,0.6557,92.33,7456.91,1.73,693,-438.11,0.6104,93.12,33733.92,True,18820.1
85.0,0.18,"(0.2, 0.5)",True,96.39,18199.86,3.75,649,-273.0,0.7134,89.76,4547.59,3.68,192,-126.1,0.7083,93.075,22747.45,True,13652.27
82.5,0.09,"(0.2, 0.5)",True,96.3,23633.2,2.19,1400,-711.81,0.6443,89.84,7080.07,1.684,732,-491.51,0.5847,93.07,30713.27,True,16553.13
120.0,0.18,"(0.2, 0.5)",True,95.88,17509.88,3.377,634,-382.5,0.7319,90.22,4489.33,3.496,191,-232.26,0.7225,93.05,21999.21,True,13020.550000000001
75.0,0.09,"(0.2, 0.5)",False,96.77,26518.61,2.119,1653,-829.78,0.6279,89.32,8615.4,1.721,862,-532.01,0.5719,93.04499999999999,35134.01,True,17903.21
82.5,0.09,"(0.3, 0.5)",False,97.49,27942.41,2.049,1816,-597.63,0.6322,88.57,7231.55,1.494,940,-581.51,0.5638,93.03,35173.96,True,20710.86
80.0,0.09,"(0.2, 0.5)",True,96.26,23326.86,2.172,1402,-664.31,0.6412,89.8,7077.28,1.682,738,-466.51,0.5799,93.03,30404.14,True,16249.580000000002
90.0,0.12,"(0.3, 0.5)",False,96.23,27183.36,2.496,1400,-534.0,0.665,89.69,6634.52,1.753,607,-593.37,0.6063,92.96000000000001,33817.880000000005,True,20548.84
95.0,0.21,"(0.3, 0.6)",False,99.75,15985.5,4.197,513,-398.0,0.7271,86.12,3278.79,3.288,142,-261.38,0.6901,92.935,19264.29,True,12706.71
90.0,0.09,"(0.2, 0.5)",True,96.68,22973.57,2.136,1381,-794.18,0.6503,89.14,6722.32,1.625,729,-520.83,0.5898,92.91,29695.89,True,16251.25
65.0,0.21,"(0.3, 0.6)",False,98.13,16564.38,4.741,520,-278.0,0.7096,87.6,3501.29,3.973,142,-171.38,0.6831,92.865,20065.670000000002,True,13063.09
70.0,0.21,"(0.3, 0.6)",False,98.67,16544.4,4.619,520,-298.0,0.7135,87.03,3426.29,3.736,142,-186.38,0.6831,92.85,19970.690000000002,True,13118.11
95.0,0.12,,False,93.98,26714.1,2.127,1639,-564.0,0.6528,91.68,7384.42,1.713,700,-516.0,0.6071,92.83000000000001,34098.52,True,19329.68
80.0,0.12,"(0.3, 0.5)",False,95.66,28266.61,2.62,1418,-474.0,0.6608,89.97,6933.27,1.817,612,-523.0,0.598,92.815,35199.880000000005,True,21333.34
60.0,0.09,,True,93.57,25683.36,1.945,1925,-810.96,0.5948,92.03,8655.49,1.624,1020,-389.02,0.5569,92.8,34338.85,True,17027.870000000003
90.0,0.12,,False,94.67,27706.1,2.182,1658,-534.0,0.6514,90.88,7007.28,1.665,704,-486.0,0.6023,92.775,34713.38,True,20698.82
60.0,0.21,"(0.3, 0.6)",False,98.53,16618.89,4.82,521,-258.0,0.7102,86.99,3516.29,4.025,142,-156.38,0.6831,92.75999999999999,20135.18,True,13102.599999999999
95.0,0.12,"(0.2, 0.5)",False,95.47,25361.82,2.525,1260,-564.0,0.673,89.89,6838.16,1.891,547,-507.0,0.6234,92.68,32199.98,True,18523.66
65.0,0.09,,False,93.37,29687.96,1.932,2211,-913.32,0.6015,91.96,10012.1,1.623,1149,-495.69,0.5596,92.66499999999999,39700.06,True,19675.86
75.0,0.21,"(0.3, 0.6)",False,98.76,16508.15,4.532,520,-318.0,0.7173,86.53,3463.79,3.775,142,-201.38,0.6901,92.64500000000001,19971.940000000002,True,13044.36
80.0,0.21,"(0.3, 0.6)",False,99.31,16662.23,4.616,519,-338.0,0.7225,85.94,3393.79,3.575,142,-216.38,0.6901,92.625,20056.02,True,13268.439999999999
95.0,0.18,"(0.2, 0.5)",True,96.99,17900.44,3.634,643,-307.5,0.7201,88.24,4377.59,3.345,192,-155.87,0.7083,92.615,22278.03,True,13522.849999999999
95.0,0.12,"(0.3, 0.5)",False,95.99,26209.32,2.404,1389,-564.0,0.6652,89.22,6802.66,1.768,605,-638.37,0.6099,92.60499999999999,33011.979999999996,True,19406.66
100.0,0.21,"(0.3, 0.5)",True,98.66,15223.28,4.113,493,-322.5,0.7343,86.51,3221.81,3.526,134,-279.76,0.709,92.58500000000001,18445.09,True,12001.470000000001
100.0,0.09,"(0.3, 0.5)",False,97.17,26119.02,1.945,1760,-776.25,0.6466,87.92,6944.79,1.472,910,-1052.59,0.5747,92.545,33063.81,True,19174.23
110.0,0.09,"(0.2, 0.5)",True,95.98,21430.2,2.008,1350,-915.43,0.6615,89.1,6929.96,1.67,703,-674.07,0.6102,92.53999999999999,28360.16,True,14500.240000000002
95.0,0.09,"(0.3, 0.5)",False,98.05,26484.23,1.97,1769,-681.25,0.6422,87.0,6662.3,1.442,922,-863.09,0.5694,92.525,33146.53,True,19821.93
120.0,0.09,"(0.3, 0.5)",False,94.99,25003.42,1.885,1711,-869.29,0.6598,90.01,7658.73,1.55,880,-761.59,0.5977,92.5,32662.149999999998,True,17344.69
82.5,0.21,"(0.3, 0.6)",False,99.31,16579.73,4.535,519,-348.0,0.7225,85.64,3358.79,3.482,142,-223.88,0.6901,92.475,19938.52,True,13220.939999999999
80.0,0.12,,False,94.62,29373.61,2.324,1679,-474.0,0.648,90.18,7129.24,1.682,716,-490.0,0.5908,92.4,36502.85,True,22244.370000000003
60.0,0.09,,False,93.35,29881.01,1.943,2243,-825.07,0.5934,91.44,10113.5,1.625,1174,-445.69,0.5528,92.395,39994.509999999995,True,19767.51
110.0,0.18,"(0.2, 0.5)",True,95.97,17556.19,3.452,637,-352.5,0.7284,88.81,4343.08,3.289,191,-192.26,0.712,92.39,21899.269999999997,True,13213.109999999999
70.0,0.21,"(0.3, 0.5)",True,98.24,15787.1,4.528,503,-228.0,0.7157,86.5,3481.32,4.413,135,-186.38,0.7037,92.37,19268.420000000002,True,12305.78
65.0,0.21,"(0.3, 0.5)",True,97.7,15802.08,4.645,503,-213.0,0.7117,86.98,3541.32,4.689,135,-171.38,0.7037,92.34,19343.4,True,12260.76
65.0,0.21,"(0.3, 0.5)",False,99.02,17818.64,4.489,576,-278.0,0.7014,85.36,3540.56,3.671,151,-171.38,0.6755,92.19,21359.2,True,14278.08
110.0,0.09,"(0.3, 0.5)",True,95.04,21717.5,1.891,1498,-892.56,0.6555,89.33,6795.44,1.574,773,-940.57,0.5964,92.185,28512.94,True,14922.060000000001
60.0,0.21,"(0.3, 0.5)",True,98.1,15851.59,4.718,504,-210.75,0.7123,86.27,3541.32,4.689,135,-156.38,0.7037,92.185,19392.91,True,12310.27
70.0,0.09,,True,92.15,24356.25,1.864,1878,-1029.96,0.6049,92.11,8617.45,1.626,987,-350.69,0.5694,92.13,32973.7,True,15738.8
65.0,0.21,"(0.2, 0.5)",False,99.13,17267.05,4.681,538,-278.0,0.7045,85.11,3570.06,4.067,140,-171.38,0.7,92.12,20837.11,True,13696.99
60.0,0.21,"(0.3, 0.5)",False,99.36,17918.15,4.594,577,-258.0,0.7019,84.87,3565.56,3.742,151,-156.38,0.6755,92.11500000000001,21483.710000000003,True,14352.590000000002
70.0,0.21,"(0.3, 0.5)",False,99.51,17753.66,4.352,576,-298.0,0.7049,84.62,3455.56,3.45,151,-186.38,0.6755,92.065,21209.22,True,14298.1
95.0,0.09,"(0.2, 0.5)",True,97.0,21972.9,2.061,1368,-770.43,0.6513,87.09,6507.46,1.597,724,-560.83,0.5912,92.045,28480.36,True,15465.440000000002
110.0,0.21,"(0.3, 0.5)",True,98.23,15193.53,4.056,491,-353.75,0.7413,85.74,3111.81,3.246,134,-319.76,0.709,91.985,18305.34,True,12081.720000000001
100.0,0.21,"(0.3, 0.5)",False,99.67,17108.59,3.946,566,-418.0,0.7226,84.25,3283.55,3.038,150,-279.76,0.6867,91.96000000000001,20392.14,True,13825.04
70.0,0.21,"(0.2, 0.5)",False,99.44,17159.57,4.486,538,-298.0,0.7082,84.48,3495.06,3.821,140,-186.38,0.7,91.96000000000001,20654.63,True,13664.51
85.0,0.09,"(0.2, 0.5)",False,96.44,27091.64,2.162,1624,-589.75,0.6422,87.4,7790.67,1.62,847,-611.83,0.5773,91.92,34882.31,True,19300.97
60.0,0.21,"(0.2, 0.5)",False,99.31,17339.06,4.772,539,-258.0,0.705,84.53,3585.06,4.12,140,-156.38,0.7,91.92,20924.120000000003,True,13754.000000000002
75.0,0.21,"(0.3, 0.5)",True,97.8,15927.76,4.575,503,-243.0,0.7217,86.01,3421.32,4.168,135,-201.38,0.7037,91.905,19349.08,True,12506.44
80.0,0.21,"(0.3, 0.5)",True,98.24,16169.29,4.736,501,-258.0,0.7305,85.52,3361.32,3.949,135,-216.38,0.7037,91.88,19530.61,True,12807.970000000001
85.0,0.21,"(0.3, 0.5)",False,99.33,17684.25,4.272,572,-358.0,0.7168,84.32,3408.06,3.286,151,-231.38,0.6821,91.82499999999999,21092.31,True,14276.19
90.0,0.21,"(0.3, 0.5)",True,99.08,15703.51,4.378,497,-288.44,0.7324,84.51,3241.32,3.572,135,-246.38,0.7037,91.795,18944.83,True,12462.19
110.0,0.12,,False,92.89,25330.39,2.029,1613,-654.92,0.6609,90.69,7702.31,1.77,686,-548.11,0.6195,91.78999999999999,33032.7,True,17628.079999999998
100.0,0.21,"(0.2, 0.5)",False,99.75,16599.49,4.104,528,-418.0,0.7273,83.76,3283.05,3.218,139,-279.76,0.7122,91.755,19882.54,True,13316.440000000002
82.5,0.21,"(0.3, 0.5)",True,98.21,16094.29,4.656,501,-265.5,0.7305,85.27,3331.32,3.847,135,-223.88,0.7037,91.74,19425.61,True,12762.970000000001
90.0,0.21,"(0.3, 0.5)",False,99.79,17668.81,4.221,570,-378.0,0.7211,83.68,3333.06,3.128,151,-246.38,0.6821,91.73500000000001,21001.870000000003,True,14335.750000000002
90.0,0.09,"(0.2, 0.5)",False,96.57,26692.06,2.132,1609,-733.37,0.6464,86.88,7670.78,1.599,845,-661.83,0.5822,91.725,34362.840000000004,True,19021.280000000002
75.0,0.21,"(0.3, 0.5)",False,99.32,17919.32,4.412,576,-318.0,0.7101,84.04,3483.06,3.46,151,-201.38,0.6821,91.68,21402.38,True,14436.26
85.0,0.21,"(0.3, 0.5)",True,98.26,15782.69,4.494,499,-273.0,0.7295,85.02,3301.32,3.751,135,-231.38,0.7037,91.64,19084.010000000002,True,12481.37
75.0,0.21,"(0.2, 0.5)",False,99.22,17347.72,4.573,538,-318.0,0.7138,84.02,3532.56,3.862,140,-201.38,0.7071,91.62,20880.280000000002,True,13815.160000000002
80.0,0.09,"(0.2, 0.5)",False,96.31,27338.1,2.188,1633,-593.5,0.6381,86.78,7832.62,1.624,855,-592.01,0.5719,91.545,35170.72,True,19505.48
80.0,0.21,"(0.3, 0.5)",False,99.72,18115.85,4.505,574,-338.0,0.7178,83.28,3403.06,3.275,151,-216.38,0.6821,91.5,21518.91,True,14712.789999999999
70.0,0.09,,False,91.59,28485.03,1.868,2187,-879.14,0.6054,91.37,9673.72,1.593,1135,-475.69,0.5621,91.48,38158.75,True,18811.309999999998
95.0,0.21,"(0.3, 0.5)",True,98.93,15338.78,4.213,494,-307.5,0.7328,84.0,3181.32,3.41,135,-261.38,0.7037,91.465,18520.100000000002,True,12157.460000000001
100.0,0.09,"(0.2, 0.5)",False,95.93,25845.41,2.076,1586,-804.62,0.6532,86.95,7530.62,1.593,830,-684.59,0.5892,91.44,33376.03,True,18314.79
120.0,0.09,"(0.2, 0.5)",False,94.64,24828.44,2.011,1540,-877.65,0.6675,88.19,7806.74,1.634,806,-744.05,0.6092,91.41499999999999,32635.18,True,17021.699999999997
80.0,0.21,"(0.2, 0.5)",False,99.42,17566.75,4.698,536,-338.0,0.722,83.38,3462.56,3.654,140,-216.38,0.7071,91.4,21029.31,True,14104.19
95.0,0.21,"(0.3, 0.5)",False,99.77,17264.09,4.055,567,-398.0,0.7213,83.02,3258.06,2.985,151,-261.38,0.6821,91.395,20522.15,True,14006.03
120.0,0.21,"(0.3, 0.5)",True,97.77,15063.12,3.873,489,-403.55,0.7444,84.94,3001.81,3.007,134,-359.76,0.709,91.35499999999999,18064.93,True,12061.310000000001
82.5,0.21,"(0.3, 0.5)",False,99.71,18018.35,4.421,574,-348.0,0.7178,82.9,3363.06,3.189,151,-223.88,0.6821,91.305,21381.41,True,14655.289999999999
100.0,0.21,"(0.2, 0.5)",True,98.52,14643.47,4.222,459,-322.5,0.7364,83.99,3216.81,3.801,124,-279.76,0.7339,91.255,17860.28,True,11426.66
82.5,0.21,"(0.2, 0.5)",False,99.44,17439.25,4.575,536,-348.0,0.722,83.05,3427.56,3.559,140,-223.88,0.7071,91.245,20866.81,True,14011.69
120.0,0.12,,False,92.37,25333.91,2.033,1590,-649.7,0.6667,90.09,7360.56,1.706,685,-519.36,0.6248,91.23,32694.47,True,17973.35
110.0,0.21,"(0.3, 0.5)",False,99.12,16970.34,3.845,562,-494.71,0.7295,83.32,3291.05,3.01,150,-319.76,0.6933,91.22,20261.39,True,13679.29
85.0,0.21,"(0.2, 0.5)",False,99.69,17115.16,4.419,534,-358.0,0.721,82.72,3392.56,3.468,140,-231.38,0.7071,91.205,20507.72,True,13722.6
110.0,0.21,"(0.2, 0.5)",False,99.47,16501.24,4.019,524,-494.71,0.7347,82.85,3300.55,3.207,139,-319.76,0.7194,91.16,19801.79,True,13200.690000000002
65.0,0.21,"(0.2, 0.5)",True,97.62,15214.77,4.806,469,-213.0,0.7122,84.62,3501.32,5.034,125,-171.38,0.728,91.12,18716.09,True,11713.45
75.0,0.09,,True,91.29,24274.09,1.854,1868,-1066.08,0.6119,90.8,8016.08,1.564,976,-381.19,0.5727,91.045,32290.17,True,16258.01
70.0,0.21,"(0.2, 0.5)",True,97.95,15152.29,4.621,469,-228.0,0.7164,84.11,3446.32,4.734,125,-186.38,0.728,91.03,18598.61,True,11705.970000000001
110.0,0.09,"(0.2, 0.5)",False,95.15,25223.55,2.036,1565,-874.62,0.6601,86.89,7782.51,1.637,812,-678.57,0.601,91.02000000000001,33006.06,True,17441.04
82.5,0.09,"(0.2, 0.5)",False,96.35,27526.44,2.194,1630,-643.5,0.6405,85.64,7822.42,1.626,848,-622.01,0.5755,90.995,35348.86,True,19704.019999999997
90.0,0.21,"(0.2, 0.5)",False,99.78,17119.72,4.379,532,-378.0,0.7256,82.05,3322.56,3.3,140,-246.38,0.7071,90.91499999999999,20442.280000000002,True,13797.160000000002
60.0,0.21,"(0.2, 0.5)",True,97.9,15241.78,4.86,470,-198.0,0.7128,83.89,3496.32,5.005,125,-156.38,0.728,90.89500000000001,18738.100000000002,True,11745.460000000001
110.0,0.09,"(0.3, 0.5)",False,95.14,25140.41,1.892,1737,-857.37,0.6517,86.65,7373.5,1.524,889,-1000.57,0.5872,90.89500000000001,32513.91,True,17766.91
75.0,0.09,,False,91.2,28253.13,1.852,2175,-938.3,0.6115,90.16,9033.85,1.536,1122,-507.19,0.5668,90.68,37286.98,True,19219.28
110.0,0.21,"(0.2, 0.5)",True,98.04,14643.72,4.186,457,-353.75,0.744,83.13,3116.81,3.496,124,-319.76,0.7339,90.58500000000001,17760.53,True,11526.91
95.0,0.21,"(0.2, 0.5)",False,99.76,16734.99,4.211,529,-398.0,0.7259,81.37,3252.56,3.148,140,-261.38,0.7071,90.565,19987.550000000003,True,13482.430000000002
75.0,0.21,"(0.2, 0.5)",True,97.47,15310.45,4.691,469,-243.0,0.7228,83.59,3391.32,4.468,125,-201.38,0.728,90.53,18701.77,True,11919.130000000001
