symbol,entry_timing,sl_atr,tp_ladder,ratios,be_after_tp1,blofin_n,blofin_net,blofin_pf,blofin_dd,blofin_wr,blofin_oos_net,blofin_oos_pf,lighter_n,lighter_net,lighter_pf,lighter_dd,lighter_wr,lighter_oos_net,lighter_oos_pf,tp1_rate,tp3_rate
SOL-USDT,signal,1.5,"(1.0, 2.0, 3.0)","(0.6, 0.2, 0.2)",True,400,-4769.01,0.247,-4836.25,0.36,-1296.84,0.269,400,-1168.84,0.741,-1417.45,0.57,-216.89,0.826,0.57,0.22
SOL-USDT,retest,1.5,"(1.0, 2.0, 3.0)","(0.6, 0.2, 0.2)",True,111,-1130.31,0.33,-1142.45,0.4234,-414.6,0.27,111,-131.27,0.895,-304.37,0.6216,-108.64,0.743,0.622,0.225
SOL-USDT,signal,1.5,"(1.0, 2.0, 3.0)","(0.6, 0.2, 0.2)",False,347,-3983.98,0.304,-4045.37,0.3775,-1197.96,0.289,347,-860.82,0.781,-1086.46,0.4438,-253.08,0.775,0.585,0.337
SOL-USDT,retest,1.5,"(1.0, 2.0, 3.0)","(0.6, 0.2, 0.2)",False,106,-998.89,0.415,-1011.03,0.4151,-362.88,0.374,106,-44.87,0.962,-211.43,0.4623,-74.93,0.816,0.632,0.358
SOL-USDT,signal,1.5,"(1.0, 2.0, 3.0)","(1.0, 0.0, 0.0)",True,419,-4872.01,0.232,-4898.23,0.5036,-1410.66,0.222,419,-1100.86,0.765,-1359.8,0.5728,-276.83,0.794,0.573,0.029
SOL-USDT,retest,1.5,"(1.0, 2.0, 3.0)","(1.0, 0.0, 0.0)",True,113,-1111.57,0.321,-1101.57,0.5752,-396.22,0.289,113,-94.47,0.924,-224.1,0.6283,-90.23,0.786,0.628,0.0
SOL-USDT,signal,1.5,"(1.0, 2.0, 3.0)","(1.0, 0.0, 0.0)",False,419,-4872.01,0.232,-4898.23,0.5036,-1410.66,0.222,419,-1100.86,0.765,-1359.8,0.5728,-276.83,0.794,0.573,0.029
SOL-USDT,retest,1.5,"(1.0, 2.0, 3.0)","(1.0, 0.0, 0.0)",False,113,-1111.57,0.321,-1101.57,0.5752,-396.22,0.289,113,-94.47,0.924,-224.1,0.6283,-90.23,0.786,0.628,0.0
SOL-USDT,signal,1.5,"(1.0, 2.0, 3.0)","(0.5, 0.5, 0.0)",True,407,-4818.02,0.27,-4901.48,0.3514,-1437.92,0.264,407,-1154.77,0.75,-1419.81,0.5651,-331.0,0.754,0.568,0.076
SOL-USDT,retest,1.5,"(1.0, 2.0, 3.0)","(0.5, 0.5, 0.0)",True,113,-1112.93,0.36,-1120.95,0.3717,-402.27,0.31,113,-95.88,0.923,-297.14,0.6283,-96.3,0.772,0.628,0.053
SOL-USDT,signal,1.5,"(1.0, 2.0, 3.0)","(0.5, 0.5, 0.0)",False,393,-4740.21,0.313,-4818.92,0.4224,-1506.5,0.281,393,-1202.97,0.753,-1506.39,0.4275,-444.68,0.695,0.56,0.092
SOL-USDT,retest,1.5,"(1.0, 2.0, 3.0)","(0.5, 0.5, 0.0)",False,111,-1045.55,0.438,-1053.57,0.4595,-414.7,0.361,111,-46.53,0.965,-250.42,0.4595,-108.74,0.764,0.631,0.063
SOL-USDT,signal,1.5,"(1.5, 3.0, 5.0)","(0.5, 0.25, 0.25)",True,371,-4315.32,0.355,-4434.68,0.3639,-1320.71,0.344,371,-976.13,0.8,-1273.12,0.4987,-312.79,0.786,0.499,0.154
SOL-USDT,retest,1.5,"(1.5, 3.0, 5.0)","(0.5, 0.25, 0.25)",True,110,-1150.69,0.416,-1208.73,0.3818,-459.57,0.264,110,-160.76,0.892,-400.18,0.5455,-162.68,0.657,0.545,0.136
SOL-USDT,signal,1.5,"(1.5, 3.0, 5.0)","(0.5, 0.25, 0.25)",False,302,-3440.9,0.41,-3562.33,0.3245,-1122.0,0.353,302,-722.87,0.822,-981.88,0.3477,-303.11,0.742,0.5,0.228
SOL-USDT,retest,1.5,"(1.5, 3.0, 5.0)","(0.5, 0.25, 0.25)",False,100,-983.87,0.494,-1058.47,0.34,-328.56,0.458,100,-83.99,0.939,-307.96,0.36,-58.7,0.862,0.55,0.22
SOL-USDT,signal,1.5,"(1.5, 3.0, 5.0)","(0.34, 0.33, 0.33)",True,371,-4364.4,0.37,-4505.04,0.2911,-1329.8,0.364,371,-1025.18,0.79,-1317.28,0.496,-321.86,0.78,0.499,0.154
SOL-USDT,retest,1.5,"(1.5, 3.0, 5.0)","(0.34, 0.33, 0.33)",True,110,-1196.0,0.42,-1275.53,0.2818,-500.41,0.246,110,-206.1,0.861,-474.48,0.5364,-203.52,0.571,0.545,0.136
SOL-USDT,signal,1.5,"(1.5, 3.0, 5.0)","(0.34, 0.33, 0.33)",False,302,-3484.58,0.439,-3625.23,0.3179,-1189.61,0.368,302,-766.54,0.827,-1038.44,0.3477,-370.72,0.719,0.5,0.228
SOL-USDT,retest,1.5,"(1.5, 3.0, 5.0)","(0.34, 0.33, 0.33)",False,100,-1018.54,0.513,-1116.61,0.34,-348.53,0.465,100,-118.7,0.921,-374.8,0.36,-78.68,0.833,0.55,0.22
SOL-USDT,signal,1.5,"(1.5, 3.0, 5.0)","(0.6, 0.2, 0.2)",True,371,-4284.65,0.352,-4391.26,0.4178,-1315.02,0.338,371,-945.48,0.806,-1246.87,0.4987,-307.12,0.79,0.499,0.154
SOL-USDT,retest,1.5,"(1.5, 3.0, 5.0)","(0.6, 0.2, 0.2)",True,110,-1122.36,0.424,-1170.66,0.5,-434.04,0.298,110,-132.42,0.911,-353.74,0.5455,-137.16,0.711,0.545,0.136
SOL-USDT,signal,1.5,"(1.5, 3.0, 5.0)","(0.6, 0.2, 0.2)",False,302,-3413.61,0.39,-3525.84,0.3311,-1079.75,0.343,302,-695.57,0.824,-952.96,0.4967,-260.86,0.77,0.5,0.228
SOL-USDT,retest,1.5,"(1.5, 3.0, 5.0)","(0.6, 0.2, 0.2)",False,100,-962.19,0.48,-1022.14,0.34,-316.08,0.452,100,-62.29,0.953,-266.18,0.54,-46.21,0.888,0.55,0.22
SOL-USDT,signal,1.5,"(1.5, 3.0, 5.0)","(1.0, 0.0, 0.0)",True,408,-4835.79,0.35,-4888.62,0.4779,-1537.88,0.316,408,-1163.64,0.79,-1475.37,0.4853,-431.11,0.742,0.485,0.005
SOL-USDT,retest,1.5,"(1.5, 3.0, 5.0)","(1.0, 0.0, 0.0)",True,113,-970.55,0.499,-987.02,0.5487,-355.85,0.446,113,46.48,1.031,-214.97,0.5575,-49.97,0.898,0.558,0.0
SOL-USDT,signal,1.5,"(1.5, 3.0, 5.0)","(1.0, 0.0, 0.0)",False,408,-4835.79,0.35,-4888.62,0.4779,-1537.88,0.316,408,-1163.64,0.79,-1475.37,0.4853,-431.11,0.742,0.485,0.005
SOL-USDT,retest,1.5,"(1.5, 3.0, 5.0)","(1.0, 0.0, 0.0)",False,113,-970.55,0.499,-987.02,0.5487,-355.85,0.446,113,46.48,1.031,-214.97,0.5575,-49.97,0.898,0.558,0.0
SOL-USDT,signal,1.5,"(1.5, 3.0, 5.0)","(0.5, 0.5, 0.0)",True,387,-4568.44,0.36,-4663.91,0.3566,-1316.12,0.371,387,-1085.28,0.792,-1387.44,0.4884,-263.21,0.827,0.488,0.016
SOL-USDT,retest,1.5,"(1.5, 3.0, 5.0)","(0.5, 0.5, 0.0)",True,111,-1051.2,0.466,-1135.78,0.3874,-416.37,0.357,111,-52.25,0.965,-334.7,0.5495,-110.5,0.774,0.55,0.036
SOL-USDT,signal,1.5,"(1.5, 3.0, 5.0)","(0.5, 0.5, 0.0)",False,347,-4054.51,0.406,-4172.79,0.3343,-1251.28,0.385,347,-931.43,0.804,-1194.83,0.3372,-306.41,0.779,0.501,0.017
SOL-USDT,retest,1.5,"(1.5, 3.0, 5.0)","(0.5, 0.5, 0.0)",False,106,-903.64,0.552,-979.5,0.3585,-301.24,0.53,106,50.3,1.036,-275.44,0.3585,-13.34,0.97,0.566,0.038
SOL-USDT,signal,1.5,"(0.5, 1.0, 2.0)","(0.5, 0.25, 0.25)",True,412,-4808.14,0.123,-4825.79,0.2524,-1391.85,0.124,412,-1099.95,0.666,-1294.37,0.6602,-275.96,0.711,0.701,0.255
SOL-USDT,retest,1.5,"(0.5, 1.0, 2.0)","(0.5, 0.25, 0.25)",True,113,-1292.76,0.136,-1280.12,0.2655,-393.69,0.131,113,-275.7,0.713,-294.75,0.708,-87.71,0.679,0.717,0.257
SOL-USDT,signal,1.5,"(0.5, 1.0, 2.0)","(0.5, 0.25, 0.25)",False,393,-4753.19,0.169,-4779.41,0.3715,-1448.82,0.149,393,-1215.99,0.672,-1415.63,0.5445,-386.98,0.64,0.695,0.427
SOL-USDT,retest,1.5,"(0.5, 1.0, 2.0)","(0.5, 0.25, 0.25)",False,111,-1155.44,0.254,-1142.8,0.4234,-392.93,0.23,111,-156.42,0.847,-235.92,0.6126,-86.96,0.734,0.721,0.459
SOL-USDT,signal,1.5,"(0.5, 1.0, 2.0)","(0.34, 0.33, 0.33)",True,412,-4788.33,0.159,-4824.94,0.2621,-1375.35,0.166,412,-1080.14,0.678,-1292.47,0.4927,-259.46,0.733,0.701,0.255
SOL-USDT,retest,1.5,"(0.5, 1.0, 2.0)","(0.34, 0.33, 0.33)",True,113,-1285.21,0.174,-1279.17,0.2832,-400.9,0.16,113,-268.14,0.724,-293.43,0.5487,-94.92,0.659,0.717,0.257
SOL-USDT,signal,1.5,"(0.5, 1.0, 2.0)","(0.34, 0.33, 0.33)",False,393,-4749.04,0.22,-4783.77,0.3969,-1467.28,0.197,393,-1211.82,0.701,-1444.56,0.4275,-405.44,0.659,0.695,0.427
SOL-USDT,retest,1.5,"(0.5, 1.0, 2.0)","(0.34, 0.33, 0.33)",False,111,-1120.28,0.32,-1114.25,0.4505,-399.89,0.279,111,-121.25,0.89,-237.63,0.4595,-93.93,0.743,0.721,0.459
SOL-USDT,signal,1.5,"(0.5, 1.0, 2.0)","(0.6, 0.2, 0.2)",True,412,-4820.52,0.1,-4832.62,0.2403,-1402.15,0.098,412,-1112.34,0.661,-1295.55,0.6942,-286.27,0.7,0.701,0.255
SOL-USDT,retest,1.5,"(0.5, 1.0, 2.0)","(0.6, 0.2, 0.2)",True,113,-1297.49,0.112,-1280.72,0.2655,-389.19,0.111,113,-280.43,0.707,-295.57,0.708,-83.21,0.696,0.717,0.257
SOL-USDT,signal,1.5,"(0.5, 1.0, 2.0)","(0.6, 0.2, 0.2)",False,393,-4755.79,0.135,-4777.35,0.3511,-1437.29,0.118,393,-1218.6,0.655,-1399.69,0.5573,-375.44,0.632,0.695,0.427
SOL-USDT,retest,1.5,"(0.5, 1.0, 2.0)","(0.6, 0.2, 0.2)",False,111,-1177.42,0.209,-1160.65,0.4234,-388.58,0.195,111,-178.4,0.818,-234.85,0.6306,-82.6,0.731,0.721,0.459
SOL-USDT,signal,1.5,"(0.5, 1.0, 2.0)","(1.0, 0.0, 0.0)",True,449,-5258.14,0.034,-5262.12,0.1559,-1600.87,0.024,449,-1216.92,0.655,-1356.53,0.7016,-385.94,0.635,0.702,0.076
SOL-USDT,retest,1.5,"(0.5, 1.0, 2.0)","(1.0, 0.0, 0.0)",True,114,-1312.65,0.043,-1279.93,0.2193,-367.42,0.059,114,-286.58,0.701,-307.7,0.7193,-52.43,0.808,0.719,0.061
SOL-USDT,signal,1.5,"(0.5, 1.0, 2.0)","(1.0, 0.0, 0.0)",False,449,-5258.14,0.034,-5262.12,0.1559,-1600.87,0.024,449,-1216.92,0.655,-1356.53,0.7016,-385.94,0.635,0.702,0.076
SOL-USDT,retest,1.5,"(0.5, 1.0, 2.0)","(1.0, 0.0, 0.0)",False,114,-1312.65,0.043,-1279.93,0.2193,-367.42,0.059,114,-286.58,0.701,-307.7,0.7193,-52.43,0.808,0.719,0.061
SOL-USDT,signal,1.5,"(0.5, 1.0, 2.0)","(0.5, 0.5, 0.0)",True,424,-4864.9,0.102,-4869.65,0.2759,-1405.74,0.093,424,-1048.78,0.684,-1245.74,0.6651,-253.87,0.734,0.708,0.092
SOL-USDT,retest,1.5,"(0.5, 1.0, 2.0)","(0.5, 0.5, 0.0)",True,113,-1274.01,0.124,-1251.04,0.3894,-383.1,0.132,113,-256.93,0.732,-269.69,0.708,-77.11,0.718,0.717,0.071
SOL-USDT,signal,1.5,"(0.5, 1.0, 2.0)","(0.5, 0.5, 0.0)",False,419,-4892.0,0.123,-4906.97,0.3604,-1430.56,0.106,419,-1120.87,0.705,-1312.24,0.5728,-296.7,0.729,0.704,0.112
SOL-USDT,retest,1.5,"(0.5, 1.0, 2.0)","(0.5, 0.5, 0.0)",False,113,-1213.98,0.171,-1191.01,0.5221,-383.69,0.169,113,-196.9,0.815,-229.78,0.6283,-77.7,0.762,0.717,0.08
SOL-USDT,signal,2.0,"(0.75, 1.5, 3.0)","(0.5, 0.25, 0.25)",True,385,-4458.97,0.214,-4506.91,0.2857,-1328.63,0.216,385,-993.93,0.74,-1169.33,0.6883,-284.69,0.751,0.701,0.205
SOL-USDT,retest,2.0,"(0.75, 1.5, 3.0)","(0.5, 0.25, 0.25)",True,112,-1028.59,0.326,-1086.0,0.3839,-342.63,0.281,112,-20.61,0.981,-244.49,0.7411,-36.63,0.891,0.75,0.241
SOL-USDT,signal,2.0,"(0.75, 1.5, 3.0)","(0.5, 0.25, 0.25)",False,310,-3788.55,0.293,-3841.38,0.3742,-1257.44,0.258,310,-998.55,0.735,-1191.86,0.5419,-420.55,0.644,0.694,0.384
SOL-USDT,retest,2.0,"(0.75, 1.5, 3.0)","(0.5, 0.25, 0.25)",False,101,-907.57,0.431,-964.97,0.4158,-274.66,0.458,101,1.34,1.001,-197.01,0.6337,4.29,1.012,0.752,0.416
SOL-USDT,signal,2.0,"(0.75, 1.5, 3.0)","(0.34, 0.33, 0.33)",True,385,-4518.51,0.247,-4577.0,0.2805,-1336.53,0.253,385,-1053.47,0.726,-1242.0,0.5948,-292.6,0.745,0.701,0.205
SOL-USDT,retest,2.0,"(0.75, 1.5, 3.0)","(0.34, 0.33, 0.33)",True,112,-1010.4,0.373,-1081.31,0.3661,-348.01,0.315,112,-2.43,0.998,-248.42,0.6964,-42.01,0.875,0.75,0.241
SOL-USDT,signal,2.0,"(0.75, 1.5, 3.0)","(0.34, 0.33, 0.33)",False,310,-3837.36,0.341,-3920.46,0.3742,-1300.38,0.298,310,-1047.42,0.745,-1274.48,0.4419,-463.5,0.645,0.694,0.384
SOL-USDT,retest,2.0,"(0.75, 1.5, 3.0)","(0.34, 0.33, 0.33)",False,101,-883.95,0.492,-954.85,0.4158,-269.11,0.516,101,24.93,1.021,-198.21,0.4653,9.82,1.025,0.752,0.416
SOL-USDT,signal,2.0,"(0.75, 1.5, 3.0)","(0.6, 0.2, 0.2)",True,385,-4421.76,0.194,-4463.1,0.3221,-1323.68,0.192,385,-956.72,0.75,-1123.9,0.7013,-279.75,0.755,0.701,0.205
SOL-USDT,retest,2.0,"(0.75, 1.5, 3.0)","(0.6, 0.2, 0.2)",True,112,-1039.96,0.296,-1088.93,0.4107,-339.27,0.259,112,-31.97,0.971,-242.03,0.75,-33.26,0.901,0.75,0.241
SOL-USDT,signal,2.0,"(0.75, 1.5, 3.0)","(0.6, 0.2, 0.2)",False,310,-3758.04,0.259,-3802.89,0.3839,-1230.61,0.228,310,-968.0,0.729,-1140.23,0.5452,-393.71,0.645,0.694,0.384
SOL-USDT,retest,2.0,"(0.75, 1.5, 3.0)","(0.6, 0.2, 0.2)",False,101,-922.33,0.386,-971.3,0.4158,-278.12,0.416,101,-13.4,0.987,-196.36,0.6337,0.84,1.003,0.752,0.416
SOL-USDT,signal,2.0,"(0.75, 1.5, 3.0)","(1.0, 0.0, 0.0)",True,421,-4646.01,0.152,-4660.98,0.4466,-1392.63,0.132,421,-856.85,0.793,-1034.01,0.7031,-249.7,0.795,0.703,0.031
SOL-USDT,retest,2.0,"(0.75, 1.5, 3.0)","(1.0, 0.0, 0.0)",True,112,-1085.45,0.212,-1100.65,0.5982,-325.82,0.225,112,-77.42,0.929,-232.21,0.75,-19.8,0.941,0.75,0.0
SOL-USDT,signal,2.0,"(0.75, 1.5, 3.0)","(1.0, 0.0, 0.0)",False,421,-4646.01,0.152,-4660.98,0.4466,-1392.63,0.132,421,-856.85,0.793,-1034.01,0.7031,-249.7,0.795,0.703,0.031
SOL-USDT,retest,2.0,"(0.75, 1.5, 3.0)","(1.0, 0.0, 0.0)",False,112,-1085.45,0.212,-1100.65,0.5982,-325.82,0.225,112,-77.42,0.929,-232.21,0.75,-19.8,0.941,0.75,0.0
SOL-USDT,signal,2.0,"(0.75, 1.5, 3.0)","(0.5, 0.5, 0.0)",True,399,-4632.45,0.204,-4663.9,0.3333,-1405.93,0.193,399,-1041.42,0.737,-1223.2,0.6892,-326.07,0.725,0.702,0.043
SOL-USDT,retest,2.0,"(0.75, 1.5, 3.0)","(0.5, 0.5, 0.0)",True,112,-1017.16,0.326,-1057.55,0.4464,-332.33,0.295,112,-9.13,0.992,-222.92,0.7411,-26.32,0.922,0.75,0.009
SOL-USDT,signal,2.0,"(0.75, 1.5, 3.0)","(0.5, 0.5, 0.0)",False,383,-4497.05,0.267,-4529.93,0.5039,-1565.12,0.203,383,-1049.96,0.769,-1235.26,0.5457,-530.28,0.632,0.697,0.05
SOL-USDT,retest,2.0,"(0.75, 1.5, 3.0)","(0.5, 0.5, 0.0)",False,111,-975.28,0.399,-1015.67,0.5856,-327.8,0.378,111,23.68,1.019,-198.63,0.6306,-21.86,0.945,0.748,0.018
SOL-USDT,signal,2.0,"(1.0, 2.0, 3.0)","(0.5, 0.25, 0.25)",True,377,-4358.86,0.295,-4425.0,0.3687,-1420.28,0.272,377,-965.79,0.787,-1202.35,0.6366,-394.29,0.723,0.639,0.247
SOL-USDT,retest,2.0,"(1.0, 2.0, 3.0)","(0.5, 0.25, 0.25)",True,112,-980.32,0.419,-1051.79,0.4107,-373.88,0.358,112,27.59,1.022,-213.67,0.7054,-67.94,0.846,0.705,0.259
SOL-USDT,signal,2.0,"(1.0, 2.0, 3.0)","(0.5, 0.25, 0.25)",False,310,-3823.64,0.346,-3909.79,0.4032,-1365.73,0.29,310,-1033.6,0.76,-1263.67,0.4806,-528.82,0.626,0.635,0.384
SOL-USDT,retest,2.0,"(1.0, 2.0, 3.0)","(0.5, 0.25, 0.25)",False,101,-897.09,0.492,-968.56,0.4257,-305.4,0.486,101,11.78,1.009,-209.49,0.5248,-26.47,0.941,0.703,0.416
SOL-USDT,signal,2.0,"(1.0, 2.0, 3.0)","(0.34, 0.33, 0.33)",True,377,-4370.7,0.325,-4449.61,0.3342,-1419.48,0.306,377,-977.62,0.784,-1222.18,0.6101,-393.47,0.723,0.639,0.247
SOL-USDT,retest,2.0,"(1.0, 2.0, 3.0)","(0.34, 0.33, 0.33)",True,112,-979.66,0.454,-1064.63,0.375,-374.43,0.391,112,28.23,1.022,-227.41,0.6696,-68.5,0.845,0.705,0.259
SOL-USDT,signal,2.0,"(1.0, 2.0, 3.0)","(0.34, 0.33, 0.33)",False,310,-3871.41,0.385,-3988.72,0.3806,-1404.6,0.324,310,-1081.44,0.77,-1342.66,0.4806,-567.7,0.634,0.635,0.384
SOL-USDT,retest,2.0,"(1.0, 2.0, 3.0)","(0.34, 0.33, 0.33)",False,101,-891.45,0.537,-976.43,0.4158,-292.44,0.54,101,17.39,1.012,-235.85,0.5248,-13.53,0.972,0.703,0.416
SOL-USDT,signal,2.0,"(1.0, 2.0, 3.0)","(0.6, 0.2, 0.2)",True,377,-4351.47,0.278,-4409.62,0.4032,-1420.77,0.252,377,-958.39,0.788,-1189.96,0.6393,-394.8,0.722,0.639,0.247
SOL-USDT,retest,2.0,"(1.0, 2.0, 3.0)","(0.6, 0.2, 0.2)",True,112,-980.74,0.4,-1043.77,0.4732,-373.54,0.341,112,27.19,1.022,-209.82,0.7054,-67.59,0.847,0.705,0.259
SOL-USDT,signal,2.0,"(1.0, 2.0, 3.0)","(0.6, 0.2, 0.2)",False,310,-3793.78,0.32,-3860.47,0.4065,-1341.44,0.267,310,-1003.7,0.754,-1214.3,0.4806,-504.51,0.62,0.635,0.384
SOL-USDT,retest,2.0,"(1.0, 2.0, 3.0)","(0.6, 0.2, 0.2)",False,101,-900.61,0.46,-963.64,0.4554,-313.49,0.449,101,8.28,1.007,-198.02,0.5248,-34.56,0.92,0.703,0.416
SOL-USDT,signal,2.0,"(1.0, 2.0, 3.0)","(1.0, 0.0, 0.0)",True,403,-4574.19,0.26,-4609.04,0.5608,-1458.48,0.224,403,-947.05,0.803,-1206.86,0.6402,-369.57,0.749,0.64,0.032
SOL-USDT,retest,2.0,"(1.0, 2.0, 3.0)","(1.0, 0.0, 0.0)",True,112,-982.4,0.372,-1014.31,0.625,-372.16,0.325,112,25.6,1.02,-217.81,0.7054,-66.2,0.85,0.705,0.0
SOL-USDT,signal,2.0,"(1.0, 2.0, 3.0)","(1.0, 0.0, 0.0)",False,403,-4574.19,0.26,-4609.04,0.5608,-1458.48,0.224,403,-947.05,0.803,-1206.86,0.6402,-369.57,0.749,0.64,0.032
SOL-USDT,retest,2.0,"(1.0, 2.0, 3.0)","(1.0, 0.0, 0.0)",False,112,-982.4,0.372,-1014.31,0.625,-372.16,0.325,112,25.6,1.02,-217.81,0.7054,-66.2,0.85,0.705,0.0
SOL-USDT,signal,2.0,"(1.0, 2.0, 3.0)","(0.5, 0.5, 0.0)",True,386,-4407.91,0.304,-4470.43,0.3912,-1490.06,0.256,386,-933.77,0.799,-1180.11,0.6347,-446.06,0.695,0.637,0.083
SOL-USDT,retest,2.0,"(1.0, 2.0, 3.0)","(0.5, 0.5, 0.0)",True,112,-981.11,0.418,-1038.51,0.4196,-365.95,0.372,112,26.83,1.021,-205.23,0.7054,-60.0,0.864,0.705,0.071
SOL-USDT,signal,2.0,"(1.0, 2.0, 3.0)","(0.5, 0.5, 0.0)",False,363,-4395.93,0.345,-4448.76,0.4711,-1673.94,0.254,363,-1128.83,0.774,-1339.01,0.4793,-693.09,0.582,0.631,0.096
SOL-USDT,retest,2.0,"(1.0, 2.0, 3.0)","(0.5, 0.5, 0.0)",False,108,-1015.54,0.466,-1072.94,0.5185,-358.25,0.445,108,-43.64,0.97,-240.31,0.5185,-61.34,0.875,0.694,0.083
SOL-USDT,signal,2.0,"(1.5, 3.0, 5.0)","(0.5, 0.25, 0.25)",True,350,-4159.0,0.381,-4278.35,0.4057,-1542.13,0.306,350,-1009.21,0.804,-1304.38,0.5514,-588.2,0.658,0.551,0.171
SOL-USDT,retest,2.0,"(1.5, 3.0, 5.0)","(0.5, 0.25, 0.25)",True,108,-991.0,0.48,-1112.77,0.4352,-431.71,0.345,108,-19.26,0.987,-338.84,0.6296,-134.86,0.745,0.63,0.148
SOL-USDT,signal,2.0,"(1.5, 3.0, 5.0)","(0.5, 0.25, 0.25)",False,253,-2935.2,0.445,-3092.05,0.3834,-1162.12,0.345,253,-658.63,0.833,-1048.98,0.4071,-478.35,0.64,0.561,0.281
SOL-USDT,retest,2.0,"(1.5, 3.0, 5.0)","(0.5, 0.25, 0.25)",False,92,-906.16,0.521,-1014.9,0.3913,-248.1,0.565,92,-78.5,0.944,-329.63,0.413,3.77,1.009,0.62,0.25
SOL-USDT,signal,2.0,"(1.5, 3.0, 5.0)","(0.34, 0.33, 0.33)",True,350,-4206.0,0.396,-4346.64,0.32,-1553.22,0.323,350,-1056.18,0.795,-1351.23,0.5457,-599.27,0.652,0.551,0.171
SOL-USDT,retest,2.0,"(1.5, 3.0, 5.0)","(0.34, 0.33, 0.33)",True,108,-1041.69,0.482,-1186.09,0.3241,-463.87,0.336,108,-69.99,0.953,-412.19,0.6204,-167.03,0.684,0.63,0.148
SOL-USDT,signal,2.0,"(1.5, 3.0, 5.0)","(0.34, 0.33, 0.33)",False,253,-2978.76,0.475,-3172.65,0.3518,-1186.55,0.37,253,-702.22,0.837,-1159.31,0.4071,-502.81,0.649,0.561,0.281
SOL-USDT,retest,2.0,"(1.5, 3.0, 5.0)","(0.34, 0.33, 0.33)",False,92,-959.37,0.534,-1095.19,0.3696,-272.19,0.563,92,-131.75,0.916,-421.64,0.413,-20.34,0.958,0.62,0.25
SOL-USDT,signal,2.0,"(1.5, 3.0, 5.0)","(0.6, 0.2, 0.2)",True,350,-4129.63,0.378,-4235.68,0.46,-1535.2,0.301,350,-979.84,0.81,-1275.23,0.5514,-581.29,0.662,0.551,0.171
SOL-USDT,retest,2.0,"(1.5, 3.0, 5.0)","(0.6, 0.2, 0.2)",True,108,-959.33,0.49,-1066.94,0.5556,-411.6,0.371,108,12.44,1.008,-293.0,0.6296,-114.76,0.783,0.63,0.148
SOL-USDT,signal,2.0,"(1.5, 3.0, 5.0)","(0.6, 0.2, 0.2)",False,253,-2907.98,0.425,-3046.12,0.3913,-1146.85,0.329,253,-631.38,0.83,-981.29,0.4466,-463.06,0.634,0.561,0.281
SOL-USDT,retest,2.0,"(1.5, 3.0, 5.0)","(0.6, 0.2, 0.2)",False,92,-872.9,0.511,-964.73,0.3913,-233.04,0.566,92,-45.22,0.965,-272.13,0.4457,18.84,1.048,0.62,0.25
SOL-USDT,signal,2.0,"(1.5, 3.0, 5.0)","(1.0, 0.0, 0.0)",True,383,-4625.54,0.376,-4678.37,0.5352,-1772.68,0.284,383,-1178.64,0.798,-1448.52,0.5457,-737.92,0.622,0.546,0.005
SOL-USDT,retest,2.0,"(1.5, 3.0, 5.0)","(1.0, 0.0, 0.0)",True,111,-861.4,0.553,-927.26,0.6216,-329.77,0.496,111,137.49,1.088,-239.04,0.6306,-23.93,0.955,0.631,0.0
SOL-USDT,signal,2.0,"(1.5, 3.0, 5.0)","(1.0, 0.0, 0.0)",False,383,-4625.54,0.376,-4678.37,0.5352,-1772.68,0.284,383,-1178.64,0.798,-1448.52,0.5457,-737.92,0.622,0.546,0.005
SOL-USDT,retest,2.0,"(1.5, 3.0, 5.0)","(1.0, 0.0, 0.0)",False,111,-861.4,0.553,-927.26,0.6216,-329.77,0.496,111,137.49,1.088,-239.04,0.6306,-23.93,0.955,0.631,0.0
SOL-USDT,signal,2.0,"(1.5, 3.0, 5.0)","(0.5, 0.5, 0.0)",True,365,-4543.34,0.375,-4636.09,0.3973,-1623.27,0.315,365,-1258.49,0.776,-1499.56,0.5397,-633.38,0.656,0.54,0.019
SOL-USDT,retest,2.0,"(1.5, 3.0, 5.0)","(0.5, 0.5, 0.0)",True,111,-947.25,0.522,-1059.15,0.4324,-370.77,0.443,111,51.54,1.033,-267.17,0.6306,-64.93,0.877,0.631,0.027
SOL-USDT,signal,2.0,"(1.5, 3.0, 5.0)","(0.5, 0.5, 0.0)",False,310,-3941.09,0.422,-4102.4,0.3806,-1391.64,0.365,310,-1151.28,0.774,-1456.52,0.3839,-554.78,0.662,0.545,0.023
SOL-USDT,retest,2.0,"(1.5, 3.0, 5.0)","(0.5, 0.5, 0.0)",False,101,-833.75,0.594,-933.35,0.4158,-257.32,0.61,101,75.06,1.049,-214.92,0.4158,21.55,1.044,0.634,0.03
SOL-USDT,signal,2.0,"(0.5, 1.0, 2.0)","(0.5, 0.25, 0.25)",True,403,-4533.98,0.134,-4551.06,0.2605,-1298.85,0.131,403,-906.73,0.715,-1093.84,0.7171,-209.89,0.766,0.767,0.266
SOL-USDT,retest,2.0,"(0.5, 1.0, 2.0)","(0.5, 0.25, 0.25)",True,112,-1134.75,0.174,-1150.55,0.2946,-332.1,0.189,112,-126.8,0.857,-202.14,0.7768,-26.14,0.895,0.795,0.286
