symbol,action,signal_price,created_at,status,filled_at,fill_price,era
ZEC-USDT,sell,316.61,2026-04-20 21:11:51.821894+00:00,cancelled,,,v1
SOL-USDT,sell,85.67,2026-04-20 21:12:08.389424+00:00,cancelled,,,v1
ZEC-USDT,sell,317.09,2026-04-20 21:15:10.471198+00:00,expired,,,v1
SOL-USDT,sell,85.62,2026-04-20 21:20:08.347529+00:00,filled,2026-04-20 21:37:18.765373+00:00,85.75,v1
ZEC-USDT,buy,314.02,2026-04-21 00:36:01.827208+00:00,expired,,,v1
SOL-USDT,buy,85.64,2026-04-21 00:48:05.244072+00:00,expired,,,v1
SOL-USDT,sell,85.08,2026-04-21 03:03:08.930985+00:00,cancelled,,,v1
SOL-USDT,sell,85.15,2026-04-21 03:06:08.378117+00:00,filled,2026-04-21 03:26:12.471407+00:00,85.2,v1
SOL-USDT,buy,85.48,2026-04-21 03:34:04.196985+00:00,expired,,,v1
ZEC-USDT,sell,314.85,2026-04-21 04:06:51.457149+00:00,filled,2026-04-21 04:32:01.256704+00:00,315.35,v1
ZEC-USDT,sell,314.76,2026-04-21 05:27:52.086621+00:00,cancelled,,,v1
ZEC-USDT,sell,314.13,2026-04-21 05:46:51.857879+00:00,cancelled,,,v1
ZEC-USDT,sell,314.01,2026-04-21 05:50:52.012191+00:00,expired,,,v1
SOL-USDT,sell,85.63,2026-04-21 09:27:08.949004+00:00,filled,2026-04-21 09:40:23.160082+00:00,85.69,v1
SOL-USDT,buy,85.86,2026-04-21 10:03:04.104426+00:00,cancelled,,,v1
SOL-USDT,buy,85.89,2026-04-21 10:05:05.610552+00:00,expired,,,v1
ZEC-USDT,buy,318.48,2026-04-21 10:23:01.450072+00:00,expired,,,v1
SOL-USDT,sell,85.76,2026-04-21 12:18:09.497420+00:00,filled,2026-04-21 12:35:08.480321+00:00,85.83,v1
ZEC-USDT,sell,326.48,2026-04-21 12:32:01.488120+00:00,filled,2026-04-21 12:54:01.869608+00:00,328.22,v1
ZEC-USDT,sell,324.51,2026-04-21 13:38:01.644643+00:00,expired,,,v1
SOL-USDT,buy,85.8,2026-04-21 13:44:04.225378+00:00,expired,,,v1
SOL-USDT,buy,86.06,2026-04-21 14:17:04.151619+00:00,cancelled,,,v1
SOL-USDT,buy,86.06,2026-04-21 14:26:04.129575+00:00,cancelled,,,v1
SOL-USDT,buy,86.0,2026-04-21 14:31:04.576313+00:00,filled,2026-04-21 14:56:56.920490+00:00,86.17,v1
ZEC-USDT,buy,326.87,2026-04-21 14:33:03.705325+00:00,filled,2026-04-21 14:56:11.913057+00:00,327.74,v1
ZEC-USDT,sell,324.57,2026-04-21 14:59:01.243745+00:00,filled,2026-04-21 15:19:04.307031+00:00,325.64,v1
SOL-USDT,sell,85.49,2026-04-21 15:36:08.585600+00:00,filled,2026-04-21 15:40:20.470640+00:00,85.85,v1
SOL-USDT,sell,85.57,2026-04-21 17:01:08.680432+00:00,cancelled,,,v1
SOL-USDT,sell,85.54,2026-04-21 17:05:09.203857+00:00,cancelled,,,v1
SOL-USDT,sell,85.55,2026-04-21 17:10:07.970167+00:00,filled,2026-04-21 17:38:59.784640+00:00,85.23,v1
SOL-USDT,buy,85.36,2026-04-21 19:02:04.695941+00:00,filled,2026-04-21 19:14:43.402959+00:00,85.13,v1
SOL-USDT,sell,84.92,2026-04-21 19:37:08.456572+00:00,expired,,,v1
SOL-USDT,buy,85.48,2026-04-21 23:02:04.672659+00:00,filled,2026-04-21 23:28:03.148543+00:00,85.47,v1
ZEC-USDT,buy,312.42,2026-04-21 23:07:01.294857+00:00,expired,,,v1
ZEC-USDT,sell,321.58,2026-04-22 07:29:01.604204+00:00,filled,2026-04-22 07:51:02.992682+00:00,322.36,v1
ZEC-USDT,buy,321.37,2026-04-22 09:10:11.109858+00:00,filled,2026-04-22 09:21:18.957349+00:00,319.18,v1
ZEC-USDT,buy,320.32,2026-04-22 13:09:02.336842+00:00,filled,2026-04-22 13:21:43.371306+00:00,319.25,v1
SOL-USDT,sell,88.51,2026-04-22 14:33:08.933412+00:00,cancelled,,,v1
SOL-USDT,sell,88.57,2026-04-22 14:45:11.227797+00:00,filled,2026-04-22 14:59:09.516172+00:00,88.79,v1
ZEC-USDT,sell,322.77,2026-04-22 17:33:01.707677+00:00,filled,2026-04-22 17:47:48.667934+00:00,324.03,v1
ZEC-USDT,buy,321.97,2026-04-22 21:57:01.949535+00:00,expired,,,v1
SOL-USDT,buy,87.66,2026-04-22 22:01:04.404720+00:00,filled,2026-04-22 22:03:58.522808+00:00,87.4,v1
ZEC-USDT,sell,319.0,2026-04-22 23:02:01.302851+00:00,expired,,,v1
ZEC-USDT,buy,317.81,2026-04-23 01:28:02.268411+00:00,cancelled,,,v1
ZEC-USDT,buy,317.51,2026-04-23 01:39:01.477564+00:00,cancelled,,,v1
ZEC-USDT,buy,317.71,2026-04-23 01:42:02.167438+00:00,filled,2026-04-23 02:02:02.064020+00:00,317.21,v1
ZEC-USDT,sell,315.6,2026-04-23 02:34:01.247562+00:00,expired,,,v1
ZEC-USDT,sell,313.25,2026-04-23 03:31:01.191104+00:00,filled,2026-04-23 03:54:42.645923+00:00,313.19,v1
ZEC-USDT,buy,315.54,2026-04-23 05:04:02.084134+00:00,filled,2026-04-23 05:18:21.802955+00:00,314.68,v1
ZEC-USDT,sell,314.68,2026-04-23 09:06:01.786682+00:00,filled,2026-04-23 09:18:10.862600+00:00,315.86,v1
ZEC-USDT,buy,317.7,2026-04-23 09:42:01.420657+00:00,filled,2026-04-23 09:47:45.067070+00:00,316.09,v1
ZEC-USDT,buy,316.61,2026-04-23 11:27:02.004928+00:00,expired,,,v1
SOL-USDT,buy,85.75,2026-04-23 11:48:05.376999+00:00,cancelled,,,v1
SOL-USDT,buy,85.76,2026-04-23 11:53:04.222627+00:00,expired,,,v1
SOL-USDT,sell,85.55,2026-04-23 13:53:08.953222+00:00,cancelled,,,v1
SOL-USDT,sell,85.55,2026-04-23 14:02:08.411365+00:00,filled,2026-04-23 14:04:20.641902+00:00,85.75,v1
SOL-USDT,sell,85.57,2026-04-23 14:07:08.453481+00:00,cancelled,,,v1
SOL-USDT,sell,85.55,2026-04-23 14:11:08.410088+00:00,cancelled,,,v1
SOL-USDT,buy,85.88,2026-04-23 14:27:04.217678+00:00,cancelled,,,v1
SOL-USDT,buy,85.78,2026-04-23 14:31:05.804118+00:00,cancelled,,,v1
SOL-USDT,buy,85.91,2026-04-23 14:36:05.391348+00:00,cancelled,,,v1
SOL-USDT,buy,85.89,2026-04-23 14:41:04.177348+00:00,filled,2026-04-23 15:04:21.341623+00:00,85.89,v1
ZEC-USDT,sell,327.32,2026-04-23 14:42:01.170883+00:00,cancelled,,,v1
ZEC-USDT,sell,326.59,2026-04-23 14:50:01.737757+00:00,filled,2026-04-23 15:17:32.788840+00:00,327.35,v1
ZEC-USDT,buy,326.17,2026-04-23 16:36:04.860848+00:00,filled,2026-04-23 16:42:35.232072+00:00,325.47,v1
SOL-USDT,sell,85.22,2026-04-23 17:10:06.992621+00:00,expired,,,v1
SOL-USDT,buy,85.52,2026-04-23 20:06:04.737407+00:00,filled,2026-04-23 20:16:09.653528+00:00,85.4,v1
ZEC-USDT,sell,341.25,2026-04-24 02:29:01.564590+00:00,filled,2026-04-24 02:44:37.679367+00:00,343.2,v1
SOL-USDT,sell,85.75,2026-04-24 02:53:08.366494+00:00,expired,,,v1
SOL-USDT,buy,85.54,2026-04-24 05:48:04.711673+00:00,expired,,,v1
ZEC-USDT,buy,348.74,2026-04-24 06:19:01.397956+00:00,filled,2026-04-24 06:32:25.619375+00:00,345.36,v1
SOL-USDT,sell,85.29,2026-04-24 06:37:08.334314+00:00,filled,2026-04-24 06:52:21.650585+00:00,85.48,v1
SOL-USDT,sell,85.36,2026-04-24 07:39:08.806093+00:00,expired,,,v1
ZEC-USDT,sell,340.44,2026-04-24 09:09:01.285413+00:00,filled,2026-04-24 09:35:20.920546+00:00,340.32,v1
SOL-USDT,sell,84.93,2026-04-24 09:09:09.242495+00:00,expired,,,v1
ZEC-USDT,buy,346.3,2026-04-24 10:23:56.892113+00:00,expired,,,v1
SOL-USDT,buy,85.54,2026-04-24 10:26:19.922233+00:00,cancelled,,,v1
SOL-USDT,buy,85.47,2026-04-24 10:35:06.804028+00:00,cancelled,,,v1
SOL-USDT,buy,85.49,2026-04-24 10:41:19.983903+00:00,cancelled,,,v1
SOL-USDT,buy,85.44,2026-04-24 10:47:10.777647+00:00,expired,,,v1
SOL-USDT,sell,86.06,2026-04-24 13:31:18.849595+00:00,cancelled,,,v1
SOL-USDT,sell,86.15,2026-04-24 13:37:18.486426+00:00,cancelled,,,v1
SOL-USDT,sell,86.11,2026-04-24 13:40:38.186544+00:00,expired,,,v1
ZEC-USDT,sell,351.66,2026-04-24 13:47:49.281871+00:00,filled,2026-04-24 13:58:55.014039+00:00,353.45,v1
SOL-USDT,buy,86.07,2026-04-24 15:30:56.806413+00:00,expired,,,v1
ZEC-USDT,buy,357.05,2026-04-24 15:47:22.031052+00:00,cancelled,,,v1
ZEC-USDT,buy,357.36,2026-04-24 15:53:21.957280+00:00,filled,2026-04-24 16:16:39.519132+00:00,355.35,v1
SOL-USDT,sell,86.11,2026-04-24 18:15:55.508738+00:00,filled,2026-04-24 18:31:31.651547+00:00,86.24,v1
SOL-USDT,buy,86.35,2026-04-24 19:01:56.213988+00:00,expired,,,v1
ZEC-USDT,sell,357.71,2026-04-24 19:54:49.497771+00:00,filled,2026-04-24 20:14:49.674077+00:00,358.39,v1
SOL-USDT,buy,86.48,2026-04-24 20:04:56.215328+00:00,expired,,,v1
ZEC-USDT,buy,361.99,2026-04-24 20:37:21.847159+00:00,filled,2026-04-24 20:58:40.354544+00:00,359.62,v1
SOL-USDT,sell,86.31,2026-04-24 22:10:25.953398+00:00,expired,,,v1
ZEC-USDT,sell,357.63,2026-04-25 00:08:49.901065+00:00,expired,,,v1
SOL-USDT,buy,86.26,2026-04-25 01:45:06.864860+00:00,filled,2026-04-25 02:05:47.107901+00:00,86.17,v1
ZEC-USDT,buy,359.43,2026-04-25 04:14:22.080168+00:00,expired,,,v1
ZEC-USDT,sell,353.57,2026-04-25 05:02:49.443499+00:00,expired,,,v1
SOL-USDT,sell,86.15,2026-04-25 05:03:54.874507+00:00,expired,,,v1
ZEC-USDT,buy,357.21,2026-04-25 06:08:22.005195+00:00,filled,2026-04-25 06:19:17.398581+00:00,355.41,v1
SOL-USDT,buy,86.34,2026-04-25 06:31:56.219738+00:00,expired,,,v1
ZEC-USDT,sell,354.49,2026-04-25 09:27:49.460395+00:00,expired,,,v1
ZEC-USDT,buy,358.78,2026-04-25 10:32:21.946075+00:00,expired,,,v1
SOL-USDT,sell,86.41,2026-04-25 11:05:54.856638+00:00,expired,,,v1
ZEC-USDT,sell,355.09,2026-04-25 12:29:49.572124+00:00,filled,2026-04-25 12:48:13.202214+00:00,356.18,v1
SOL-USDT,buy,86.41,2026-04-25 13:08:56.821493+00:00,expired,,,v1
ZEC-USDT,buy,358.62,2026-04-25 14:24:22.122999+00:00,expired,,,v1
SOL-USDT,sell,86.47,2026-04-25 14:57:54.879314+00:00,filled,2026-04-25 15:14:04.354725+00:00,86.53,v1
ZEC-USDT,sell,356.75,2026-04-25 15:39:49.530112+00:00,cancelled,,,v1
ZEC-USDT,sell,355.8,2026-04-25 15:49:49.732758+00:00,filled,2026-04-25 16:01:32.084761+00:00,356.75,v1
SOL-USDT,buy,85.69,2026-04-25 20:19:56.868042+00:00,expired,,,v1
ZEC-USDT,buy,355.52,2026-04-25 20:22:21.724568+00:00,expired,,,v1
ZEC-USDT,sell,356.72,2026-04-26 00:05:49.792530+00:00,expired,,,v1
SOL-USDT,sell,85.92,2026-04-26 00:56:54.827145+00:00,cancelled,,,v1
SOL-USDT,sell,85.95,2026-04-26 01:01:54.818420+00:00,cancelled,,,v1
SOL-USDT,sell,85.97,2026-04-26 01:05:02.827086+00:00,filled,2026-04-26 01:06:11.013772+00:00,86.01,v1
SOL-USDT,sell,85.95,2026-04-26 01:21:57.113711+00:00,expired,,,v1
SOL-USDT,buy,86.12,2026-04-26 02:14:56.277659+00:00,expired,,,v1
SOL-USDT,sell,86.09,2026-04-26 03:26:55.412714+00:00,expired,,,v1
ZEC-USDT,buy,357.32,2026-04-26 04:15:22.369701+00:00,filled,2026-04-26 04:29:14.662993+00:00,356.36,v1
SOL-USDT,buy,86.29,2026-04-26 04:41:56.611880+00:00,filled,2026-04-26 05:05:04.266454+00:00,86.27,v1
ZEC-USDT,sell,355.83,2026-04-26 05:49:49.961114+00:00,expired,,,v1
ZEC-USDT,buy,356.18,2026-04-26 07:56:22.054335+00:00,cancelled,,,v1
ZEC-USDT,buy,356.29,2026-04-26 08:07:21.688036+00:00,cancelled,,,v1
ZEC-USDT,buy,357.7,2026-04-26 08:14:22.654811+00:00,filled,2026-04-26 08:22:17.604319+00:00,355.86,v1
ZEC-USDT,sell,354.49,2026-04-26 08:29:49.174408+00:00,filled,2026-04-26 08:47:04.882772+00:00,355.4,v1
SOL-USDT,sell,86.45,2026-04-26 10:45:28.884312+00:00,cancelled,,,v1
SOL-USDT,sell,86.42,2026-04-26 10:50:15.878505+00:00,expired,,,v1
ZEC-USDT,buy,354.24,2026-04-26 13:38:22.358551+00:00,filled,2026-04-26 13:53:54.715406+00:00,353.03,v1
SOL-USDT,buy,86.25,2026-04-26 14:19:56.234313+00:00,expired,,,v1
SOL-USDT,sell,86.32,2026-04-26 17:00:55.446410+00:00,filled,2026-04-26 17:10:17.256802+00:00,86.41,v1
SOL-USDT,buy,86.53,2026-04-26 17:28:56.226932+00:00,expired,,,v1
ZEC-USDT,sell,353.89,2026-04-26 18:02:49.462942+00:00,filled,2026-04-26 18:06:51.637285+00:00,354.49,v1
ZEC-USDT,buy,357.32,2026-04-26 18:42:21.681660+00:00,expired,,,v1
SOL-USDT,sell,86.61,2026-04-26 20:37:55.289768+00:00,cancelled,,,v1
SOL-USDT,sell,86.74,2026-04-26 20:55:54.941751+00:00,filled,2026-04-26 21:11:11.736731+00:00,86.83,v1
SOL-USDT,buy,86.89,2026-04-26 21:11:56.239189+00:00,expired,,,v1
ZEC-USDT,sell,356.59,2026-04-26 21:37:49.238303+00:00,filled,2026-04-26 21:55:16.252800+00:00,356.75,v1
SOL-USDT,sell,86.64,2026-04-26 22:32:55.115849+00:00,filled,2026-04-26 22:46:09.234469+00:00,86.67,v1
SOL-USDT,buy,86.86,2026-04-26 23:42:56.476822+00:00,filled,2026-04-27 00:12:58.683541+00:00,86.82,v1
ZEC-USDT,buy,359.09,2026-04-27 00:20:21.809836+00:00,cancelled,,,v1
SOL-USDT,sell,86.61,2026-04-27 00:25:38.831162+00:00,cancelled,,,v1
SOL-USDT,sell,86.62,2026-04-27 00:30:10.666423+00:00,cancelled,,,v1
ZEC-USDT,buy,359.16,2026-04-27 00:41:21.772339+00:00,expired,,,v1
SOL-USDT,buy,86.95,2026-04-27 00:41:56.371806+00:00,cancelled,,,v1
SOL-USDT,buy,86.88,2026-04-27 00:45:56.941065+00:00,expired,,,v1
ZEC-USDT,sell,356.31,2026-04-27 02:11:49.683309+00:00,filled,2026-04-27 02:30:48.152168+00:00,358.95,v1
SOL-USDT,sell,87.36,2026-04-27 02:27:55.672266+00:00,filled,2026-04-27 02:30:06.432483+00:00,87.57,v1
SOL-USDT,sell,87.63,2026-04-27 04:06:55.307442+00:00,cancelled,,,v1
SOL-USDT,sell,87.6,2026-04-27 04:11:54.995398+00:00,cancelled,,,v1
SOL-USDT,sell,87.6,2026-04-27 04:17:54.842708+00:00,filled,2026-04-27 04:27:51.845398+00:00,87.69,v1
ZEC-USDT,sell,357.39,2026-04-27 04:56:49.208203+00:00,cancelled,,,v1
ZEC-USDT,sell,357.32,2026-04-27 05:00:49.940297+00:00,expired,,,v1
ZEC-USDT,buy,354.88,2026-04-27 06:55:03.023129+00:00,expired,,,v1
ZEC-USDT,sell,355.62,2026-04-27 10:16:49.746815+00:00,filled,2026-04-27 10:31:07.091608+00:00,357.32,v1
ZEC-USDT,sell,355.33,2026-04-27 10:58:49.202289+00:00,filled,2026-04-27 11:16:20.174916+00:00,355.87,v1
ZEC-USDT,buy,358.78,2026-04-27 12:16:22.180067+00:00,filled,2026-04-27 12:35:25.508601+00:00,357.88,v1
ZEC-USDT,sell,354.81,2026-04-27 12:39:49.237763+00:00,filled,2026-04-27 13:08:36.151793+00:00,355.26,v1
ZEC-USDT,buy,357.33,2026-04-27 14:07:22.137233+00:00,cancelled,,,v1
ZEC-USDT,buy,358.45,2026-04-27 14:13:21.700085+00:00,expired,,,v1
SOL-USDT,buy,85.75,2026-04-27 14:36:56.257658+00:00,filled,2026-04-27 14:53:01.330753+00:00,85.36,v1
SOL-USDT,sell,84.11,2026-04-27 15:19:55.294572+00:00,expired,,,v1
ZEC-USDT,sell,354.56,2026-04-27 15:23:49.633066+00:00,filled,2026-04-27 15:31:20.792550+00:00,357.38,v1
ZEC-USDT,buy,353.92,2026-04-27 17:01:22.336175+00:00,filled,2026-04-27 17:18:37.480715+00:00,352.92,v1
SOL-USDT,buy,84.5,2026-04-27 17:25:56.227801+00:00,filled,2026-04-27 17:40:36.093617+00:00,84.38,v1
ZEC-USDT,sell,351.3,2026-04-27 19:30:49.502857+00:00,filled,2026-04-27 19:42:30.929451+00:00,354.34,v1
SOL-USDT,sell,83.78,2026-04-27 19:30:54.880978+00:00,expired,,,v1
ZEC-USDT,sell,352.22,2026-04-27 20:40:04.110584+00:00,expired,,,v1
ZEC-USDT,buy,354.28,2026-04-27 23:30:22.081762+00:00,filled,2026-04-27 23:59:44.440747+00:00,355.1,v1
ZEC-USDT,sell,351.09,2026-04-28 00:30:49.649301+00:00,cancelled,,,v1
ZEC-USDT,sell,351.66,2026-04-28 00:35:02.743556+00:00,filled,2026-04-28 00:41:45.029379+00:00,353.36,v1
ZEC-USDT,sell,351.94,2026-04-28 01:32:49.482791+00:00,filled,2026-04-28 01:55:08.048530+00:00,353.66,v1
SOL-USDT,sell,84.39,2026-04-28 01:35:03.392573+00:00,expired,,,v1
SOL-USDT,buy,84.2,2026-04-28 05:07:57.402933+00:00,cancelled,,,v1
SOL-USDT,buy,84.23,2026-04-28 05:25:13.888236+00:00,filled,2026-04-28 05:42:03.175875+00:00,84.18,v1
SOL-USDT,sell,84.01,2026-04-28 06:25:05.566952+00:00,cancelled,,,v1
SOL-USDT,sell,83.97,2026-04-28 06:37:54.910623+00:00,filled,2026-04-28 06:51:03.711710+00:00,84.01,v1
SOL-USDT,buy,84.01,2026-04-28 08:27:56.472012+00:00,cancelled,,,v1
SOL-USDT,sell,83.79,2026-04-28 08:44:54.854733+00:00,expired,,,v1
SOL-USDT,buy,83.59,2026-04-28 12:43:56.797346+00:00,filled,2026-04-28 13:07:43.013550+00:00,83.52,v1
ZEC-USDT,buy,335.14,2026-04-28 13:44:22.102269+00:00,cancelled,,,v1
ZEC-USDT,buy,335.45,2026-04-28 13:46:21.671425+00:00,filled,2026-04-28 13:52:57.299770+00:00,333.42,v1
SOL-USDT,sell,83.25,2026-04-28 14:02:54.801654+00:00,expired,,,v1
ZEC-USDT,buy,335.47,2026-04-28 14:57:22.083118+00:00,filled,2026-04-28 15:15:05.450808+00:00,334.17,v1
SOL-USDT,buy,83.4,2026-04-28 15:02:56.192573+00:00,filled,2026-04-28 15:07:32.673387+00:00,83.23,v1
SOL-USDT,buy,83.36,2026-04-28 15:20:06.022361+00:00,expired,,,v1
SOL-USDT,sell,83.76,2026-04-28 21:52:55.534950+00:00,filled,2026-04-28 22:07:46.523893+00:00,83.87,v1
SOL-USDT,sell,83.69,2026-04-28 22:13:54.800755+00:00,cancelled,,,v1
SOL-USDT,sell,83.66,2026-04-28 22:15:06.250095+00:00,cancelled,,,v1
SOL-USDT,sell,83.69,2026-04-28 22:25:28.898518+00:00,expired,,,v1
ZEC-USDT,sell,334.54,2026-04-28 23:26:49.795725+00:00,cancelled,,,v1
ZEC-USDT,sell,334.34,2026-04-28 23:32:50.266756+00:00,filled,2026-04-28 23:40:18.598002+00:00,334.84,v1
SOL-USDT,buy,83.83,2026-04-28 23:37:56.606165+00:00,expired,,,v1
ZEC-USDT,buy,336.8,2026-04-29 00:39:22.505592+00:00,filled,2026-04-29 01:08:09.196998+00:00,336.19,v1
ZEC-USDT,sell,335.35,2026-04-29 02:16:50.112181+00:00,expired,,,v1
ZEC-USDT,buy,339.64,2026-04-29 04:41:22.121383+00:00,filled,2026-04-29 05:10:42.531712+00:00,337.88,v1
ZEC-USDT,sell,337.47,2026-04-29 06:16:49.495980+00:00,expired,,,v1
SOL-USDT,sell,84.67,2026-04-29 06:35:54.802555+00:00,filled,2026-04-29 06:43:36.505831+00:00,84.78,v1
SOL-USDT,sell,84.68,2026-04-29 06:48:54.806572+00:00,expired,,,v1
SOL-USDT,buy,84.78,2026-04-29 07:36:56.456772+00:00,expired,,,v1
SOL-USDT,buy,84.61,2026-04-29 09:19:57.002583+00:00,expired,,,v1
ZEC-USDT,buy,336.25,2026-04-29 10:36:22.169739+00:00,filled,2026-04-29 10:42:02.260200+00:00,334.71,v1
SOL-USDT,sell,84.99,2026-04-29 11:01:54.825061+00:00,cancelled,,,v1
SOL-USDT,sell,85.0,2026-04-29 11:09:54.844935+00:00,expired,,,v1
ZEC-USDT,buy,322.26,2026-04-29 17:03:22.059029+00:00,expired,,,v2
SOL-USDT,buy,83.31,2026-04-29 17:59:56.477623+00:00,filled,2026-04-29 18:03:15.470629+00:00,83.05,v2
ZEC-USDT,sell,320.99,2026-04-29 18:08:49.475915+00:00,filled,2026-04-29 18:21:08.398729+00:00,321.63,v2
ZEC-USDT,buy,323.51,2026-04-29 20:37:22.379274+00:00,filled,2026-04-29 21:00:12.144652+00:00,322.57,v2
SOL-USDT,sell,83.59,2026-04-30 02:29:55.791886+00:00,expired,,,v2
ZEC-USDT,sell,327.3,2026-04-30 04:39:50.067873+00:00,filled,2026-04-30 04:48:58.196742+00:00,328.36,v2
ZEC-USDT,buy,331.39,2026-04-30 05:15:06.947301+00:00,filled,2026-04-30 05:25:38.982479+00:00,329.65,v2
SOL-USDT,buy,82.8,2026-04-30 06:31:56.917077+00:00,expired,,,v2
SOL-USDT,sell,82.97,2026-04-30 10:19:55.609168+00:00,expired,,,v2
SOL-USDT,buy,83.2,2026-04-30 12:16:56.933779+00:00,expired,,,v2
SOL-USDT,sell,82.99,2026-04-30 13:28:55.512382+00:00,filled,2026-04-30 13:39:11.983760+00:00,83.13,v2
SOL-USDT,buy,83.31,2026-04-30 13:40:56.663031+00:00,expired,,,v2
ZEC-USDT,sell,332.92,2026-04-30 14:16:49.226463+00:00,filled,2026-04-30 14:30:12.100666+00:00,334.42,v2
SOL-USDT,sell,82.86,2026-04-30 14:16:55.234604+00:00,expired,,,v2
SOL-USDT,buy,83.21,2026-04-30 14:50:06.359825+00:00,cancelled,,,v2
SOL-USDT,buy,83.25,2026-04-30 15:00:57.474302+00:00,cancelled,,,v2
SOL-USDT,buy,83.17,2026-04-30 15:07:56.274458+00:00,expired,,,v2
SOL-USDT,sell,83.06,2026-04-30 16:28:55.153048+00:00,cancelled,,,v2
SOL-USDT,sell,83.07,2026-04-30 16:53:54.817389+00:00,cancelled,,,v2
SOL-USDT,sell,83.07,2026-04-30 16:55:54.786017+00:00,expired,,,v2
SOL-USDT,buy,83.25,2026-04-30 18:03:56.547627+00:00,expired,,,v2
SOL-USDT,sell,83.02,2026-04-30 20:00:06.948426+00:00,expired,,,v2
ZEC-USDT,sell,348.97,2026-04-30 21:53:49.607723+00:00,filled,2026-04-30 22:14:09.392701+00:00,349.85,v2
ZEC-USDT,buy,349.94,2026-04-30 23:46:22.007738+00:00,filled,2026-05-01 00:05:42.181063+00:00,349.87,v2
SOL-USDT,buy,83.08,2026-05-01 00:01:56.514844+00:00,expired,,,v2
ZEC-USDT,sell,347.13,2026-05-01 00:58:49.460929+00:00,filled,2026-05-01 01:21:09.316917+00:00,347.39,v2
ZEC-USDT,buy,346.06,2026-05-01 03:17:22.006748+00:00,expired,,,v2
SOL-USDT,sell,83.69,2026-05-01 04:29:55.135975+00:00,filled,2026-05-01 04:48:23.434006+00:00,83.85,v2
SOL-USDT,buy,84.12,2026-05-01 05:07:56.330068+00:00,expired,,,v2
SOL-USDT,sell,83.69,2026-05-01 06:50:55.659292+00:00,expired,,,v2
SOL-USDT,sell,83.7,2026-05-01 07:25:54.889794+00:00,expired,,,v2
SOL-USDT,buy,84.05,2026-05-01 08:14:56.482360+00:00,expired,,,v2
SOL-USDT,sell,83.92,2026-05-01 09:25:55.175876+00:00,cancelled,,,v2
SOL-USDT,sell,83.98,2026-05-01 09:30:54.841307+00:00,expired,,,v2
SOL-USDT,buy,83.95,2026-05-01 12:00:15.812986+00:00,cancelled,,,v2
SOL-USDT,buy,83.99,2026-05-01 12:13:56.178003+00:00,expired,,,v2
ZEC-USDT,sell,347.9,2026-05-01 14:30:49.681592+00:00,filled,2026-05-01 14:49:04.366957+00:00,349.4,v2
ZEC-USDT,buy,352.79,2026-05-01 15:24:21.841809+00:00,cancelled,,,v2
ZEC-USDT,buy,352.61,2026-05-01 15:26:21.679058+00:00,expired,,,v2
SOL-USDT,sell,84.18,2026-05-01 15:52:55.127666+00:00,filled,2026-05-01 16:01:12.186293+00:00,84.53,v2
SOL-USDT,sell,84.15,2026-05-01 16:19:54.876912+00:00,expired,,,v2
ZEC-USDT,sell,384.18,2026-05-01 18:50:49.538575+00:00,expired,,,v2
ZEC-USDT,buy,386.56,2026-05-01 20:15:03.820597+00:00,filled,2026-05-01 20:18:32.982406+00:00,384.47,v2
ZEC-USDT,sell,382.44,2026-05-01 21:07:49.199105+00:00,cancelled,,,v2
ZEC-USDT,sell,382.2,2026-05-01 21:11:49.240318+00:00,filled,2026-05-01 21:21:08.933368+00:00,383.64,v2
ZEC-USDT,buy,386.7,2026-05-01 21:50:03.265033+00:00,filled,2026-05-01 21:58:26.754436+00:00,384.96,v2
ZEC-USDT,sell,382.11,2026-05-02 00:12:50.326897+00:00,filled,2026-05-02 00:16:39.668710+00:00,383.79,v2
ZEC-USDT,sell,382.04,2026-05-02 00:28:49.244167+00:00,expired,,,v2
SOL-USDT,buy,83.88,2026-05-02 01:34:57.070606+00:00,expired,,,v2
SOL-USDT,sell,83.79,2026-05-02 03:09:55.190937+00:00,filled,2026-05-02 03:24:40.379631+00:00,83.84,v2
ZEC-USDT,buy,382.2,2026-05-02 05:19:22.479448+00:00,expired,,,v2
SOL-USDT,buy,83.73,2026-05-02 08:32:56.507112+00:00,expired,,,v2
ZEC-USDT,buy,379.41,2026-05-02 09:09:21.747864+00:00,filled,2026-05-02 09:16:05.482456+00:00,377.81,v2
ZEC-USDT,buy,378.96,2026-05-02 10:12:21.989991+00:00,expired,,,v2
SOL-USDT,sell,83.79,2026-05-02 11:09:55.271527+00:00,expired,,,v2
SOL-USDT,buy,83.88,2026-05-02 12:25:56.488681+00:00,expired,,,v2
ZEC-USDT,buy,374.29,2026-05-02 14:04:22.004347+00:00,filled,2026-05-02 14:10:33.558027+00:00,373.15,v2
ZEC-USDT,sell,372.35,2026-05-02 16:16:49.536522+00:00,expired,,,v2
ZEC-USDT,buy,376.02,2026-05-02 16:55:01.282176+00:00,expired,,,v2
SOL-USDT,sell,83.99,2026-05-02 18:02:55.127567+00:00,expired,,,v2
SOL-USDT,buy,84.16,2026-05-02 19:10:10.122272+00:00,expired,,,v2
SOL-USDT,sell,84.09,2026-05-02 22:23:55.176227+00:00,filled,2026-05-02 22:33:18.255664+00:00,84.3,v2
SOL-USDT,buy,84.43,2026-05-02 22:53:56.388326+00:00,expired,,,v2
