sl_loss_usdt,min_abs_slope_pct,block_body_band,block_sunday,blofin_n,blofin_wins,blofin_losses,blofin_win_rate,blofin_net_pnl,blofin_gross_win,blofin_gross_loss,blofin_profit_factor,blofin_avg_win,blofin_avg_loss,blofin_avg_trade,blofin_max_dd,blofin_max_dd_pct_of_capital,blofin_largest_loss_streak,blofin_largest_loss_run_usdt,blofin_is_net_pnl,blofin_is_pf,blofin_oos_net_pnl,blofin_oos_pf,blofin_oos_n,lighter_n,lighter_wins,lighter_losses,lighter_win_rate,lighter_net_pnl,lighter_gross_win,lighter_gross_loss,lighter_profit_factor,lighter_avg_win,lighter_avg_loss,lighter_avg_trade,lighter_max_dd,lighter_max_dd_pct_of_capital,lighter_largest_loss_streak,lighter_largest_loss_run_usdt,lighter_is_net_pnl,lighter_is_pf,lighter_oos_net_pnl,lighter_oos_pf,lighter_oos_n,score_lighter,score_blofin
120.0,0.18,"(0.3, 0.5)",False,778,559,219,0.7185,13367.65,24604.21,11236.56,2.19,44.01,-51.31,17.182,-585.47,-29.27,5,-427.43,10410.77,2.39,2956.89,1.789,234,778,559,219,0.7185,20370.36,29635.86,9265.5,3.199,53.02,-42.31,26.183,-480.69,-24.03,5,-382.5,15307.21,3.478,5063.15,2.639,234,96.33,94.31
120.0,0.18,"(0.2, 0.5)",True,634,464,170,0.7319,11803.07,20697.99,8894.92,2.327,44.61,-52.32,18.617,-451.89,-22.59,5,-427.43,9295.29,2.624,2507.78,1.791,191,634,464,170,0.7319,17509.88,24874.88,7365.0,3.377,53.61,-43.32,27.618,-382.5,-19.12,5,-382.5,13282.74,3.821,4227.15,2.591,191,95.88,93.78
120.0,0.18,"(0.2, 0.5)",False,720,523,197,0.7264,13423.41,23523.06,10099.65,2.329,44.98,-51.27,18.644,-451.89,-22.59,5,-427.43,10605.18,2.618,2818.23,1.795,217,720,523,197,0.7264,19904.46,28230.96,8326.5,3.39,53.98,-42.27,27.645,-382.5,-19.12,5,-382.5,15132.72,3.81,4771.74,2.622,217,95.79,93.66
120.0,0.18,"(0.3, 0.6)",True,619,456,163,0.7367,11343.53,19904.07,8560.53,2.325,43.65,-52.52,18.326,-595.98,-29.8,4,-413.93,8450.08,2.452,2893.45,2.055,186,619,456,163,0.7367,16915.11,24008.61,7093.5,3.385,52.65,-43.52,27.327,-476.19,-23.81,4,-378.0,12347.38,3.562,4567.73,3.009,186,97.72,96.48
120.0,0.18,"(0.3, 0.6)",False,700,510,190,0.7286,12542.95,22428.13,9885.18,2.269,43.98,-52.03,17.918,-595.98,-29.8,4,-413.93,9297.42,2.368,3245.53,2.05,211,700,510,190,0.7286,18843.57,27018.57,8175.0,3.305,52.98,-43.03,26.919,-476.19,-23.81,4,-378.0,13698.79,3.435,5144.78,3.018,211,97.95,96.78
120.0,0.21,None,True,573,418,155,0.7295,10387.19,18599.77,8212.58,2.265,44.5,-52.98,18.128,-584.14,-29.21,5,-427.43,7639.89,2.281,2747.3,2.222,172,573,418,155,0.7295,15544.55,22362.05,6817.5,3.28,53.5,-43.98,27.128,-414.83,-20.74,5,-382.5,11248.82,3.237,4295.73,3.401,172,98.16,97.07
120.0,0.21,None,False,653,472,181,0.7228,11768.98,21172.5,9403.52,2.252,44.86,-51.95,18.023,-535.11,-26.76,5,-427.43,8490.98,2.226,3278.01,2.324,196,653,472,181,0.7228,17646.16,25420.66,7774.5,3.27,53.86,-42.95,27.023,-414.83,-20.74,5,-382.5,12603.93,3.162,5042.23,3.592,196,98.81,98.11
120.0,0.21,"(0.3, 0.5)",True,489,364,125,0.7444,10661.64,17029.23,6367.59,2.674,46.78,-50.94,21.803,-547.39,-27.37,5,-427.43,7909.15,2.734,2752.49,2.523,147,489,364,125,0.7444,15063.12,20305.62,5242.5,3.873,55.78,-41.94,30.804,-403.55,-20.18,5,-382.5,10987.33,3.861,4075.79,3.906,147,97.77,96.7
120.0,0.21,"(0.3, 0.5)",False,560,412,148,0.7357,12034.51,19432.61,7398.1,2.627,47.17,-49.99,21.49,-547.39,-27.37,5,-427.43,8748.47,2.623,3286.04,2.636,168,560,412,148,0.7357,17074.92,23140.92,6066.0,3.815,56.17,-40.99,30.491,-403.55,-20.18,5,-382.5,12276.64,3.718,4798.29,4.097,168,98.5,97.75
120.0,0.21,"(0.2, 0.5)",True,455,340,115,0.7473,10447.56,16320.23,5872.67,2.779,48.0,-51.07,22.962,-547.39,-27.37,5,-427.43,7798.11,2.893,2649.46,2.511,137,455,340,115,0.7473,14543.3,19380.8,4837.5,4.006,57.0,-42.07,31.963,-403.55,-20.18,5,-382.5,10660.45,4.087,3882.86,3.805,137,97.52,96.38
120.0,0.21,"(0.2, 0.5)",False,522,387,135,0.7414,11947.05,18689.8,6742.76,2.772,48.29,-49.95,22.887,-547.39,-27.37,5,-427.43,8609.11,2.793,3337.94,2.719,157,522,387,135,0.7414,16645.83,22173.33,5527.5,4.011,57.3,-40.94,31.889,-403.55,-20.18,5,-382.5,11894.51,3.973,4751.32,4.112,157,98.79,98.17
120.0,0.21,"(0.3, 0.6)",True,443,330,113,0.7449,9621.08,15466.58,5845.5,2.646,46.87,-51.73,21.718,-557.9,-27.9,5,-413.93,6754.25,2.545,2866.83,2.946,133,443,330,113,0.7449,13608.35,18436.85,4828.5,3.818,55.87,-42.73,30.719,-432.05,-21.6,5,-378.0,9544.39,3.581,4063.96,4.593,133,99.59,99.29
120.0,0.21,"(0.3, 0.6)",False,507,373,134,0.7357,10760.7,17609.72,6849.01,2.571,47.21,-51.11,21.224,-557.9,-27.9,5,-413.93,7436.24,2.408,3324.46,3.121,153,507,373,134,0.7357,15323.75,20966.75,5643.0,3.716,56.21,-42.11,30.224,-432.05,-21.6,5,-378.0,10622.25,3.371,4701.5,5.044,153,99.72,99.48
