min_abs_slope_pct,block_body_band,block_sunday,sl_loss_usdt,breakeven_usdt,lock_profit_activate_usdt,lock_profit_usdt,trail_activate_usdt,trail_start_usdt,trail_distance_usdt,blofin_n,blofin_wins,blofin_losses,blofin_win_rate,blofin_net_pnl,blofin_gross_win,blofin_gross_loss,blofin_profit_factor,blofin_avg_win,blofin_avg_loss,blofin_avg_trade,blofin_max_dd,blofin_max_dd_pct_of_capital,blofin_largest_loss_streak,blofin_largest_loss_run_usdt,blofin_is_net_pnl,blofin_is_pf,blofin_oos_net_pnl,blofin_oos_pf,blofin_oos_n,lighter_n,lighter_wins,lighter_losses,lighter_win_rate,lighter_net_pnl,lighter_gross_win,lighter_gross_loss,lighter_profit_factor,lighter_avg_win,lighter_avg_loss,lighter_avg_trade,lighter_max_dd,lighter_max_dd_pct_of_capital,lighter_largest_loss_streak,lighter_largest_loss_run_usdt,lighter_is_net_pnl,lighter_is_pf,lighter_oos_net_pnl,lighter_oos_pf,lighter_oos_n,score_lighter,score_blofin
0.12,"(0.3, 0.6)",True,80,45,75,50,90,95,67.5,455,227,228,0.4989,891.57,12672.28,11780.71,1.076,55.83,-51.67,1.959,-947.42,-47.37,6,-481.15,1214.7,1.157,-323.13,0.92,137,455,227,228,0.4989,4988.49,14716.72,9728.23,1.513,64.83,-42.67,10.964,-767.35,-38.37,6,-427.0,4077.97,1.643,910.52,1.269,137,80.83,30.35
0.12,"(0.3, 0.6)",True,80,45,75,50,105,110,45.0,454,226,228,0.4978,428.87,12209.59,11780.71,1.036,54.02,-51.67,0.945,-971.88,-48.59,6,-481.15,750.73,1.097,-321.86,0.92,137,454,226,228,0.4978,4516.83,14245.06,9728.23,1.464,63.03,-42.67,9.949,-752.89,-37.64,6,-427.0,3604.95,1.568,911.88,1.27,137,78.66,17.86
0.12,"(0.3, 0.6)",True,80,45,75,50,105,110,67.5,455,227,228,0.4989,829.28,12610.0,11780.71,1.07,55.55,-51.67,1.823,-937.52,-46.88,6,-481.15,1030.2,1.133,-200.92,0.95,137,455,227,228,0.4989,4926.08,14654.31,9728.23,1.506,64.56,-42.67,10.827,-763.92,-38.2,6,-427.0,3893.31,1.614,1032.77,1.305,137,82.18,29.24
0.12,"(0.3, 0.6)",True,100,15,25,20,40,45,15.0,516,363,153,0.7035,4482.88,9369.75,4886.87,1.917,25.81,-31.94,8.688,-362.55,-18.13,5,-254.12,4145.32,2.35,337.56,1.186,155,516,384,132,0.7442,9127.81,12753.18,3625.36,3.518,33.21,-27.46,17.69,-253.98,-12.7,4,-218.0,7395.2,4.253,1732.61,2.282,155,92.38,79.97
0.12,"(0.3, 0.6)",True,100,15,25,20,40,45,22.5,515,363,152,0.7049,3516.46,8289.77,4773.3,1.737,22.84,-31.4,6.828,-389.52,-19.48,5,-254.12,3317.68,2.081,198.78,1.117,155,515,384,131,0.7456,8152.21,11673.07,3520.86,3.315,30.4,-26.88,15.83,-261.57,-13.08,4,-218.0,6558.47,3.885,1593.74,2.278,155,92.71,69.98
0.12,"(0.3, 0.6)",True,100,15,25,20,55,60,15.0,515,362,153,0.7029,4164.51,8941.32,4776.81,1.872,24.7,-31.22,8.086,-362.69,-18.13,5,-254.12,3738.14,2.216,426.37,1.25,155,515,384,131,0.7456,8800.27,12321.14,3520.86,3.499,32.09,-26.88,17.088,-253.98,-12.7,4,-218.0,6978.96,4.07,1821.32,2.46,155,93.51,79.22
0.12,"(0.3, 0.6)",True,100,15,25,20,55,60,22.5,516,363,153,0.7035,3418.52,8195.33,4776.81,1.716,22.58,-31.22,6.625,-372.55,-18.63,5,-254.12,3221.45,2.048,197.07,1.116,155,516,385,131,0.7461,8063.2,11584.06,3520.86,3.29,30.09,-26.88,15.626,-261.57,-13.08,4,-218.0,6471.16,3.846,1592.04,2.276,155,92.84,69.17
0.12,"(0.3, 0.6)",True,100,15,35,20,50,55,15.0,516,291,225,0.564,3095.91,8934.7,5838.8,1.53,30.7,-25.95,6.0,-465.28,-23.26,9,-254.12,3013.07,1.794,82.84,1.041,155,516,304,212,0.5891,7740.71,11626.07,3885.36,2.992,38.24,-18.33,15.001,-253.98,-12.7,9,-218.0,6262.81,3.484,1477.9,2.083,155,92.4,61.36
0.12,"(0.3, 0.6)",True,100,15,35,20,50,55,22.5,516,291,225,0.564,2335.93,8174.73,5838.8,1.4,28.09,-25.95,4.527,-533.58,-26.68,9,-254.12,2441.51,1.643,-105.58,0.948,155,516,304,212,0.5891,6980.66,10866.02,3885.36,2.797,35.74,-18.33,13.528,-261.57,-13.08,9,-218.0,5691.2,3.258,1289.46,1.945,155,91.94,52.4
0.12,"(0.3, 0.6)",True,100,15,35,20,65,70,15.0,515,286,229,0.5553,2694.59,8537.4,5842.8,1.461,29.85,-25.51,5.232,-458.91,-22.95,8,-254.12,2624.66,1.691,69.93,1.034,155,515,304,211,0.5903,7330.24,11211.1,3880.86,2.889,36.88,-18.39,14.233,-253.98,-12.7,8,-218.0,5865.23,3.331,1465.0,2.074,155,92.98,57.72
